anomaly,anomaly_distance_median,anomaly_fraction,anomaly_in_range,anomaly_in_range_distance_median,anomaly_intensity,first_in_visible_run,frame,ignore,ignore_fraction,ignore_intensity,instance_count,neighbor_road_fraction,normal,normal_fraction,normal_in_range,normal_intensity,segment,sequence,slots,source_frame,source_sequence,stage,state,unknown_instance_points,version,visible,visible_fraction,zero_slot_fraction,zero_slots
0,,0.0,0,,,0,10,1222,0.009795905279528,"{""n"": 1222, ""mean"": 0.07325555303735344, ""minimum"": 0.0028571428265422583, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.01514285709708929, ""0.5"": 0.023714285343885422, ""0.75"": 0.043142858892679214, ""0.95"": 0.3531428575515747}}",0,,123524,0.990204094720472,123524,"{""n"": 123524, ""mean"": 0.28781682907925077, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6305714845657349, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.1080000028014183, ""0.5"": 0.21971428394317627, ""0.75"": 0.42828571796417236, ""0.95"": 0.7228571176528931}}",0,000_00,131072,10,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124746,0.9517364501953125,0.0482635498046875,6326
0,,0.0,0,,,0,11,1181,0.009461094154309565,"{""n"": 1181, ""mean"": 0.09577887969436148, ""minimum"": 0.001714285695925355, ""maximum"": 1.6248571872711182, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.01600000075995922, ""0.5"": 0.024857142940163612, ""0.75"": 0.054571427404880524, ""0.95"": 0.4514285624027252}}",0,,123646,0.9905389058456905,123646,"{""n"": 123646, ""mean"": 0.28935846572601104, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6302857398986816, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10771428793668747, ""0.5"": 0.22171428799629211, ""0.75"": 0.43228572607040405, ""0.95"": 0.7205714583396912}}",0,000_00,131072,11,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124827,0.9523544311523438,0.04764556884765625,6245
0,,0.0,0,,,0,12,1065,0.00852450093649447,"{""n"": 1065, ""mean"": 0.09654352802197348, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6222857236862183, ""quantiles"": {""0.05"": 0.008571428246796131, ""0.25"": 0.015714285895228386, ""0.5"": 0.025428570806980133, ""0.75"": 0.06028571352362633, ""0.95"": 0.46314287185668945}}",0,,123869,0.9914754990635055,123869,"{""n"": 123869, ""mean"": 0.28901455801509324, ""minimum"": 0.001714285695925355, ""maximum"": 1.628000020980835, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10657142847776413, ""0.5"": 0.22342857718467712, ""0.75"": 0.43228572607040405, ""0.95"": 0.7188571691513062}}",0,000_00,131072,12,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124934,0.9531707763671875,0.0468292236328125,6138
0,,0.0,0,,,0,13,985,0.007882585488040076,"{""n"": 985, ""mean"": 0.10285453231612854, ""minimum"": 0.003142857225611806, ""maximum"": 1.6228570938110352, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.015428571030497551, ""0.5"": 0.024571428075432777, ""0.75"": 0.062285713851451874, ""0.95"": 0.5139999985694885}}",0,,123974,0.9921174145119599,123974,"{""n"": 123974, ""mean"": 0.29051611740030964, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6285713911056519, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.1071428582072258, ""0.5"": 0.22599999606609344, ""0.75"": 0.43628570437431335, ""0.95"": 0.7182857394218445}}",0,000_00,131072,13,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124959,0.9533615112304688,0.04663848876953125,6113
0,,0.0,0,,,0,14,916,0.0073237815018549314,"{""n"": 916, ""mean"": 0.10288958229870825, ""minimum"": 0.00342857139185071, ""maximum"": 1.6262856721878052, ""quantiles"": {""0.05"": 0.009142857044935226, ""0.25"": 0.016285713762044907, ""0.5"": 0.027142856270074844, ""0.75"": 0.07114285975694656, ""0.95"": 0.46799999475479126}}",0,,124156,0.992676218498145,124156,"{""n"": 124156, ""mean"": 0.2909491538051494, ""minimum"": 0.001714285695925355, ""maximum"": 1.6251428127288818, ""quantiles"": {""0.05"": 0.03799999877810478, ""0.25"": 0.1062857136130333, ""0.5"": 0.22657142579555511, ""0.75"": 0.4382857084274292, ""0.95"": 0.7168571352958679}}",0,000_00,131072,14,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125072,0.9542236328125,0.0457763671875,6000
0,,0.0,0,,,0,15,826,0.006606995736648029,"{""n"": 826, ""mean"": 0.11183881015994881, ""minimum"": 0.0025714286603033543, ""maximum"": 1.6157143115997314, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017999999225139618, ""0.5"": 0.030571429058909416, ""0.75"": 0.08028571307659149, ""0.95"": 0.45342856645584106}}",0,,124193,0.993393004263352,124193,"{""n"": 124193, ""mean"": 0.2919511658180835, ""minimum"": 0.001714285695925355, ""maximum"": 1.6302857398986816, ""quantiles"": {""0.05"": 0.03742857277393341, ""0.25"": 0.1062857136130333, ""0.5"": 0.22714285552501678, ""0.75"": 0.4417142868041992, ""0.95"": 0.7139999866485596}}",0,000_00,131072,15,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125019,0.9538192749023438,0.04618072509765625,6053
0,,0.0,0,,,0,16,762,0.006088936833273403,"{""n"": 762, ""mean"": 0.10562204759875972, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6242856979370117, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017142856493592262, ""0.5"": 0.02971428632736206, ""0.75"": 0.07514286041259766, ""0.95"": 0.420285701751709}}",0,,124383,0.9939110631667266,124383,"{""n"": 124383, ""mean"": 0.2921096521027854, ""minimum"": 0.001714285695925355, ""maximum"": 1.6239999532699585, ""quantiles"": {""0.05"": 0.03628571331501007, ""0.25"": 0.10514285415410995, ""0.5"": 0.2280000001192093, ""0.75"": 0.44342857599258423, ""0.95"": 0.7108571529388428}}",0,000_00,131072,16,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125145,0.9547805786132812,0.04521942138671875,5927
0,,0.0,0,,,0,17,720,0.005761013938453167,"{""n"": 720, ""mean"": 0.11495793642178695, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.008571428246796131, ""0.25"": 0.017999999225139618, ""0.5"": 0.03400000184774399, ""0.75"": 0.08857142925262451, ""0.95"": 0.45571428537368774}}",0,,124258,0.9942389860615468,124258,"{""n"": 124258, ""mean"": 0.2929352407176388, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10457143187522888, ""0.5"": 0.2297142893075943, ""0.75"": 0.44600000977516174, ""0.95"": 0.7122856974601746}}",0,000_00,131072,17,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124978,0.9535064697265625,0.0464935302734375,6094
0,,0.0,0,,,0,18,709,0.005667692553659219,"{""n"": 709, ""mean"": 0.09430787812331258, ""minimum"": 0.003142857225611806, ""maximum"": 1.6085714101791382, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.028857143595814705, ""0.75"": 0.07085714489221573, ""0.95"": 0.4300000071525574}}",0,,124386,0.9943323074463408,124386,"{""n"": 124386, ""mean"": 0.2933186646917905, ""minimum"": 0.001714285695925355, ""maximum"": 1.631428599357605, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10514285415410995, ""0.5"": 0.23114286363124847, ""0.75"": 0.4440000057220459, ""0.95"": 0.7088571190834045}}",0,000_00,131072,18,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125095,0.9543991088867188,0.04560089111328125,5977
0,,0.0,0,,,0,19,687,0.005487658758686796,"{""n"": 687, ""mean"": 0.09555292191333646, ""minimum"": 0.00342857139185071, ""maximum"": 1.6134285926818848, ""quantiles"": {""0.05"": 0.008857143111526966, ""0.25"": 0.017142856493592262, ""0.5"": 0.02800000086426735, ""0.75"": 0.06457142531871796, ""0.95"": 0.4182857275009155}}",0,,124503,0.9945123412413132,124503,"{""n"": 124503, ""mean"": 0.2937086151378033, ""minimum"": 0.001714285695925355, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.035428572446107864, ""0.25"": 0.10542856901884079, ""0.5"": 0.23199999332427979, ""0.75"": 0.44857141375541687, ""0.95"": 0.7094285488128662}}",0,000_00,131072,19,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125190,0.9551239013671875,0.0448760986328125,5882
0,,0.0,0,,,0,20,739,0.005902225913886604,"{""n"": 739, ""mean"": 0.09186545503546303, ""minimum"": 0.004285714123398066, ""maximum"": 1.6128571033477783, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017714286223053932, ""0.5"": 0.030571429058909416, ""0.75"": 0.06371428817510605, ""0.95"": 0.4154285788536072}}",0,,124468,0.9940977740861134,124468,"{""n"": 124468, ""mean"": 0.29371074830471855, ""minimum"": 0.001714285695925355, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.035428572446107864, ""0.25"": 0.10571428388357162, ""0.5"": 0.23199999332427979, ""0.75"": 0.44914284348487854, ""0.95"": 0.7068571448326111}}",0,000_00,131072,20,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125207,0.9552536010742188,0.04474639892578125,5865
0,,0.0,0,,,0,21,713,0.005703817477840709,"{""n"": 713, ""mean"": 0.09087878138709912, ""minimum"": 0.0037142857909202576, ""maximum"": 1.625428557395935, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.030571429058909416, ""0.75"": 0.06914285570383072, ""0.95"": 0.3822857141494751}}",0,,124291,0.9942961825221593,124291,"{""n"": 124291, ""mean"": 0.2933966853697716, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6334285736083984, ""quantiles"": {""0.05"": 0.03514285758137703, ""0.25"": 0.10428571701049805, ""0.5"": 0.23314285278320312, ""0.75"": 0.44914284348487854, ""0.95"": 0.7057142853736877}}",0,000_00,131072,21,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,125004,0.953704833984375,0.046295166015625,6068
0,,0.0,0,,,0,22,709,0.005682045857075309,"{""n"": 709, ""mean"": 0.10219625185298956, ""minimum"": 0.003142857225611806, ""maximum"": 1.6180000305175781, ""quantiles"": {""0.05"": 0.0071428571827709675, ""0.25"": 0.015428571030497551, ""0.5"": 0.026571428403258324, ""0.75"": 0.07028571516275406, ""0.95"": 0.4117142856121063}}",0,,124070,0.9943179541429247,124070,"{""n"": 124070, ""mean"": 0.29388871488617285, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6308571100234985, ""quantiles"": {""0.05"": 0.03514285758137703, ""0.25"": 0.10400000214576721, ""0.5"": 0.2328571379184723, ""0.75"": 0.4511428475379944, ""0.95"": 0.7068571448326111}}",0,000_00,131072,22,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124779,0.9519882202148438,0.04801177978515625,6293
0,,0.0,0,,,0,23,693,0.005559343788857246,"{""n"": 693, ""mean"": 0.10115357639011356, ""minimum"": 0.003142857225611806, ""maximum"": 1.6162856817245483, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016857143491506577, ""0.5"": 0.031142856925725937, ""0.75"": 0.07514286041259766, ""0.95"": 0.3848571479320526}}",0,,123962,0.9944406562111427,123962,"{""n"": 123962, ""mean"": 0.2941168698657636, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6297142505645752, ""quantiles"": {""0.05"": 0.034285712987184525, ""0.25"": 0.10314285755157471, ""0.5"": 0.23314285278320312, ""0.75"": 0.45257142186164856, ""0.95"": 0.704285740852356}}",0,000_00,131072,23,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124655,0.9510421752929688,0.04895782470703125,6417
0,,0.0,0,,,0,24,769,0.006179585670432812,"{""n"": 769, ""mean"": 0.10090098483185193, ""minimum"": 0.004000000189989805, ""maximum"": 1.6122857332229614, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.017714286223053932, ""0.5"": 0.03257142752408981, ""0.75"": 0.08228571712970734, ""0.95"": 0.35428571701049805}}",0,,123673,0.9938204143295671,123673,"{""n"": 123673, ""mean"": 0.29427200763123135, ""minimum"": 0.0020000000949949026, ""maximum"": 1.632285714149475, ""quantiles"": {""0.05"": 0.034857142716646194, ""0.25"": 0.10342857241630554, ""0.5"": 0.23342856764793396, ""0.75"": 0.4519999921321869, ""0.95"": 0.7051428556442261}}",0,000_00,131072,24,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124442,0.9494171142578125,0.0505828857421875,6630
0,,0.0,0,,,0,25,759,0.00610128617363344,"{""n"": 759, ""mean"": 0.09060643740766466, ""minimum"": 0.00342857139185071, ""maximum"": 1.593999981880188, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.016857143491506577, ""0.5"": 0.03257142752408981, ""0.75"": 0.07457143068313599, ""0.95"": 0.3294285833835602}}",0,,123641,0.9938987138263665,123641,"{""n"": 123641, ""mean"": 0.2941384468563967, ""minimum"": 0.0014285714132711291, ""maximum"": 1.632857084274292, ""quantiles"": {""0.05"": 0.03457142785191536, ""0.25"": 0.10285714268684387, ""0.5"": 0.2328571379184723, ""0.75"": 0.4522857069969177, ""0.95"": 0.7054286003112793}}",0,000_00,131072,25,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124400,0.9490966796875,0.0509033203125,6672
0,,0.0,0,,,0,26,780,0.006282924943212025,"{""n"": 780, ""mean"": 0.07906483486682797, ""minimum"": 0.0028571428265422583, ""maximum"": 1.5791428089141846, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.016857143491506577, ""0.5"": 0.03314285725355148, ""0.75"": 0.06800000369548798, ""0.95"": 0.3019999861717224}}",0,,123366,0.993717075056788,123366,"{""n"": 123366, ""mean"": 0.2941050647762613, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6282857656478882, ""quantiles"": {""0.05"": 0.034285712987184525, ""0.25"": 0.10199999809265137, ""0.5"": 0.23257142305374146, ""0.75"": 0.45428571105003357, ""0.95"": 0.7085714340209961}}",0,000_00,131072,26,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,124146,0.9471588134765625,0.0528411865234375,6926
0,,0.0,0,,,0,27,855,0.006899612653324725,"{""n"": 855, ""mean"": 0.08429306599812593, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6128571033477783, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.01657142862677574, ""0.5"": 0.03142857179045677, ""0.75"": 0.0674285739660263, ""0.95"": 0.2945714294910431}}",0,,123065,0.9931003873466753,123063,"{""n"": 123065, ""mean"": 0.2940656818421194, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6262856721878052, ""quantiles"": {""0.05"": 0.03400000184774399, ""0.25"": 0.1014285683631897, ""0.5"": 0.2328571379184723, ""0.75"": 0.45485714077949524, ""0.95"": 0.7054286003112793}}",0,000_00,131072,27,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,123920,0.9454345703125,0.0545654296875,7152
0,,0.0,0,,,0,28,808,0.006537322610398227,"{""n"": 808, ""mean"": 0.08891513455073617, ""minimum"": 0.00342857139185071, ""maximum"": 1.603428602218628, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.017428571358323097, ""0.5"": 0.03200000151991844, ""0.75"": 0.06685714423656464, ""0.95"": 0.3077142834663391}}",0,,122790,0.9934626773896018,122783,"{""n"": 122790, ""mean"": 0.29419575575431967, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6268571615219116, ""quantiles"": {""0.05"": 0.034285712987184525, ""0.25"": 0.10057143121957779, ""0.5"": 0.23257142305374146, ""0.75"": 0.45485714077949524, ""0.95"": 0.7074285745620728}}",0,000_00,131072,28,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,123598,0.9429779052734375,0.0570220947265625,7474
0,,0.0,0,,,0,29,787,0.006375360487346489,"{""n"": 787, ""mean"": 0.08564204038884088, ""minimum"": 0.004000000189989805, ""maximum"": 1.593999981880188, ""quantiles"": {""0.05"": 0.00800000037997961, ""0.25"": 0.017714286223053932, ""0.5"": 0.03371428698301315, ""0.75"": 0.06685714423656464, ""0.95"": 0.3271428644657135}}",0,,122657,0.9936246395126536,122622,"{""n"": 122657, ""mean"": 0.2936280591737047, ""minimum"": 0.0014285714132711291, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.03314285725355148, ""0.25"": 0.10028571635484695, ""0.5"": 0.23228570818901062, ""0.75"": 0.45257142186164856, ""0.95"": 0.7105714082717896}}",0,000_00,131072,29,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,123444,0.941802978515625,0.058197021484375,7628
0,,0.0,0,,,0,30,756,0.006131884175521129,"{""n"": 756, ""mean"": 0.0811678004477582, ""minimum"": 0.0025714286603033543, ""maximum"": 1.5982856750488281, ""quantiles"": {""0.05"": 0.00800000037997961, ""0.25"": 0.016857143491506577, ""0.5"": 0.03371428698301315, ""0.75"": 0.06800000369548798, ""0.95"": 0.2962857186794281}}",0,,122534,0.9938681158244789,122492,"{""n"": 122534, ""mean"": 0.292374340365141, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.03285714238882065, ""0.25"": 0.09914285689592361, ""0.5"": 0.23199999332427979, ""0.75"": 0.44999998807907104, ""0.95"": 0.7122856974601746}}",0,000_00,131072,30,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,123290,0.9406280517578125,0.0593719482421875,7782
0,,0.0,0,,,0,31,750,0.0061017776512223895,"{""n"": 750, ""mean"": 0.08067276190842192, ""minimum"": 0.0025714286603033543, ""maximum"": 1.6059999465942383, ""quantiles"": {""0.05"": 0.0071428571827709675, ""0.25"": 0.016857143491506577, ""0.5"": 0.03142857179045677, ""0.75"": 0.06542856991291046, ""0.95"": 0.28857141733169556}}",0,,122165,0.9938982223487776,122115,"{""n"": 122165, ""mean"": 0.2915138822864005, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6234285831451416, ""quantiles"": {""0.05"": 0.03314285725355148, ""0.25"": 0.09828571230173111, ""0.5"": 0.23114286363124847, ""0.75"": 0.44685715436935425, ""0.95"": 0.7108571529388428}}",0,000_00,131072,31,206,prefix,0,0,synthetic/pilot_v2_r2/train/000,122915,0.9377670288085938,0.06223297119140625,8157
