世界,因素,统计量,范围,分组,统计单位,权重,有效数量,适用候选数量,总帧或阶段组数,有有效观测的帧或组数,有覆盖世界数,左边界,右边界,原始数量,对应权重比例,来源
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.001,0.01,820,0.45657015590200445,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.01,0.1,852,0.47438752783964366,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.1,0.25,124,0.06904231625835189,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.75,0.9,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.9,1.000001,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:frame_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.001,0.01,820,0.45657015590200445,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.01,0.1,852,0.47438752783964366,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.1,0.25,124,0.06904231625835189,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.75,0.9,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.9,1.000001,0,0.0,summary.json:全部:A02|ignore_fraction|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0,1000,432,0.24053452115812918,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,1000,10000,1196,0.6659242761692651,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,10000,50000,168,0.0935412026726058,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,100000,131073,0,0.0,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0,1000,432,0.24053452115812918,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,1000,10000,1196,0.6659242761692651,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,10000,50000,168,0.0935412026726058,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,100000,131073,0,0.0,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0,1000,432,0.24053452115812926,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,1000,10000,1196,0.6659242761692653,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,10000,50000,168,0.09354120267260582,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,100000,131073,0,0.0,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.001,0.01,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.01,0.1,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.1,0.25,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.75,0.9,124,0.06904231625835189,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.9,1.000001,1672,0.9309576837416481,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.001,0.01,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.01,0.1,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.1,0.25,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.75,0.9,124,0.06904231625835189,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.9,1.000001,1672,0.9309576837416481,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.001,0.01,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.01,0.1,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.1,0.25,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.75,0.9,124,0.06904231625835189,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.9,1.000001,1672,0.9309576837416481,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0,1000,0,0.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,1000,10000,0,0.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,10000,50000,0,0.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,100000,131073,1796,1.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0,1000,0,0.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,1000,10000,0,0.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,10000,50000,0,0.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,100000,131073,1796,1.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0,1000,0,0.0,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,1000,10000,0,0.0,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,10000,50000,0,0.0,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,100000,131073,1796,1.0000000000000002,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0,1000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,1000,10000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,10000,50000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,100000,131073,1796,1.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0,1000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,1000,10000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,10000,50000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,100000,131073,1796,1.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0,1000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,1000,10000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,10000,50000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,50000,100000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,100000,131073,1796,1.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,131073,inf,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.001,0.01,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.01,0.1,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.1,0.25,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.75,0.9,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,1796,1796,1796,1796,4,0.9,1.000001,1796,1.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.001,0.01,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.01,0.1,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.1,0.25,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.25,0.5,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.5,0.75,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.75,0.9,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,1796,1796,1796,1796,4,0.9,1.000001,1796,1.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0,0.001,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:sequence_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,世界等权（同一背景）,1796,1796,1796,1796,4,0.001,0.01,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:sequence_equal
