structure_id,semantic,start_frame,end_frame,frames,count_min,count_max,frames_1_to_4,distance_min_m,distance_max_m
206:10:81,10,280,280,1,1,1,1,26.145448684692383,26.145448684692383
206:10:81,10,282,282,1,1,1,1,27.362653732299805,27.362653732299805
206:10:81,10,287,287,1,2,2,1,24.432950973510742,24.432950973510742
206:10:81,10,290,291,2,1,1,2,23.449451446533203,25.478654861450195
206:10:81,10,294,295,2,1,1,2,23.08945083618164,23.682954788208008
206:10:81,10,297,298,2,1,2,2,22.652952194213867,24.19565773010254
206:10:81,10,300,300,1,1,1,1,22.238454818725586,22.238454818725586
206:10:81,10,302,303,2,1,3,2,20.999059677124023,21.030567169189453
206:10:81,10,305,448,144,1,1981,12,7.470001220703125,23.248762130737305
206:10:82,10,242,242,1,1,1,1,46.61036682128906,46.61036682128906
206:10:82,10,244,245,2,1,1,2,45.529808044433594,45.83356475830078
206:10:82,10,248,251,4,1,1,4,42.91481018066406,44.08980941772461
206:10:82,10,254,257,4,1,2,4,40.26580810546875,42.38680648803711
206:10:82,10,260,261,2,1,2,2,38.63908004760742,40.41657638549805
206:10:82,10,264,448,185,1,520,10,8.71734619140625,37.569580078125
206:10:83,10,241,448,208,1,1475,3,7.477477550506592,35.45750427246094
206:10:90,10,19,19,1,2,2,1,49.775997161865234,49.775997161865234
206:10:90,10,21,22,2,1,1,2,49.45893478393555,49.668697357177734
206:10:90,10,29,40,12,2,9,4,45.85443878173828,48.6846923828125
206:10:90,10,43,43,1,1,1,1,44.89493942260742,44.89493942260742
206:10:90,10,45,45,1,1,1,1,44.933433532714844,44.933433532714844
206:10:90,10,48,66,19,1,10,12,43.95721435546875,45.392642974853516
206:10:90,10,113,113,1,1,1,1,46.53688049316406,46.53688049316406
206:10:90,10,119,120,2,1,1,2,45.973934173583984,46.81687927246094
206:10:90,10,122,122,1,1,1,1,47.51164627075195,47.51164627075195
206:10:91,10,0,61,62,1,28,3,33.210506439208984,40.669219970703125
206:10:91,10,63,86,24,2,24,2,32.885276794433594,34.347373962402344
206:10:91,10,89,95,7,1,14,4,33.4320068359375,34.61542510986328
206:10:91,10,97,97,1,4,4,1,34.308677673339844,34.308677673339844
206:10:91,10,102,109,8,4,20,1,35.089385986328125,36.39054870605469
206:10:91,10,111,111,1,5,5,0,36.579551696777344,36.579551696777344
206:10:91,10,115,115,1,1,1,1,37.70054626464844,37.70054626464844
206:10:91,10,117,141,25,3,20,2,38.30037307739258,44.45754623413086
206:10:91,10,148,160,13,1,5,12,46.49864959716797,49.791748046875
206:10:92,10,0,87,88,2,50,2,36.96277618408203,46.10869598388672
206:10:92,10,89,109,21,1,67,6,37.159217834472656,40.16176223754883
206:10:92,10,111,138,28,1,64,4,40.50395584106445,46.802764892578125
206:10:92,10,143,143,1,1,1,1,49.227699279785156,49.227699279785156
206:10:93,10,0,120,121,1,448,6,11.335577964782715,20.278379440307617
206:10:93,10,133,134,2,1,1,2,24.680892944335938,25.078895568847656
206:10:93,10,207,207,1,1,1,1,44.47433853149414,44.47433853149414
206:10:94,10,29,34,6,1,4,6,43.344886779785156,44.59450149536133
206:10:94,10,38,40,3,1,2,3,41.29069519042969,41.55149841308594
206:10:94,10,47,52,6,1,2,6,40.370697021484375,40.84569549560547
206:10:94,10,54,65,12,1,2,12,39.41500473022461,40.15250015258789
206:10:94,10,67,71,5,1,3,5,38.91926956176758,39.190773010253906
206:10:94,10,73,75,3,1,3,3,38.28050231933594,38.65888595581055
206:10:94,10,77,97,21,1,6,18,34.02354431152344,37.823272705078125
206:10:94,10,106,225,120,1,293,4,15.579378128051758,31.90550422668457
206:10:94,10,287,288,2,1,2,2,26.54970932006836,27.137805938720703
206:10:94,10,291,292,2,1,2,2,27.218482971191406,27.79660987854004
206:10:94,10,296,298,3,1,2,3,28.483707427978516,28.838607788085938
206:10:94,10,300,300,1,2,2,1,28.99930191040039,28.99930191040039
206:10:94,10,302,302,1,1,1,1,29.201555252075195,29.201555252075195
206:10:94,10,304,304,1,2,2,1,29.37425422668457,29.37425422668457
206:10:94,10,306,307,2,1,2,2,28.86867904663086,29.53355598449707
206:10:94,10,310,348,39,1,7,26,28.066844940185547,32.6624641418457
206:10:94,10,350,351,2,1,1,2,32.513641357421875,33.0466423034668
206:10:94,10,353,353,1,3,3,1,33.11684036254883,33.11684036254883
206:10:94,10,368,368,1,1,1,1,35.746604919433594,35.746604919433594
206:10:94,10,377,380,4,1,1,4,37.90708541870117,38.72108459472656
206:10:94,10,382,384,3,1,1,3,39.24134826660156,39.87733840942383
206:10:94,10,387,387,1,1,1,1,40.703346252441406,40.703346252441406
206:10:95,10,4,111,108,1,46,17,32.35455322265625,40.00760269165039
206:10:95,10,131,131,1,1,1,1,46.679603576660156,46.679603576660156
206:10:95,10,137,137,1,1,1,1,48.62734603881836,48.62734603881836
206:10:96,10,8,13,6,2,9,4,38.16199493408203,39.55717086791992
206:10:96,10,15,15,1,1,1,1,39.45054626464844,39.45054626464844
206:10:96,10,21,34,14,1,7,12,36.810550689697266,39.08675003051758
206:10:96,10,38,70,33,1,15,7,36.668426513671875,40.12979507446289
206:10:96,10,72,72,1,1,1,1,42.00904083251953,42.00904083251953
206:10:96,10,74,74,1,2,2,1,37.567806243896484,37.567806243896484
206:10:96,10,82,82,1,1,1,1,38.44779586791992,38.44779586791992
206:10:96,10,84,84,1,1,1,1,38.74504470825195,38.74504470825195
206:10:96,10,86,86,1,1,1,1,39.05979537963867,39.05979537963867
206:10:97,10,30,34,5,1,2,5,47.21074676513672,47.316490173339844
206:10:97,10,36,39,4,1,3,4,47.19248962402344,47.31999588012695
206:10:97,10,41,41,1,3,3,1,47.26454544067383,47.26454544067383
206:10:97,10,50,55,6,2,6,4,47.60914611816406,47.81212615966797
206:10:97,10,58,81,24,1,7,19,47.81474685668945,49.616546630859375
206:10:98,10,21,21,1,2,2,1,42.873146057128906,42.873146057128906
206:10:98,10,27,30,4,1,3,4,42.04274368286133,42.520748138427734
206:10:98,10,32,32,1,2,2,1,42.0340461730957,42.0340461730957
206:10:98,10,34,37,4,1,3,4,41.803871154785156,42.173744201660156
206:10:98,10,42,42,1,2,2,1,41.81964874267578,41.81964874267578
206:10:98,10,48,48,1,4,4,1,42.068748474121094,42.068748474121094
206:10:98,10,54,55,2,2,3,2,42.277992248535156,42.58036804199219
206:10:98,10,57,62,6,1,3,6,42.21674728393555,42.70165252685547
206:10:98,10,66,66,1,1,1,1,42.45029830932617,42.45029830932617
206:10:98,10,69,70,2,1,1,2,43.39330291748047,43.798038482666016
206:10:98,10,72,75,4,1,2,4,42.960548400878906,43.15715026855469
206:10:99,10,0,103,104,4,66,1,18.71962547302246,36.517215728759766
206:11:1,11,104,104,1,1,1,1,46.852149963378906,46.852149963378906
206:11:1,11,107,107,1,1,1,1,46.22014617919922,46.22014617919922
206:11:1,11,115,115,1,1,1,1,43.50336837768555,43.50336837768555
206:11:1,11,142,144,3,1,1,3,35.26308059692383,35.88408279418945
206:11:1,11,146,146,1,1,1,1,34.83481216430664,34.83481216430664
206:11:1,11,149,149,1,1,1,1,33.95457077026367,33.95457077026367
206:11:1,11,156,156,1,1,1,1,31.981157302856445,31.981157302856445
206:11:1,11,159,161,3,1,3,3,30.788375854492188,31.60215950012207
206:11:1,11,163,172,10,1,4,10,28.551225662231445,30.603885650634766
206:11:1,11,177,180,4,1,6,3,27.5062255859375,27.994224548339844
206:11:1,11,182,188,7,1,4,7,26.971952438354492,27.87544822692871
206:11:1,11,190,190,1,2,2,1,27.14508819580078,27.14508819580078
206:11:1,11,194,194,1,3,3,1,26.425003051757812,26.425003051757812
206:11:1,11,197,200,4,1,2,4,26.31351089477539,26.437707901000977
206:11:1,11,267,287,21,2,28,2,20.934659957885742,21.96935272216797
206:11:1,11,293,316,24,1,12,10,21.927101135253906,24.02665138244629
206:11:1,11,318,320,3,1,2,3,23.63731575012207,23.9598388671875
206:11:1,11,322,323,2,1,1,2,23.9796142578125,24.22761344909668
206:11:1,11,326,328,3,1,1,3,24.093612670898438,24.68535804748535
206:11:1,11,330,331,2,1,1,2,24.50580596923828,24.54680824279785
206:11:1,11,336,338,3,1,1,3,24.815807342529297,24.985809326171875
206:11:1,11,359,359,1,1,1,1,27.67080307006836,27.67080307006836
206:11:1,11,411,413,3,1,1,3,37.079044342041016,37.096046447753906
206:11:1,11,416,420,5,1,1,5,37.04430389404297,37.072303771972656
206:11:1,11,422,433,12,1,1,12,37.00730514526367,37.14130401611328
206:15:5,15,0,10,11,2,8,6,36.794151306152344,38.213993072509766
206:15:5,15,12,88,77,1,18,9,30.788532257080078,36.7320442199707
206:15:5,15,90,92,3,2,7,2,31.566152572631836,31.930301666259766
206:15:5,15,94,100,7,2,13,3,32.08642578125,32.878273010253906
206:15:5,15,102,102,1,3,3,1,33.28550338745117,33.28550338745117
206:15:5,15,104,113,10,1,12,3,33.74892807006836,35.52479553222656
206:15:5,15,117,117,1,1,1,1,36.51055145263672,36.51055145263672
206:15:5,15,119,143,25,2,12,9,36.90130615234375,43.94291687011719
206:15:5,15,152,153,2,2,2,2,46.56652069091797,46.872520446777344
206:15:5,15,155,157,3,1,3,3,47.547298431396484,48.03054428100586
206:15:5,15,159,162,4,1,2,4,48.44804000854492,49.116790771484375
206:15:5,15,164,166,3,1,2,3,49.684417724609375,49.981040954589844
206:15:6,15,0,90,91,4,25,1,28.639610290527344,35.765872955322266
206:15:6,15,93,94,2,2,3,2,29.830608367919922,30.09130096435547
206:15:6,15,96,101,6,2,10,1,30.22870445251465,31.045276641845703
206:15:6,15,104,116,13,3,19,5,31.612030029296875,34.893798828125
206:15:6,15,119,120,2,1,3,2,35.1800422668457,36.16930389404297
206:15:6,15,123,146,24,1,9,14,36.71430587768555,43.276790618896484
206:15:6,15,155,158,4,1,1,4,45.831298828125,47.23904037475586
206:15:6,15,160,163,4,1,3,4,47.242042541503906,48.332794189453125
206:15:6,15,167,167,1,1,1,1,48.89929962158203,48.89929962158203
206:15:6,15,171,171,1,1,1,1,49.92203903198242,49.92203903198242
206:15:7,15,0,89,90,1,23,4,29.448932647705078,36.846771240234375
206:15:7,15,91,115,25,1,11,12,30.373050689697266,35.61152648925781
206:15:7,15,118,118,1,1,1,1,35.76755142211914,35.76755142211914
206:15:7,15,121,134,14,1,10,10,36.66004943847656,40.152793884277344
206:15:7,15,136,142,7,1,5,6,40.747798919677734,42.67829895019531
206:15:7,15,145,145,1,1,1,1,43.69579315185547,43.69579315185547
206:15:7,15,155,157,3,1,2,3,46.51474380493164,46.8467903137207
206:15:7,15,159,160,2,1,1,2,47.68103790283203,47.82954788208008
206:15:7,15,163,163,1,1,1,1,48.434791564941406,48.434791564941406
206:15:7,15,165,165,1,1,1,1,49.18103790283203,49.18103790283203
206:18:4,18,31,60,30,1,8,23,44.865699768066406,48.30088424682617
206:18:4,18,62,63,2,1,1,2,44.68369674682617,44.684696197509766
206:18:4,18,66,69,4,1,3,4,44.23649978637695,44.51469802856445
206:18:4,18,94,220,127,1,282,11,16.67698860168457,39.39664840698242
206:18:4,18,275,385,111,1,180,4,18.903541564941406,36.24757385253906
206:18:4,18,387,387,1,3,3,1,34.850608825683594,34.850608825683594
206:18:4,18,389,391,3,1,4,3,35.786800384521484,36.530296325683594
206:18:4,18,393,393,1,3,3,1,36.49679946899414,36.49679946899414
206:18:4,18,395,395,1,5,5,0,37.0757942199707,37.0757942199707
206:18:4,18,397,398,2,1,1,2,37.6177978515625,37.88579559326172
206:18:4,18,401,401,1,1,1,1,38.74660110473633,38.74660110473633
206:18:5,18,0,230,231,2,2397,22,7.245382785797119,37.61508560180664
206:18:5,18,232,246,15,1,3,15,38.165348052978516,43.11733627319336
206:18:5,18,249,252,4,1,3,4,44.16783142089844,45.128082275390625
206:18:5,18,254,254,1,1,1,1,45.83060073852539,45.83060073852539
206:18:5,18,256,258,3,2,3,3,46.53908157348633,47.190338134765625
206:18:6,18,0,105,106,1,285,1,16.629575729370117,37.33274841308594
206:18:7,18,325,377,53,7,130,0,25.70728302001953,27.105510711669922
206:18:8,18,0,28,29,1,71,4,22.418901443481445,29.977445602416992
206:18:8,18,30,49,20,1,2,20,29.832834243774414,33.235504150390625
206:18:8,18,51,53,3,1,1,3,33.413272857666016,33.56727600097656
206:18:8,18,55,56,2,1,1,2,33.663272857666016,33.676273345947266
206:18:9,18,175,219,45,2,46,1,39.88660430908203,42.29859924316406
206:20:2,20,256,363,108,2,361,2,7.837218284606934,14.524495124816895
206:20:2,20,367,448,82,5,53,0,13.463033676147461,22.93889808654785
206:254:12,254,132,202,71,3,16,1,35.0344352722168,49.816368103027344
206:254:12,254,326,378,53,19,43,0,19.504322052001953,27.464611053466797
206:254:13,254,154,216,63,3,21,2,31.649702072143555,41.741432189941406
206:254:13,254,328,379,52,20,43,0,19.942790985107422,28.485157012939453
206:254:14,254,0,15,16,4,13,1,40.13888931274414,41.230690002441406
206:254:14,254,21,38,18,1,15,7,37.89164733886719,39.5062141418457
206:254:5,254,340,340,1,1,1,1,21.62928581237793,21.62928581237793
206:254:6,254,0,42,43,1,13,8,21.68380355834961,31.922868728637695
206:254:6,254,45,48,4,1,2,4,30.99323272705078,32.6148681640625
206:254:6,254,50,50,1,1,1,1,31.328022003173828,31.328022003173828
206:254:6,254,105,105,1,1,1,1,39.50389099121094,39.50389099121094
206:254:7,254,0,8,9,2,83,2,12.410161972045898,13.571989059448242
206:254:7,254,13,18,6,2,12,4,14.377887725830078,15.034494400024414
206:254:7,254,21,35,15,4,57,2,15.415170669555664,17.154626846313477
206:254:7,254,37,48,12,3,32,1,17.62744903564453,18.809932708740234
206:254:7,254,56,77,22,3,35,2,19.510568618774414,22.14889907836914
206:254:7,254,81,146,66,1,22,25,22.924654006958008,49.73147201538086
206:254:8,254,26,26,1,1,1,1,43.33549880981445,43.33549880981445
206:254:8,254,28,34,7,1,8,3,41.88299560546875,42.868499755859375
206:254:8,254,42,46,5,1,4,5,40.729820251464844,40.91921615600586
206:254:8,254,48,48,1,2,2,1,40.65557861328125,40.65557861328125
206:254:8,254,98,101,4,2,5,3,32.39426803588867,33.47002029418945
206:254:8,254,108,134,27,1,20,6,23.499229431152344,30.021507263183594
206:254:8,254,138,202,65,1,37,2,14.606025695800781,22.60076332092285
206:254:8,254,215,216,2,1,2,2,16.241729736328125,16.315937042236328
206:254:8,254,225,226,2,4,13,1,17.135303497314453,17.20490837097168
206:254:9,254,25,25,1,3,3,1,42.22050094604492,42.22050094604492
206:254:9,254,27,30,4,3,9,1,41.463748931884766,41.98769760131836
206:254:9,254,36,47,12,1,7,5,39.52082061767578,40.6051025390625
206:254:9,254,49,52,4,1,3,4,39.16794204711914,39.472957611083984
206:254:9,254,54,59,6,1,4,6,38.95781707763672,39.086700439453125
206:254:9,254,86,86,1,1,1,1,35.47469711303711,35.47469711303711
206:254:9,254,88,96,9,2,8,6,32.128570556640625,34.61988067626953
206:254:9,254,98,104,7,2,9,3,29.699888229370117,31.40470314025879
206:254:9,254,112,143,32,8,32,0,19.220012664794922,27.736587524414062
206:254:9,254,147,206,60,1,56,7,15.799062728881836,18.1865234375
206:255:6,255,3,10,8,1,38,2,21.308530807495117,21.552135467529297
206:255:6,255,12,33,22,1,55,1,22.097686767578125,24.580846786499023
206:255:6,255,35,75,41,3,45,2,24.296096801757812,49.313743591308594
206:30:19,30,0,121,122,1,105,5,10.006522178649902,20.586660385131836
206:30:19,30,184,184,1,1,1,1,39.24208068847656,39.24208068847656
206:30:19,30,194,195,2,1,1,2,40.666080474853516,40.93834686279297
206:30:19,30,197,200,4,1,1,4,41.09108352661133,41.49708557128906
206:30:19,30,202,207,6,1,1,6,41.81108093261719,42.74660110473633
206:30:19,30,210,214,5,1,1,5,43.1180419921875,44.105796813964844
206:30:19,30,217,217,1,1,1,1,44.60304260253906,44.60304260253906
206:30:19,30,225,226,2,1,1,2,46.83203887939453,47.12004089355469
206:30:19,30,228,228,1,1,1,1,47.70804214477539,47.70804214477539
206:30:19,30,230,233,4,1,1,4,48.43130111694336,49.33803939819336
