structure_id,semantic,category,instance_id,moving_label,observed_frames_all,observed_frames_in_range,first_frame_all,last_frame_all,first_frame_in_range,last_frame_in_range,unobserved_frames_inside_span,maximum_gap_frames,returns_all,returns_2p5_50m,frames_1_to_4,spearman_count_distance,count_min,count_median,count_p95,count_max,distance_min,distance_median,distance_p95,distance_max,adjacent_nn_median_min,adjacent_nn_median_median,adjacent_nn_median_p95,adjacent_nn_median_max,adjacent_nn_p95_min,adjacent_nn_p95_median,adjacent_nn_p95_p95,adjacent_nn_p95_max,world_x_min_m,world_x_max_m,world_y_min_m,world_y_max_m,world_z_min_m,world_z_max_m,temporal_thirds_nn_median_max_m,temporal_thirds_nn_p95_max_m,contiguous_visible_segments,longest_contiguous_visible_frames
206:10:110,10,汽车,110,False,64,64,321,389,321,389,5,4,455,455,27,-0.6402569159140464,1.0,6.0,16.849999999999994,23.0,16.08633041381836,25.241710662841797,29.10718364715576,29.700653076171875,0.02543719894845316,0.09732786122863916,0.2658105000268264,0.30959305837587714,0.07232037079250128,0.2918606277593054,1.1824454852229207,1.6666661055908454,78.40689401691243,80.49292676606439,-63.619742505429684,-61.63842593945518,-0.37978722867280745,0.8190090781128918,0.04683297243940712,0.8196311443868204,4,59
206:10:111,10,汽车,111,False,37,37,332,368,332,368,0,1,365,365,5,0.18985446523279811,1.0,10.0,16.0,16.0,44.189552307128906,47.65794372558594,49.70966491699219,49.96430587768555,0.025768829950775514,0.14222861533415884,0.34163202178399626,0.6016800086400651,0.11315053184960312,0.3972010640190483,0.671591822252787,0.9871730334002433,96.82924084296735,98.14494800182077,-75.25195120318946,-72.53189762652079,1.086727391886043,2.4029189892776373,0.0862986168718632,0.45576059014742115,1,37
206:10:112,10,汽车,112,False,154,154,265,443,265,443,25,12,2989,2989,29,-0.34844086782184297,1.0,18.5,42.0,50.0,34.295082092285156,35.77924919128418,42.645098495483396,42.77154541015625,0.005758572755069018,0.12738565473811742,0.5358783862344436,1.4412304143811339,0.005758572755069018,0.48824364250679664,1.5675510850831809,2.785092397377463,73.91794356469227,76.57428810982397,-19.74710276168205,-15.596963066973657,0.04765556611512167,1.7013891573114823,0.0723920025190212,0.5485081890265381,9,123
206:10:113,10,汽车,113,False,205,205,178,448,178,448,66,54,3971,3971,36,-0.6970491740326992,1.0,11.0,58.79999999999998,68.0,31.860275268554688,33.64242935180664,42.837362670898436,44.451805114746094,0.014506950321980235,0.1276963730246779,0.9612968053351126,3.743387424169235,0.08690074168156806,0.4566731501746318,1.9394698450044354,3.910821197208988,75.51114160562678,78.18402759673104,-25.413940484983343,-21.061908702263178,0.048021884188192976,1.5753010703373196,0.09273194856417889,0.34185308280222,4,129
206:10:114,10,汽车,114,False,95,95,5,113,5,113,14,9,1962,1962,21,-0.6537751508732793,1.0,17.0,44.3,55.0,24.554096221923828,25.47435760498047,29.712791633605956,34.52463912963867,0.03228529424934096,0.16039528277717913,0.9599499480883076,2.1784811895408724,0.1704511198354999,0.48637807329854355,1.7390699830757006,2.200174713073329,1.0457060596435515,4.5189740499222015,25.728881233545,28.96695434973124,-3.041753740320373,-1.6244009769677756,0.062356193526641054,0.19994242227764797,4,83
206:10:64,10,汽车,64,False,238,238,6,245,6,245,2,2,129716,129716,8,-0.9941505815318273,1.0,174.5,2350.35,2546.0,6.412930488586426,16.28795623779297,25.896635055541985,30.10230255126953,0.026065462772555708,0.06900557379836224,0.15582181667206352,2.0201420022388006,0.026065462772555708,0.2716937655931104,0.8614673029583972,2.2367998959858033,27.545690369883943,31.697390246292738,-6.762939369792868,-2.1614710450379295,-2.088205161587361,-0.04304543793221971,0.07513221140671049,0.6967158145897102,3,236
206:10:65,10,汽车,65,False,214,214,26,240,26,240,1,2,120376,120376,10,-0.9360807472486702,1.0,181.5,2463.1499999999996,2845.0,6.638487815856934,14.589678764343262,26.11789789199829,28.68705177307129,0.025114270887676027,0.06420149071059637,0.16776070874951401,0.4823512819880049,0.07951273113805,0.1869830462486463,1.881690240169644,3.3031405436630914,32.25824254582088,36.23657241819043,-12.227615981382575,-7.735270841214576,-1.9684821286742906,0.00999867690036571,0.3570968194654026,0.8851620657009458,2,212
206:10:66,10,汽车,66,False,165,165,31,222,31,222,27,9,107859,107859,51,-0.9605177736019689,1.0,186.0,1971.6,2099.0,7.137262344360352,12.561820030212402,32.031796264648435,33.213993072509766,0.02147984537387911,0.05782279351951152,1.5125935767294791,3.1009177941728288,0.02147984537387911,0.143845251929212,2.0941348677785063,3.1009177941728288,36.05369238182566,39.35589000942278,-15.787147356564896,-11.982679315757403,-1.8413007085440163,-0.2283581734737754,0.3164141898145575,0.7539378145070254,13,121
206:10:67,10,汽车,67,False,149,149,34,370,34,370,188,141,92988,92988,30,-0.8771423952021166,1.0,318.0,2197.7999999999997,2332.0,8.101675033569336,11.300342559814453,35.441674041748044,36.74334716796875,0.026190715717135292,0.06318756901676692,0.3861397371859873,2.966713420771965,0.07064367775739629,0.18256906950284404,1.3302191576811648,3.6522874838990838,38.79682408240606,43.35473264115327,-20.059560010233223,-15.46625541153119,-1.684373138457414,0.4638829483277115,0.13285170832093807,0.8773703818963997,8,118
206:10:68,10,汽车,68,False,174,174,39,383,39,383,171,83,9222,9222,59,-0.8647402920624295,1.0,7.5,208.74999999999997,404.0,9.275067329406738,22.117833137512207,36.0424247741699,41.383270263671875,0.024675920696657257,0.09870264650315058,0.38641131420144653,4.349469953690611,0.024675920696657257,0.2937969931694364,1.5409723946528997,4.434686843870937,42.98248104004899,46.91047448032757,-24.73561081175658,-20.14639966776516,-1.5783199458481207,0.3736419218843071,1.9740678640235731,3.46170057208669,16,86
206:10:69,10,汽车,69,False,164,164,137,381,137,381,81,80,18628,18628,17,-0.5961509317378934,1.0,87.0,300.4,326.0,12.176470756530762,18.944451332092285,26.095205211639403,30.341350555419922,0.027033401504473965,0.07759226502978342,0.5124110420828047,3.3572650497590804,0.11919011213518724,0.24307773247664125,1.4308448734820591,3.4736221182743243,47.07411509400734,51.65954202943983,-29.7142516995225,-25.024582306556514,-1.3540482375019103,0.4632183566717363,0.8601873354415194,1.5287635991966322,4,105
206:10:70,10,汽车,70,False,176,176,264,448,264,448,9,5,39442,39442,70,-0.9480002295152161,1.0,30.5,1059.25,1246.0,9.237680435180664,16.478116035461426,29.28915548324585,29.338842391967773,0.005160848662425563,0.07595914973985474,0.1767488305098773,4.095376603554645,0.006133573845525817,0.17011578932069887,0.69047890582804,4.095376603554645,51.20209795208596,55.196308564909636,-34.17647924318533,-30.19804970919445,-1.2779031370813605,0.27700341684611307,1.054318299982662,3.69063792763508,6,108
206:10:71,10,汽车,71,False,190,190,259,448,259,448,0,1,35592,35592,56,-0.9505587470478322,1.0,82.5,579.0,628.0,9.039738655090332,13.111437797546387,24.925488471984863,25.258848190307617,0.008465442929222416,0.0652186025824106,0.4731950127622601,1.543863294654833,0.01030144946715599,0.16853959026308546,0.9482875659667274,2.0855431110700966,54.901969458668695,58.541691907336386,-37.52694088436358,-33.70744574496108,-1.1675181899267826,0.572124183590889,0.42257956339227504,2.4533813279448498,1,190
206:10:72,10,汽车,72,False,198,198,251,448,251,448,0,1,160595,160595,0,-0.9122927446599016,10.0,638.0,1987.15,2036.0,8.461223602294922,11.828376293182373,18.185782718658448,20.802444458007812,0.011573040182795752,0.03618542972696808,0.06707316303879837,0.4577658393036368,0.06848140182553114,0.12276947229378776,0.2539632303083916,0.8432617842160274,59.11959835811453,63.283396458720915,-43.51776839447712,-39.13008160006024,-1.0768001420910835,0.9634335008316863,0.035107122110656114,0.3185880615044574,1,198
206:10:73,10,汽车,73,False,200,200,249,448,249,448,0,1,81733,81733,2,-0.9317076449185379,2.0,225.5,1203.5499999999997,1276.0,8.026145935058594,11.978916645050049,20.865759658813474,23.947282791137695,0.02211905105050511,0.055017691056704815,0.12437328277122395,0.5256825041397541,0.08064181547528267,0.16148685480912015,1.0300176934390632,2.863869793932353,62.878533929704645,66.62470169393532,-47.76583297241163,-43.75755159790134,-0.8928921981126823,0.6987702949000729,0.038489914929718184,0.2870824497687452,1,200
206:10:75,10,汽车,75,False,226,226,122,448,122,448,101,73,31727,31727,35,-0.931101953325493,1.0,66.5,395.5,417.0,15.445773124694824,18.88434600830078,37.18188285827637,49.07487487792969,0.01681443063377081,0.058175799308233155,0.5653163339359503,3.689633292023071,0.041300406671474346,0.21964809309909616,0.8747246970131769,3.7611807393466536,62.74020846938718,66.48834051266782,-36.5766078202079,-32.64926295723987,-0.736326238674673,0.7191021831549996,0.03607308191715619,0.12803480874288264,10,189
206:10:76,10,汽车,76,False,287,272,69,448,100,448,93,62,31443,31421,26,-0.8863820759420478,1.0,24.5,381.69999999999993,485.0,15.896865844726562,26.517178535461426,42.028258895874025,49.87406921386719,0.00763398799905118,0.1333073431280275,1.1793585473328345,4.980021002747269,0.00763398799905118,0.557915958778527,2.0974765116097482,5.061872210971078,58.288380566471155,62.58475642046993,-31.898883493015763,-26.987920528250214,-0.8754007351855337,1.5655520151227778,0.1958824763160787,0.5125069012847585,7,186
206:10:77,10,汽车,77,False,271,249,34,433,69,433,129,56,15222,15194,57,-0.9021785771757171,1.0,42.0,234.59999999999997,332.0,16.38705825805664,24.009449005126953,45.715475463867186,49.72969436645508,0.005219173570700394,0.11859406079127643,0.5836363675931514,4.401076677813682,0.005219173570700394,0.3217338855200215,1.1070356470618277,4.453980038236959,54.43714702942528,58.32122852621036,-26.95213300411019,-22.71326015484354,-0.9977461214162373,0.7065859412027431,0.10144400536369005,0.8282856687438159,19,126
206:10:78,10,汽车,78,False,249,249,0,250,0,250,2,2,179467,179467,16,-0.9860827557656581,1.0,216.0,3141.9999999999995,3546.0,6.433807849884033,16.316938400268555,32.99430999755859,37.86808776855469,0.024862838446414855,0.06043871040752072,0.5505354046757598,1.4313460908173357,0.08221485826010959,0.2087076526531469,1.3056478152912767,3.343912271478892,22.234315386799068,26.465966757991698,-0.8801273470941311,3.849304024607203,-2.260223958609898,0.08917855065871816,0.3099230271227703,1.2300416911189727,3,245
206:10:79,10,汽车,79,False,218,214,0,255,0,247,38,6,56795,56791,71,-0.9655672856588399,1.0,77.5,961.5499999999998,1090.0,9.085394859313965,16.426112174987793,44.70719566345215,49.558074951171875,0.026520428671341512,0.07307097376796182,0.28155173085702034,0.6749408868304636,0.04243483305289654,0.1754079508990681,0.5155524689328198,0.8877171568446117,14.488512648637524,18.023158858622683,9.09407343433213,12.700953773029486,-2.6217985652528446,-0.9759650498558439,0.8065859799962241,2.267927048156254,22,147
206:10:81,10,汽车,81,False,156,156,280,448,280,448,13,5,138127,138127,24,-0.9809832223660138,1.0,499.5,1949.75,1981.0,7.470001220703125,12.154111862182617,23.129278659820557,27.362653732299805,0.008498971276900106,0.05432708003325005,2.0151786599783703,3.1985250252353024,0.04650157301090491,0.1298017789090257,2.3355834229745134,3.2603641336751106,70.3941191579064,73.90297467386895,-56.29576861174346,-52.50390720075641,-0.6911194033519001,1.0088950796330383,0.05164953985869247,0.3265999391457386,9,144
206:10:82,10,汽车,82,False,198,198,242,448,242,448,9,3,16963,16963,23,-0.8927240488594773,1.0,33.5,382.0999999999997,520.0,8.71734619140625,20.438889503479004,40.5659017562866,46.61036682128906,0.013724847224131862,0.07531495135871737,1.045655884274539,3.713086686350314,0.05432959180320939,0.2776883461666146,2.281935266508602,3.746147631389709,74.39959951338908,77.61373026155819,-60.957763044377444,-56.84667236614532,-0.5163085329119594,1.4927140974974367,0.0876697590090806,0.7277453266820241,6,185
206:10:83,10,汽车,83,False,208,208,241,448,241,448,0,1,117936,117936,3,-0.9818093199605317,1.0,342.5,1441.3,1475.0,7.477477550506592,12.903403282165527,29.57707118988037,35.45750427246094,0.0077460528894811535,0.047847490413417855,0.13916397507612457,1.4355237071417228,0.04232501763628807,0.12155779786401717,0.6421882421727468,1.509562611587406,67.20110809957639,70.86442838097486,-52.784635755011244,-48.62771623711159,-0.7433063286941519,0.8047794508587605,0.031344795436756355,0.2946070917812467,1,208
206:10:90,10,汽车,90,False,40,40,19,122,19,122,64,47,148,148,25,-0.017952038424020492,1.0,3.5,8.049999999999997,10.0,43.95721435546875,45.38821601867676,49.46942291259766,49.775997161865234,0.07438865410600207,0.5171634229044119,1.8604067069135906,2.0729297212976054,0.1945464732554733,1.0715702962726676,2.2890643133916893,2.711817680652332,38.19810861329656,41.14737558053976,36.71016321502634,39.17373135210438,-1.2001340755910053,0.23767553372635042,0.19636763845799307,1.1131587969135277,9,19
206:10:91,10,汽车,91,False,142,142,0,160,0,160,19,7,1759,1759,26,-0.42741048085759503,1.0,13.0,23.94999999999999,28.0,32.885276794433594,36.09570503234863,47.956015777587886,49.791748046875,0.058520507393110474,0.19468702249191455,0.670659358141046,1.0093909752204844,0.16947385838875736,0.7101382450175686,2.087117163484063,3.0675517242169636,22.733869200505392,26.333063048935607,32.76465843589688,35.16804231684241,-2.083612363986277,-0.5340187041432137,0.061636554691839325,0.3002171020578751,9,62
206:10:92,10,汽车,92,False,138,138,0,143,0,143,6,5,3579,3579,13,-0.2317574314375064,1.0,23.0,57.150000000000006,67.0,36.96277618408203,39.58216667175293,45.85543785095215,49.227699279785156,0.04205482054786327,0.206559186803207,1.4659319490821112,3.054001128386081,0.2633589335449235,0.6497242364484843,2.557136512125172,3.857508881344042,26.343573647548588,30.342164369549515,35.63613763252369,38.475107190136974,-1.7914159288758134,0.0792839526494098,0.0691942480938981,0.15976060343332169,4,88
206:10:93,10,汽车,93,False,124,124,0,207,0,207,84,73,24127,24127,9,-0.9685766022587089,1.0,169.5,407.49999999999994,448.0,11.335577964782715,13.37424612045288,19.397768497467037,44.47433853149414,0.04039368725511392,0.07196521220046163,0.33411475366281307,2.3488590018794064,0.05520545017285841,0.2162821009760894,0.8633401538762143,2.3488590018794064,11.432122218232745,14.986133132140344,12.746326853689894,15.988923439194831,-2.635789583456793,-0.7196464053183163,0.035146951343218095,0.31594028304115834,3,121
206:10:94,10,汽车,94,False,239,239,29,387,29,387,120,62,7241,7241,107,-0.8154519235492248,1.0,6.0,145.9999999999999,293.0,15.579378128051758,28.51284408569336,40.70230941772461,44.59450149536133,0.027409440031120676,0.13625849494819864,1.0306609912924518,1.6511308435281817,0.027409440031120676,0.5401243980966628,2.1098911212387317,3.175122252829835,46.715735989773485,50.30153712772178,-17.930932231133873,-13.804427899918302,-1.2811665436253035,0.23012897155805645,0.1385049018794009,0.5788207219081893,22,120
206:10:95,10,汽车,95,False,110,110,4,137,4,137,24,20,1860,1860,19,-0.7801039833504106,1.0,16.0,40.0,46.0,32.35455322265625,33.75230407714844,39.02685413360596,48.62734603881836,0.04959728171573288,0.2244614451794901,0.8959976456226428,4.110560063650409,0.19780016085790797,0.7166144819052174,2.1766932809969664,4.110560063650409,2.8749466575778904,6.620469074074329,33.89083627889399,37.65127209206366,-3.0023075663317687,-1.4623189658627636,0.10410784846044675,0.743434764819013,3,108
206:10:96,10,汽车,96,False,59,59,8,86,8,86,20,8,312,312,29,-0.5603197979446991,1.0,5.0,12.0,15.0,36.668426513671875,37.42875289916992,39.79041938781738,42.00904083251953,0.12554382978912002,0.34809132702656337,2.467123393022539,4.83758703222362,0.14410282259553198,1.0798112644701034,2.953168345711026,4.875750073902143,-0.527748566173452,2.7592817448607625,37.86381121664242,42.172207504128494,-3.1503280946727883,-1.8975375700015498,0.1485314160184689,1.2714474042238633,9,33
206:10:97,10,汽车,97,False,40,40,30,81,30,81,12,9,108,108,33,-0.06315389716712246,1.0,2.0,6.0,7.0,47.19248962402344,47.98534393310547,49.34143486022949,49.616546630859375,0.0533858836331805,0.29907842740500207,0.5164833921874672,0.5693685492204115,0.06572861830081478,0.46134378591420583,0.7618639484149264,0.7952146109173734,-5.988967646721282,-4.800026031426201,46.72562532181665,47.38156355696974,-3.3343356741949366,-2.4351038774443,0.1404912542854184,0.28011963679194873,5,24
206:10:98,10,汽车,98,False,27,27,21,75,21,75,28,6,52,52,27,-0.3095970115077341,1.0,2.0,3.0,4.0,41.803871154785156,42.304893493652344,43.32245712280273,43.798038482666016,0.12200739776835778,0.41884874360204577,0.8833824214197659,1.0620907470048802,0.13302014032372544,0.5378007547924578,0.8985414779800378,1.1818628241280584,-2.4103753646234223,-1.2640244985481974,42.38964762164602,43.64015084050754,-3.197255779833379,-2.3828732017906873,0.1208058595534969,0.517656764843563,11,6
206:10:99,10,汽车,99,False,104,104,0,103,0,103,0,1,2483,2483,1,-0.9149627296275195,4.0,17.5,57.69999999999999,66.0,18.71962547302246,29.597704887390137,35.589498138427736,36.517215728759766,0.02237820544690885,0.08676115942813047,0.14835916983266512,0.24775469548598358,0.13278336139350116,0.2736315182513097,0.9921856694028346,1.6819097913690095,-20.992673873901367,-18.115735703998695,-0.8888708144770909,1.4109309911727905,-2.134626153746386,-0.834492165514809,0.06914564804459296,0.32646297417704956,1,104
206:11:1,11,自行车,1,False,118,118,104,433,104,433,212,67,596,596,84,-0.7636398306158013,1.0,2.0,20.14999999999999,28.0,20.934659957885742,26.32826042175293,37.08861465454102,46.852149963378906,0.0017238766416198745,0.18207982783188,0.7950790601127626,1.415777675037385,0.0017238766416198745,0.37691946289695427,1.041473229288412,1.513503146172752,59.76774552302135,60.98904382761951,-24.04783511495401,-22.652800026617054,-0.6102796254772382,0.507554337880962,0.2964730607881908,0.8938726723003699,25,24
206:15:5,15,摩托车,5,False,161,147,0,199,0,166,39,11,1037,1014,46,-0.5996388097151472,1.0,6.0,14.0,18.0,30.788532257080078,33.87830352783203,47.95029258728027,49.981040954589844,0.04547195997177709,0.17743464123844832,0.8591431272513935,1.792203071103598,0.05216804264899581,0.4833740953428918,1.163730301628209,1.950456321909932,20.15152976012298,22.254374221238685,31.31465509490944,32.494303654699,-2.1029521130085005,-1.0006635871047602,0.0554133362318816,0.14163985255215358,12,77
206:15:6,15,摩托车,6,False,161,148,0,211,0,171,51,17,1713,1696,35,-0.7424611060504979,1.0,12.0,22.0,25.0,28.639610290527344,31.688737869262695,46.30668888092041,49.92203903198242,0.04178622880685885,0.14465858616666757,0.6407704447098266,1.2628269480336416,0.10071769792808456,0.34253065002353156,0.984211486417396,1.4494715306453327,18.613281333329144,20.0410679893513,29.58639429258008,30.73786147565604,-2.168740233322536,-1.1370697489532071,0.06547277034174315,0.15963057568934227,10,91
206:15:7,15,摩托车,7,False,157,145,0,225,0,165,69,19,1292,1278,41,-0.693225415025857,1.0,9.0,19.0,23.0,29.448932647705078,32.00527572631836,43.49229431152342,49.18103790283203,0.04407933499180173,0.19667850095081874,0.7745177571187843,1.3570994522665856,0.07796057253966551,0.4580201336496097,1.2578436480943775,1.8274059552292392,19.340736733282974,21.12809038153656,30.056902427779505,31.742783241736944,-2.1410566690950867,-0.8848086952671428,0.07891872922347812,0.3390674307956256,10,90
206:18:4,18,卡车,4,False,283,283,31,401,31,401,88,55,19189,19189,52,-0.9256522563998402,1.0,36.0,241.4999999999999,282.0,16.67698860168457,26.458087921142578,45.9168212890625,48.30088424682617,0.025679767562822906,0.13827055393624704,0.633347523299322,4.52288744257715,0.025679767562822906,0.3947572169594866,1.5579357282220907,4.67471118888964,50.437606238388234,54.796706172570765,-22.893721653133845,-18.205323695931764,-1.1253704245561864,0.5877127294385602,0.07104610958931656,0.5396258822125383,11,127
206:18:5,18,卡车,5,False,254,254,0,258,0,258,5,3,127068,127068,45,-0.9835701364277255,1.0,53.5,2254.2499999999995,2397.0,7.245382785797119,17.508946418762207,41.38373794555664,47.190338134765625,0.023759599352804493,0.0728589765812381,0.35506286087128447,0.6342129593407927,0.05744794690821281,0.2072583168978148,0.570724288922625,2.1491959891030854,17.570534082522705,22.078203323756334,4.387140544359067,9.073716242695962,-2.5185726344795687,-0.8788708712104012,1.5490199485456724,3.9521027764003143,5,231
206:18:6,18,卡车,6,False,106,106,0,105,0,105,0,1,12987,12987,1,-0.9819985841208518,1.0,99.5,265.0,285.0,16.629575729370117,27.636544227600098,34.145124435424805,37.33274841308594,0.028242786237555457,0.07854917721025673,0.1388608585168852,2.4421835311278173,0.12661140090499062,0.25683144934874264,0.9590919118673784,3.5383839368709005,-20.75999362801258,-15.814152191838716,0.1567230086562854,5.428779244574667,-2.1177186807599457,-0.18698696996845948,0.10292493515683204,0.3163500499986607,1,106
206:18:7,18,卡车,7,False,53,53,325,377,325,377,0,1,5637,5637,0,-0.03187412677536921,7.0,117.0,128.4,130.0,25.70728302001953,26.113178253173828,26.990419006347658,27.105510711669922,0.025899468110896065,0.0630550120653168,0.11625967895508277,0.5956034346429138,0.14622342684004,0.2742409264025284,0.7378880341008345,2.6546846895981546,34.02409378268321,39.136784506409526,-72.66915529876296,-66.87279120113833,-2.1105710197106395,0.1276802518731519,0.05145007753877777,0.17472166967004993,1,53
206:18:8,18,卡车,8,False,54,54,0,56,0,56,3,2,830,830,29,-0.9067043337148043,1.0,3.0,64.0,71.0,22.418901443481445,28.945549964904785,33.53607578277588,33.676273345947266,0.018274141168070523,0.14161455320442456,0.8175721506304577,0.9797348442827316,0.046541958555213314,0.33326391649397163,1.2831046163660211,1.354302800140464,-20.512860796086144,-17.27894888012142,-15.023000034717056,-11.561628725773005,-1.7548033630119912,-0.2939493274830239,1.2712502211136743,2.202069033013138,4,29
206:18:9,18,卡车,9,False,45,45,175,219,175,219,0,1,1707,1707,1,0.17425650356537678,2.0,40.0,44.8,46.0,39.88660430908203,41.196868896484375,42.180762481689456,42.29859924316406,0.036651985169459916,0.13322767003432337,0.2260855085930014,0.8699466826860744,0.20166766160829025,0.5206771076876,1.4444510949427083,2.498157254290513,-1.1409970531006692,3.369048465108378,-51.376033468873196,-47.25348079669418,-3.254043352258985,-1.0414082073531425,0.05900872780810136,0.19717278168272856,1,45
