frame,slots,returns_all,empty_slots,empty_nonzero_label,empty_nonzero_intensity,returns_2p5_50m,valid_normal,valid_anomaly,ignored_in_range,returns_below_2p5m,returns_above_50m,native_anomaly_all,normal_without_instance,normal_with_instance,coincident_xyz_extra_records,identical_xyzi_extra_records,range_all_min,range_all_p05,range_all_p25,range_all_median,range_all_p75,range_all_p95,range_all_p99,range_all_max,range_normal_min,range_normal_p05,range_normal_p25,range_normal_median,range_normal_p75,range_normal_p95,range_normal_p99,range_normal_max,intensity_all_min,intensity_all_p05,intensity_all_p25,intensity_all_median,intensity_all_p75,intensity_all_p95,intensity_all_p99,intensity_all_max,intensity_normal_min,intensity_normal_p05,intensity_normal_p25,intensity_normal_median,intensity_normal_p75,intensity_normal_p95,intensity_normal_p99,intensity_normal_max,negative_intensity,zero_intensity,empty_intensity_min,empty_intensity_max,intensity_quantization_residual_max,rays_behind_origin,ray_residual_m_min,ray_residual_m_p05,ray_residual_m_p25,ray_residual_m_median,ray_residual_m_p75,ray_residual_m_p95,ray_residual_m_p99,ray_residual_m_max,horizontal_pairs,horizontal_spacing_m_min,horizontal_spacing_m_p05,horizontal_spacing_m_p25,horizontal_spacing_m_median,horizontal_spacing_m_p75,horizontal_spacing_m_p95,horizontal_spacing_m_p99,horizontal_spacing_m_max,vertical_pairs,vertical_spacing_m_min,vertical_spacing_m_p05,vertical_spacing_m_p25,vertical_spacing_m_median,vertical_spacing_m_p75,vertical_spacing_m_p95,vertical_spacing_m_p99,vertical_spacing_m_max,reused_numeric_instance_ids,sensor_world_x_m,sensor_world_y_m,sensor_world_z_m,travel_from_previous_m
10,131072,124746,6326,0,6326,123744,123524,0,220,90,912,0,121851,1673,0,0,1.1396758556365967,5.435174465179443,7.474300265312195,9.802627563476562,13.942314624786377,32.20958137512207,47.392834472656276,96.11013793945312,4.1680707931518555,5.436256170272827,7.453154444694519,9.774494171142578,13.686447620391846,30.627483654022186,43.62309524536134,49.94656753540039,0.0020000000949949026,0.0357142873108387,0.10542856901884079,0.2174285650253296,0.4259999990463257,0.722000002861023,0.9135857045650491,1.6305714845657349,0.0020000000949949026,0.03828571364283562,0.1080000028014183,0.21971428394317627,0.42828571796417236,0.7228571176528931,0.9133628374338162,1.6305714845657349,0,0,0.001714285695925355,1.361142873764038,0.00020837783813476562,0,4.569727183437031e-08,1.7976998248503043e-05,9.610184275423603e-05,0.00022803061665401564,0.0005660166037231981,0.002526923487242806,0.004937630147638908,0.012994065030960298,122484,0.024075565859675407,0.03413252867758274,0.05299520958214998,0.06846600770950317,0.13738302141427994,2.6621672034263564,18.645143432617182,41.167179107666016,121546,0.018172329291701317,0.04899332858622074,0.06316569820046425,0.10472920536994934,0.21610086411237717,1.9024739265441895,15.052229833602945,40.29019546508789,5;6,2.4670687101998006,0.2161615794938846,0.08893808076003878,0.2508542533788552
11,131072,124827,6245,0,6245,123909,123646,0,263,85,833,0,121971,1675,0,0,1.1605433225631714,5.4590744972229,7.475193977355957,9.806145668029785,13.79150915145874,31.989907455444335,46.944045639038094,98.15155029296875,4.221540927886963,5.460667252540588,7.455945730209351,9.781654357910156,13.553695440292358,30.547266483306885,43.35982398986818,49.96462631225586,0.001714285695925355,0.03628571331501007,0.10542856901884079,0.21971428394317627,0.43057143688201904,0.7200000286102295,0.9099257326126113,1.6302857398986816,0.0022857142612338066,0.03857142850756645,0.10771428793668747,0.22171428799629211,0.43228572607040405,0.7205714583396912,0.9088571667671204,1.6302857398986816,0,0,0.0014285714132711291,1.5522856712341309,0.00020837783813476562,0,6.676613644177289e-08,1.820027750990223e-05,9.639378955664327e-05,0.00022544680532563818,0.0005636452152716538,0.002498748736113887,0.004841239788420182,0.013093281619059661,122571,0.024235563352704048,0.03423848748207092,0.05308927223086357,0.06850501894950867,0.13821293413639069,2.7729259729385376,19.187726402282717,41.795143127441406,121569,0.01900993287563324,0.04880411103367806,0.06301490217447281,0.10432258993387222,0.21398794651031494,1.9137277841567968,15.915486831665016,41.75017166137695,6,2.7196421721082427,0.23889452542936757,0.12036033955819955,0.2555337528376622
12,131072,124934,6138,0,6138,124113,123869,0,244,87,734,0,122221,1648,0,0,1.17753267288208,5.492763209342956,7.497027397155762,9.833820343017578,13.645156621932983,31.792151260375967,46.69000926971435,95.95536041259766,4.259422302246094,5.494460201263427,7.481182098388672,9.815265655517578,13.465710639953613,30.59978828430174,43.38906555175781,49.969730377197266,0.001714285695925355,0.036571428179740906,0.10457143187522888,0.22142857313156128,0.4308571517467499,0.7179999947547913,0.8910485690832133,1.628000020980835,0.001714285695925355,0.03857142850756645,0.10657142847776413,0.22342857718467712,0.43228572607040405,0.7188571691513062,0.8899999856948853,1.628000020980835,0,0,0.001714285695925355,1.5285714864730835,0.0002079010009765625,0,7.90806060606158e-08,1.8553628005597703e-05,9.7686354803697e-05,0.00022589252921129582,0.000562331800010722,0.0024933349711060804,0.004821584206663249,0.013084979030705187,122839,0.024775680154561996,0.03431390039622784,0.05288050137460232,0.06839053332805634,0.13977700471878052,2.8816754341125455,19.518956451415995,42.58815383911133,121952,0.01940709725022316,0.048457922972738744,0.06303831189870834,0.10531618446111679,0.21742113679647446,1.99389120340347,16.227983455657995,41.76618194580078,5;6,2.9688994316885986,0.29563102929045243,0.14816294728462479,0.25714042334933906
13,131072,124959,6113,0,6113,124213,123974,0,239,91,655,0,122370,1604,0,0,1.1599957942962646,5.525752973556519,7.508598566055298,9.86314582824707,13.48632001876831,31.547905731201165,46.561130905151366,96.37286376953125,4.326066493988037,5.528997230529785,7.495240330696106,9.850029945373535,13.337095022201538,30.530801963806137,43.21109714508058,49.98263931274414,0.0020000000949949026,0.036571428179740906,0.10514285415410995,0.22428570687770844,0.43457141518592834,0.7177143096923828,0.8854285478591919,1.6285713911056519,0.0020000000949949026,0.03828571364283562,0.1071428582072258,0.22599999606609344,0.43628570437431335,0.7182857394218445,0.8848571181297302,1.6285713911056519,0,0,0.001714285695925355,1.5302857160568237,0.0002079010009765625,0,3.9639085477836755e-08,1.8620318025293598e-05,9.899469582405076e-05,0.00022893971150051703,0.0005629874084604886,0.002473805648268377,0.004736459049511242,0.013138065177416863,122886,0.02530335634946823,0.03449346870183945,0.052321190014481544,0.06845012307167053,0.140620619058609,2.9633560180664062,19.938787746429433,41.04914474487305,122011,0.01937646046280861,0.04801512509584427,0.06308354064822197,0.10462108254432678,0.2162998542189598,1.9943363666534424,16.259990882873502,41.54617691040039,5;6;7,3.23042656590019,0.35214598584056467,0.16663038331360164,0.26820035129781816
14,131072,125072,6000,0,6000,124411,124156,0,255,88,573,0,122568,1588,0,0,1.165540337562561,5.538018035888672,7.493738055229187,9.902308464050293,13.351200342178345,31.21171884536743,45.809074134826645,95.29736328125,4.435800552368164,5.540607452392578,7.48313045501709,9.891569137573242,13.225571393966675,30.415682792663574,43.101376342773435,49.969364166259766,0.001714285695925355,0.036571428179740906,0.10457143187522888,0.2248571366071701,0.436857134103775,0.7165714502334595,0.8845714330673218,1.6262856721878052,0.001714285695925355,0.03799999877810478,0.1062857136130333,0.22657142579555511,0.4382857084274292,0.7168571352958679,0.8834285736083984,1.6251428127288818,0,0,0.0011428571306169033,1.4442857503890991,0.00020837783813476562,0,4.677665659886997e-08,1.796047964197174e-05,9.819002843783667e-05,0.00022693440454491838,0.0005619716482154068,0.0024255961353802707,0.0046477376033305,0.013114087529335065,123115,0.025831276550889015,0.03441495150327683,0.05176486261188984,0.0683460608124733,0.14053832739591599,2.960479807853687,20.045847740173347,41.20711898803711,122200,0.019912533462047577,0.0479238199070096,0.06335482932627201,0.10483293980360031,0.21618099138140678,2.0337877154350217,16.505989151000815,41.24613952636719,5;6;7,3.476473295233295,0.41678771932240233,0.16684051882661086,0.2543965229321916
15,131072,125019,6053,0,6053,124445,124193,0,252,92,482,0,122639,1554,0,0,1.1645408868789673,5.559289979934692,7.4832117557525635,9.945943832397461,13.242569923400879,31.139608001708982,45.21305290222166,95.89543151855469,4.4884443283081055,5.561606693267822,7.474240779876709,9.919264793395996,13.14074420928955,30.468963623046854,43.03281173706056,49.99480438232422,0.001714285695925355,0.03628571331501007,0.10485713928937912,0.2257142812013626,0.44028571248054504,0.7137143015861511,0.8822857141494751,1.6302857398986816,0.001714285695925355,0.03742857277393341,0.1062857136130333,0.22714285552501678,0.4417142868041992,0.7139999866485596,0.881428599357605,1.6302857398986816,0,0,0.001714285695925355,1.4354286193847656,0.00020837783813476562,0,6.622596158252095e-08,1.8007503391188456e-05,9.680037731767947e-05,0.00022459532492726742,0.0005581073033821963,0.0024047551427849906,0.004632121900605598,0.013145130279526875,123066,0.026060231029987335,0.03437856398522854,0.05114525370299816,0.06830049306154251,0.14218291640281677,3.0594935417175293,20.395677089691166,40.521148681640625,122182,0.020027603954076767,0.04744096249341965,0.06376037374138832,0.10482396930456161,0.2156963273882866,2.0362721443176253,16.27542877197267,40.795188903808594,5;6;7,3.7309431141453873,0.4763323494524618,0.1749602391201222,0.2614696570773049
16,131072,125145,5927,0,5927,124612,124383,0,229,92,441,0,122765,1618,0,0,1.125685214996338,5.57751235961914,7.502511978149414,9.879106521606445,13.17654037475586,30.98070755004882,44.83020309448242,95.7176284790039,4.571285724639893,5.583414077758789,7.495846748352051,9.853802680969238,13.102839469909668,30.447730445861808,43.11157768249509,49.978477478027344,0.001714285695925355,0.03514285758137703,0.10342857241630554,0.22685714066028595,0.4422857165336609,0.7105142712593046,0.8782857060432434,1.6242856979370117,0.001714285695925355,0.03628571331501007,0.10514285415410995,0.2280000001192093,0.44342857599258423,0.7108571529388428,0.8771942806243876,1.6239999532699585,0,0,0.0014285714132711291,1.559142827987671,0.0002079010009765625,0,9.143073674819794e-08,1.824029383902239e-05,9.549820947291072e-05,0.00022351572581903303,0.0005567259980193266,0.0023936021830254194,0.004628577366017688,0.013122194842023508,123304,0.026606770232319832,0.03462147582322359,0.05070330388844013,0.0684877559542656,0.1431986466050148,3.3053130269050386,20.60435060501099,40.701194763183594,122395,0.020278673619031906,0.04728863686323166,0.06424389779567719,0.10506126284599304,0.21721074730157852,2.1339909315109242,16.823575019836415,40.65617752075195,5;6;7,3.9770571182700025,0.5271704694417556,0.2004604272447171,0.2526002317193844
17,131072,124978,6094,0,6094,124511,124258,0,253,89,378,0,122708,1550,0,0,1.1715364456176758,5.597169876098633,7.533895969390869,9.806909561157227,13.124746322631836,30.931734561920152,44.48599704742431,98.15113830566406,4.660795211791992,5.601053762435913,7.526679873466492,9.782637596130371,13.074673652648926,30.489366817474362,43.19878925323484,49.916568756103516,0.0020000000949949026,0.034857142716646194,0.10342857241630554,0.22828571498394012,0.44457143545150757,0.7117571294307692,0.8843514096736896,1.6294286251068115,0.0020000000949949026,0.0357142873108387,0.10457143187522888,0.2297142893075943,0.44600000977516174,0.7122856974601746,0.8834285736083984,1.6294286251068115,0,0,0.0014285714132711291,1.4648571014404297,0.00020837783813476562,0,9.670192323061987e-08,1.877205668826639e-05,9.452916502910775e-05,0.0002228110409971974,0.0005586503687349491,0.0023806628629472145,0.004593027893251999,0.01307426176736969,123156,0.027053628116846085,0.03465040307492018,0.050289981067180634,0.0688718855381012,0.14405494183301926,3.2553818225860596,20.90719537734975,43.35713577270508,122239,0.02052105776965618,0.04691174998879433,0.06460331380367279,0.10459332913160324,0.21705719828605652,2.145988512039184,17.665912361145,43.351139068603516,5;6;7,4.221570309154114,0.6032116633814602,0.21094940159519315,0.2562791101026974
18,131072,125095,5977,0,5977,124607,124386,0,221,90,398,0,122867,1519,0,0,1.1734274625778198,5.6332275390625,7.5883190631866455,9.791743278503418,13.11372423171997,31.049059295654295,44.280201492309565,93.56892395019531,4.734793186187744,5.636969089508057,7.5794312953948975,9.766803741455078,13.057678699493408,30.502024173736572,43.047351646423316,49.99629592895508,0.001714285695925355,0.034857142716646194,0.10371428728103638,0.2297142893075943,0.44285714626312256,0.7082856893539429,0.8931428790092468,1.631428599357605,0.001714285695925355,0.0357142873108387,0.10514285415410995,0.23114286363124847,0.4440000057220459,0.7088571190834045,0.8926143020391447,1.631428599357605,0,0,0.0014285714132711291,1.3597142696380615,0.00020837783813476562,0,2.7013650852571395e-08,1.947933554239372e-05,9.487548142142019e-05,0.00022547273943310687,0.0005664149142415283,0.002428988908240678,0.0046100433132797445,0.01317019326973791,123371,0.02744915522634983,0.03499072045087814,0.05005388893187046,0.06921901553869247,0.1449826955795288,3.1983524560928345,20.79335994720462,43.732120513916016,122432,0.020907370373606682,0.046719957143068314,0.06499660760164261,0.10456050932407379,0.2172304093837738,2.13130487203598,17.57369953155521,43.701133728027344,5;6;7,4.4628092528822645,0.6829212086238302,0.23030819119034868,0.2548030657358911
19,131072,125190,5882,0,5882,124708,124503,0,205,89,393,0,122937,1566,0,0,1.1695376634597778,5.647791266441345,7.62423849105835,9.721831321716309,13.075269937515259,31.143563842773425,44.25146183013918,95.27291870117188,4.785528659820557,5.651181411743164,7.616049766540527,9.701051712036133,13.025129795074463,30.602365112304682,42.91304649353027,49.996734619140625,0.001714285695925355,0.034285712987184525,0.10400000214576721,0.2305714339017868,0.4474285840988159,0.7091428637504578,0.8968885678052904,1.6294286251068115,0.001714285695925355,0.035428572446107864,0.10542856901884079,0.23199999332427979,0.44857141375541687,0.7094285488128662,0.8965714573860168,1.6294286251068115,0,0,0.0014285714132711291,1.4171428680419922,0.00020837783813476562,0,7.900312076584068e-08,1.882712085001665e-05,9.277247272063236e-05,0.00022465023226474873,0.000567759472283171,0.0024279695806141512,0.004588631391001492,0.013246643836149232,123457,0.027858663350343704,0.03510265424847603,0.049867577850818634,0.06973851472139359,0.14727523922920227,3.5859816074371333,21.335232925415045,42.23114776611328,122509,0.0217283982783556,0.04654671773314476,0.06530507653951645,0.10406896471977234,0.2173784375190735,2.2093401432037343,17.567711639404287,42.282135009765625,5;6,4.694735741782424,0.7643739598188486,0.24476611186024952,0.24623866146665585
