案例,视角,固定排序失分百分点,该视角累计失分比例,有效点次,观测次数,各召回区间失分,同帧错序概率,跨帧错序概率,对应训练素材,训练素材学习表现,训练素材池内错序概率,验证观测池内错序概率,原因类别,原因证据,修改方案,区分原因的小实验,尚未核对素材的失分百分点,尚未确认原因的失分百分点,主要对侧案例
N140:176,正常结构候选,0.626961265848337,64.75761757885361,1025875,75,,,,stu 记录5384 / 素材43097 / BCE=0.01423 / 错序率=0.0012139 / 访问1次；nuscenes 记录4792 / 素材38362 / BCE=0.022886 / 错序率=0.0014718 / 访问1次；nuscenes 记录4288 / 素材34209 / BCE=9.6795e-05 / 错序率=5.7367e-06 / 访问2次；nuscenes 记录208 / 素材1645 / BCE=9.7465e-05 / 错序率=6.519e-06 / 访问2次,近邻训练 BCE=0.014229541644454002; 验证观测 BCE=2.641106605529785; 均仅为分类诊断,0.0012138526681096746,0.17533343238208435,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.6072325158468249,0.626961265848337,P125:1:0.352317；P141:4:0.0465507；P169:1:0.0457653；P143:3:0.0365852；P150:4:0.0180278
N152:190,正常结构候选,0.5706443360755881,67.1612913239343,739998,61,,,,stu 记录5492 / 素材43960 / BCE=2.0878 / 错序率=0.01619 / 访问1次；nuscenes 记录1648 / 素材13130 / BCE=0.027162 / 错序率=0.0022109 / 访问1次；nuscenes 记录183 / 素材1455 / BCE=0.45298 / 错序率=0.006501 / 访问1次；nuscenes 记录4085 / 素材32595 / BCE=1.2785 / 错序率=0.0093569 / 访问2次,近邻训练 BCE=2.087761402130127; 验证观测 BCE=2.0682170391082764; 均仅为分类诊断,0.016189598689598687,0.1276835756429809,证据不足,同传感器近邻训练候选也有较大分类损失；是否为可信相关素材、是否训练不足尚未区分；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,确认近邻素材关系后，固定这些训练样本做可拟合性短探针并跟踪独立检查；不直接扩大总体步数,0.5583741339118342,0.5706443360755881,P125:1:0.327651；P169:1:0.045161；P141:4:0.0396079；P143:3:0.0338375；P142:3:0.0153626
N141:1776,正常结构候选,0.513228724693901,69.32311845999573,1065,61,,,,stu 记录5771 / 素材46151 / BCE=0.0001249 / 错序率=2.4012e-05 / 访问1次；nuscenes 记录1493 / 素材11906 / BCE=0.43474 / 错序率=0.009366 / 访问1次；nuscenes 记录371 / 素材2917 / BCE=1.2823 / 错序率=0.01384 / 访问1次；nuscenes 记录991 / 素材7837 / BCE=0.00025901 / 错序率=0.00014991 / 访问2次,近邻训练 BCE=0.00012490290100686252; 验证观测 BCE=18.68181800842285; 均仅为分类诊断,2.4011657505137258e-05,0.7012802224233211,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.5014453068896881,0.513228724693901,P125:1:0.218691；P141:4:0.065865；P150:4:0.0261501；P143:3:0.0251589；P139:7:0.0179134
N151:36,正常结构候选,0.48097406193490516,71.34908218494647,599995,51,,,,stu 记录5218 / 素材41771 / BCE=0.022663 / 错序率=0.0018818 / 访问1次；nuscenes 记录802 / 素材6325 / BCE=0.00023983 / 错序率=0.00013328 / 访问1次；nuscenes 记录2149 / 素材17085 / BCE=0.0043744 / 错序率=0.0007378 / 访问1次；nuscenes 记录3384 / 素材26831 / BCE=0.00015062 / 错序率=5.4769e-05 / 访问1次,近邻训练 BCE=0.022662783041596413; 验证观测 BCE=4.283516883850098; 均仅为分类诊断,0.0018817969072638001,0.245816290605041,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.4605919623305814,0.48097406193490516,P125:1:0.273906；P141:4:0.0352478；P169:1:0.0332389；P143:3:0.0283388；P150:4:0.0140659
N139:514,正常结构候选,0.4339596222700125,73.17701121977946,1353477,99,,,,stu 记录5205 / 素材41667 / BCE=0.33598 / 错序率=0.0051711 / 访问2次；nuscenes 记录1210 / 素材9652 / BCE=3.6132 / 错序率=0.023622 / 访问1次；nuscenes 记录1960 / 素材15600 / BCE=2.2857 / 错序率=0.016975 / 访问1次；nuscenes 记录860 / 素材6780 / BCE=2.459 / 错序率=0.020311 / 访问1次,近邻训练 BCE=0.3359750211238861; 验证观测 BCE=8.015498161315918; 均仅为分类诊断,0.005171132901120953,0.3806842146223168,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.41895979196617966,0.4339596222700125,P125:1:0.238787；P169:1:0.0372575；P141:4:0.0308794；P143:3:0.0245268；P142:3:0.0152
N141:1,正常结构候选,0.4194405280265405,74.94378278150863,77,3,,,,stu 记录5116 / 素材40955 / BCE=1.4869 / 错序率=0.014336 / 访问1次；nuscenes 记录4805 / 素材38477 / BCE=0.5374 / 错序率=0.010041 / 访问1次；nuscenes 记录4797 / 素材38404 / BCE=0.44265 / 错序率=0.0093754 / 访问2次；nuscenes 记录4857 / 素材38898 / BCE=0.031114 / 错序率=0.0028621 / 访问1次,近邻训练 BCE=1.4868663549423218; 验证观测 BCE=34.649391174316406; 均仅为分类诊断,0.01433560695420278,0.9970405236687023,证据不足,同传感器近邻训练候选也有较大分类损失；是否为可信相关素材、是否训练不足尚未区分；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,确认近邻素材关系后，固定这些训练样本做可拟合性短探针并跟踪独立检查；不直接扩大总体步数,0.16728877165199624,0.4194405280265405,P141:4:0.121349；P148:2:0.0380734；P145:1:0.0320103；P150:4:0.0303133；P147:2:0.028063
N141:2035,正常结构候选,0.4172505761539311,76.70132980619012,3010,13,,,,stu 记录5233 / 素材41890 / BCE=0.017693 / 错序率=0.0018342 / 访问1次；nuscenes 记录1614 / 素材12863 / BCE=0.012283 / 错序率=0.0017805 / 访问1次；nuscenes 记录3730 / 素材29659 / BCE=0.031535 / 错序率=0.0033074 / 访问1次；nuscenes 记录2602 / 素材20639 / BCE=0.054419 / 错序率=0.003548 / 访问1次,近邻训练 BCE=0.01769251748919487; 验证观测 BCE=7.0860724449157715; 均仅为分类诊断,0.0018341533970010052,0.3926637733002663,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.31357474531337076,0.4172505761539311,P125:1:0.251689；P141:4:0.0299607；P143:3:0.0264306；P169:1:0.0156724；P150:4:0.0132956
N142:297,正常结构候选,0.3118943867593408,78.01509444257856,1089571,87,,,,stu 记录6029 / 素材47952 / BCE=0.011358 / 错序率=0.001404 / 访问2次；nuscenes 记录4293 / 素材34248 / BCE=0.0001006 / 错序率=9.8779e-06 / 访问2次；nuscenes 记录1592 / 素材12697 / BCE=0.00010603 / 错序率=1.3885e-05 / 访问2次；nuscenes 记录4370 / 素材34870 / BCE=0.00056247 / 错序率=0.00018783 / 访问1次,近邻训练 BCE=0.011357542127370834; 验证观测 BCE=2.222275972366333; 均仅为分类诊断,0.0014039650141549449,0.17206417557879602,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.2945716220316987,0.3118943867593408,P125:1:0.185935；P169:1:0.0355144；P143:3:0.0185261；P141:4:0.0153817；P142:3:0.0138261
N137:45,正常结构候选,0.256950371960553,79.0974233536439,390251,46,,,,stu 记录5225 / 素材41826 / BCE=1.0697 / 错序率=0.01046 / 访问1次；nuscenes 记录2306 / 素材18299 / BCE=9.7493e-05 / 错序率=6.5882e-06 / 访问2次；nuscenes 记录2161 / 素材17178 / BCE=9.5881e-05 / 错序率=4.772e-06 / 访问1次；nuscenes 记录3726 / 素材29625 / BCE=9.6137e-05 / 错序率=5.0725e-06 / 访问1次,近邻训练 BCE=1.0696762800216675; 验证观测 BCE=1.6110820770263672; 均仅为分类诊断,0.010459642276280646,0.1130378458414661,证据不足,同传感器近邻训练候选也有较大分类损失；是否为可信相关素材、是否训练不足尚未区分；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,确认近邻素材关系后，固定这些训练样本做可拟合性短探针并跟踪独立检查；不直接扩大总体步数,0.24821513715108448,0.256950371960553,P125:1:0.139165；P141:4:0.0203635；P169:1:0.0202163；P143:3:0.014358；P142:3:0.00763751
N143:306,正常结构候选,0.2081708783581986,79.97428279685006,23846,91,,,,stu 记录5383 / 素材43089 / BCE=0.14135 / 错序率=0.004683 / 访问1次；nuscenes 记录4432 / 素材35381 / BCE=0.104 / 错序率=0.0037372 / 访问2次；nuscenes 记录665 / 素材5237 / BCE=0.033038 / 错序率=0.0022618 / 访问1次；nuscenes 记录3558 / 素材28256 / BCE=0.00017269 / 错序率=7.7928e-05 / 访问1次,近邻训练 BCE=0.14135096967220306; 验证观测 BCE=4.367761135101318; 均仅为分类诊断,0.004683014009802229,0.2951463547684406,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.13337088653743115,0.2081708783581986,P125:1:0.138027；P143:3:0.013542；P169:1:0.013323；P141:4:0.0110161；P150:4:0.00440541
N138:1045,正常结构候选,0.19360520784285332,80.78978857791701,2090,8,,,,stu 记录5848 / 素材46689 / BCE=0.017665 / 错序率=0.0018326 / 访问1次；nuscenes 记录640 / 素材5028 / BCE=0.50923 / 错序率=0.0095331 / 访问2次；nuscenes 记录3586 / 素材28479 / BCE=0.1285 / 错序率=0.0061988 / 访问1次；nuscenes 记录3599 / 素材28586 / BCE=2.7665 / 错序率=0.019724 / 访问2次,近邻训练 BCE=0.017665259540081024; 验证观测 BCE=6.768955707550049; 均仅为分类诊断,0.0018326335234010427,0.3855331272123097,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.06683631188225558,0.19360520784285332,P125:1:0.123556；P143:3:0.0128788；P141:4:0.0119643；P169:1:0.00929293；P150:4:0.00491817
N140:1774,正常结构候选,0.17542882093389903,81.52873160135819,1408,4,,,,stu 记录6016 / 素材47861 / BCE=0.020221 / 错序率=0.0025382 / 访问1次；nuscenes 记录1242 / 素材9912 / BCE=0.16707 / 错序率=0.0066598 / 访问1次；nuscenes 记录3586 / 素材28479 / BCE=0.1285 / 错序率=0.0061988 / 访问1次；nuscenes 记录4278 / 素材34131 / BCE=0.52682 / 错序率=0.0099665 / 访问1次,近邻训练 BCE=0.020220771431922913; 验证观测 BCE=6.147769451141357; 均仅为分类诊断,0.0025381928417981554,0.3641708028786738,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.05953849338799522,0.17542882093389903,P125:1:0.112651；P143:3:0.011128；P141:4:0.0110458；P169:1:0.0070161；P150:4:0.00481841
N141:2038,正常结构候选,0.16628476840739131,82.22915795584797,572,13,,,,stu 记录5940 / 素材47331 / BCE=0.091845 / 错序率=0.0051491 / 访问1次；nuscenes 记录4821 / 素材38603 / BCE=0.020863 / 错序率=0.0026554 / 访问1次；nuscenes 记录552 / 素材4339 / BCE=0.4358 / 错序率=0.0091811 / 访问1次；nuscenes 记录3559 / 素材28261 / BCE=0.026804 / 错序率=0.0030546 / 访问1次,近邻训练 BCE=0.09184537827968597; 验证观测 BCE=8.063392639160156; 均仅为分类诊断,0.0051490845684394075,0.42084964034345956,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.1330388275348962,0.16628476840739131,P125:1:0.0951745；P141:4:0.0134558；P143:3:0.0103455；P150:4:0.00608919；P169:1:0.00533205
N169:144,正常结构候选,0.1396548312687017,82.81741342439918,2293695,63,,,,stu 记录6138 / 素材48714 / BCE=0.018294 / 错序率=0.0020651 / 访问1次；nuscenes 记录870 / 素材6866 / BCE=0.043407 / 错序率=0.0020316 / 访问2次；nuscenes 记录4434 / 素材35398 / BCE=0.46539 / 错序率=0.0052091 / 访问1次；nuscenes 记录3286 / 素材26030 / BCE=0.18373 / 错序率=0.0041526 / 访问1次,近邻训练 BCE=0.018293701112270355; 验证观测 BCE=2.399726390838623; 均仅为分类诊断,0.002065147992567347,0.1582845768237351,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.12690426755210774,0.1396548312687017,P125:1:0.082721；P169:1:0.0174317；P142:3:0.00873668；P143:3:0.00804004；P141:4:0.00576741
