联合条件,格编码,条件说明,206训练_世界或序列数,206训练_合成版本或真实序列数,206训练_原始背景序列数（非独立道路）,206训练_帧数,206训练_该联合表帧分母,206训练_帧比例,206训练_全距离异常点,206训练_范围内异常点,206训练_已观测实例标识数,201合成验证_世界或序列数,201合成验证_合成版本或真实序列数,201合成验证_原始背景序列数（非独立道路）,201合成验证_帧数,201合成验证_该联合表帧分母,201合成验证_帧比例,201合成验证_全距离异常点,201合成验证_范围内异常点,201合成验证_已观测实例标识数,真实开发_世界或序列数,真实开发_合成版本或真实序列数,真实开发_原始背景序列数（非独立道路）,真实开发_帧数,真实开发_该联合表帧分母,真实开发_帧比例,真实开发_全距离异常点,真实开发_范围内异常点,真实开发_已观测实例标识数,差异类型
count_distance_history,2|0|4,"范围内5至19点；距离中位数[2.5,10)；历史可见4次",1,1,1,13,1780,0.007303370786516854,205,205,1,0,0,0,0,1356,0.0,0,0,0,10,10,10,50,8583,0.005825468950250495,687,687,11,合成验证完全缺覆盖
count_distance_history,2|1|0,"范围内5至19点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|1|1,"范围内5至19点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,1,1,1,1,1356,0.0007374631268436578,8,8,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|1|2,"范围内5至19点；距离中位数[10,20)；历史可见2次",1,1,1,1,1780,0.0005617977528089888,8,8,1,1,1,1,2,1356,0.0014749262536873156,23,23,1,1,1,1,2,8583,0.0002330187580100198,18,18,2,共同覆盖；比较频率
count_distance_history,2|1|3,"范围内5至19点；距离中位数[10,20)；历史可见3次",1,1,1,1,1780,0.0005617977528089888,10,10,1,1,1,1,7,1356,0.005162241887905605,74,74,1,1,1,1,2,8583,0.0002330187580100198,19,19,2,共同覆盖；比较频率
count_distance_history,2|1|4,"范围内5至19点；距离中位数[10,20)；历史可见4次",2,2,1,114,1780,0.06404494382022471,1152,1152,2,1,1,1,79,1356,0.05825958702064897,965,965,1,18,18,18,451,8583,0.052545729931259465,5018,5018,28,共同覆盖；比较频率
count_distance_history,2|2|0,"范围内5至19点；距离中位数[20,35)；历史可见0次",1,1,1,1,1780,0.0005617977528089888,12,12,1,1,1,1,1,1356,0.0007374631268436578,16,16,1,1,1,1,1,8583,0.0001165093790050099,5,5,1,共同覆盖；比较频率
count_distance_history,2|2|1,"范围内5至19点；距离中位数[20,35)；历史可见1次",1,1,1,1,1780,0.0005617977528089888,12,12,1,1,1,1,2,1356,0.0014749262536873156,28,28,1,1,1,1,1,8583,0.0001165093790050099,8,8,1,共同覆盖；比较频率
count_distance_history,2|2|2,"范围内5至19点；距离中位数[20,35)；历史可见2次",1,1,1,6,1780,0.0033707865168539327,54,54,1,1,1,1,2,1356,0.0014749262536873156,34,34,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|2|3,"范围内5至19点；距离中位数[20,35)；历史可见3次",1,1,1,6,1780,0.0033707865168539327,67,67,1,1,1,1,7,1356,0.005162241887905605,96,96,1,4,4,4,5,8583,0.0005825468950250495,28,28,6,共同覆盖；比较频率
count_distance_history,2|2|4,"范围内5至19点；距离中位数[20,35)；历史可见4次",3,3,1,118,1780,0.06629213483146068,1392,1392,3,2,2,1,89,1356,0.06563421828908554,875,875,2,15,15,15,403,8583,0.04695327973901899,3503,3503,25,共同覆盖；比较频率
count_distance_history,2|3|0,"范围内5至19点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|3|1,"范围内5至19点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|3|2,"范围内5至19点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|3|3,"范围内5至19点；距离中位数[35,50]；历史可见3次",1,1,1,1,1780,0.0005617977528089888,6,6,1,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|3|4,"范围内5至19点；距离中位数[35,50]；历史可见4次",2,2,1,61,1780,0.034269662921348316,520,520,2,2,2,1,2,1356,0.0014749262536873156,11,11,2,4,4,4,54,8583,0.006291506466270535,357,357,8,共同覆盖；比较频率
count_distance_history,3|0|0,"范围内20至99点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,4,4,4,4,8583,0.0004660375160200396,130,130,6,训练完全缺覆盖
count_distance_history,3|0|1,"范围内20至99点；距离中位数[2.5,10)；历史可见1次",1,1,1,1,1780,0.0005617977528089888,22,22,1,0,0,0,0,1356,0.0,0,0,0,10,10,10,10,8583,0.001165093790050099,581,581,13,合成验证完全缺覆盖
count_distance_history,3|0|2,"范围内20至99点；距离中位数[2.5,10)；历史可见2次",2,2,1,2,1780,0.0011235955056179776,61,61,2,0,0,0,0,1356,0.0,0,0,0,8,8,8,8,8583,0.0009320750320400792,511,511,9,合成验证完全缺覆盖
count_distance_history,3|0|3,"范围内20至99点；距离中位数[2.5,10)；历史可见3次",2,2,1,2,1780,0.0011235955056179776,139,139,2,0,0,0,0,1356,0.0,0,0,0,9,9,9,9,8583,0.0010485844110450892,582,582,10,合成验证完全缺覆盖
count_distance_history,3|0|4,"范围内20至99点；距离中位数[2.5,10)；历史可见4次",2,2,1,69,1780,0.03876404494382023,3241,3241,2,0,0,0,0,1356,0.0,0,0,0,19,19,19,340,8583,0.03961318886170337,17590,17590,30,合成验证完全缺覆盖
count_distance_history,3|1|0,"范围内20至99点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|1|1,"范围内20至99点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|1|2,"范围内20至99点；距离中位数[10,20)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|1|3,"范围内20至99点；距离中位数[10,20)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|1|4,"范围内20至99点；距离中位数[10,20)；历史可见4次",2,2,1,102,1780,0.05730337078651685,4174,4174,2,1,1,1,56,1356,0.04129793510324484,1658,1658,1,14,14,14,303,8583,0.035302341838518,10546,10546,24,共同覆盖；比较频率
count_distance_history,3|2|0,"范围内20至99点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|1,"范围内20至99点；距离中位数[20,35)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|2,"范围内20至99点；距离中位数[20,35)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|3,"范围内20至99点；距离中位数[20,35)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,1,1,1,1,1356,0.0007374631268436578,21,21,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,3|2|4,"范围内20至99点；距离中位数[20,35)；历史可见4次",2,2,1,31,1780,0.01741573033707865,804,804,2,1,1,1,9,1356,0.00663716814159292,183,183,1,1,1,1,55,8583,0.006408015845275544,1261,1261,2,共同覆盖；比较频率
count_distance_history,3|3|0,"范围内20至99点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|1,"范围内20至99点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|2,"范围内20至99点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|3,"范围内20至99点；距离中位数[35,50]；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|4,"范围内20至99点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|0|0,"范围内100至499点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|0|1,"范围内100至499点；距离中位数[2.5,10)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,2,2,2,2,8583,0.0002330187580100198,219,219,2,训练完全缺覆盖
count_distance_history,4|0|2,"范围内100至499点；距离中位数[2.5,10)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,5,5,5,5,8583,0.0005825468950250495,703,703,8,训练完全缺覆盖
count_distance_history,4|0|3,"范围内100至499点；距离中位数[2.5,10)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,4,4,4,4,8583,0.0004660375160200396,547,547,7,训练完全缺覆盖
count_distance_history,4|0|4,"范围内100至499点；距离中位数[2.5,10)；历史可见4次",2,2,1,91,1780,0.05112359550561798,27850,27850,2,0,0,0,0,1356,0.0,0,0,0,14,14,14,236,8583,0.027496213445182337,44407,44407,25,合成验证完全缺覆盖
count_distance_history,4|1|0,"范围内100至499点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|1,"范围内100至499点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|2,"范围内100至499点；距离中位数[10,20)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|3,"范围内100至499点；距离中位数[10,20)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|4,"范围内100至499点；距离中位数[10,20)；历史可见4次",1,1,1,31,1780,0.01741573033707865,4249,4249,1,0,0,0,0,1356,0.0,0,0,0,1,1,1,5,8583,0.0005825468950250495,616,616,2,合成验证完全缺覆盖
count_distance_history,4|2|0,"范围内100至499点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|1,"范围内100至499点；距离中位数[20,35)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|2,"范围内100至499点；距离中位数[20,35)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|3,"范围内100至499点；距离中位数[20,35)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|4,"范围内100至499点；距离中位数[20,35)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|0,"范围内100至499点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|1,"范围内100至499点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|2,"范围内100至499点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|3,"范围内100至499点；距离中位数[35,50]；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|4,"范围内100至499点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|0,"范围内至少500点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|1,"范围内至少500点；距离中位数[2.5,10)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|2,"范围内至少500点；距离中位数[2.5,10)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|3,"范围内至少500点；距离中位数[2.5,10)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|4,"范围内至少500点；距离中位数[2.5,10)；历史可见4次",1,1,1,36,1780,0.020224719101123594,26387,26387,1,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,5|1|0,"范围内至少500点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|1,"范围内至少500点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|2,"范围内至少500点；距离中位数[10,20)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|3,"范围内至少500点；距离中位数[10,20)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|4,"范围内至少500点；距离中位数[10,20)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|0,"范围内至少500点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|1,"范围内至少500点；距离中位数[20,35)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|2,"范围内至少500点；距离中位数[20,35)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|3,"范围内至少500点；距离中位数[20,35)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|4,"范围内至少500点；距离中位数[20,35)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|0,"范围内至少500点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|1,"范围内至少500点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|2,"范围内至少500点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|3,"范围内至少500点；距离中位数[35,50]；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|4,"范围内至少500点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
