structure,frame,points,range_m,preserved_world,spread_m,axis1_span_m,axis2_span_m,axis3_span_m,linearity,planarity,scattering,neighbor_m,intensity
206:254:7,0,83,12.410161972045898,train/branched_low_rough_4,0.4114906907823516,1.4791611966793567,0.4548081548221537,0.2676246342978006,0.9240292069809505,0.054326290224574005,0.021644502794475398,0.07568754269888459,0.3042857050895691
206:254:14,0,10,41.17304229736328,train/branched_low_rough_4,0.48428081905106096,1.5345671310738234,0.3699212649196453,0.155227660221559,0.9155825542396807,0.06813104687056766,0.016286398889751613,0.2598882362444547,0.0722857117652893
206:10:78,1,102,23.74820327758789,train/branched_low_rough_4,1.131117762270743,4.012783227701487,1.805063812094839,1.1673457813060957,0.7687105849515566,0.15543562955814938,0.07585378549029392,0.1510510998117871,0.06300000101327896
206:10:79,1,37,19.02256965637207,train/branched_low_rough_4,0.6277403520047121,2.5022480463065015,1.1186259767296747,0.32170246209159414,0.6792445873805871,0.30584341858607544,0.014911994033337459,0.11952697946162458,0.0454285703599453
206:10:91,1,9,40.54150390625,train/branched_low_rough_4,1.0804297422147369,3.4848302161399367,0.7200735968449872,0.48254760473308944,0.9594318576758007,0.022270762830881682,0.018297379493317653,0.2527333201829045,0.07114285975694656
206:10:92,1,8,45.00921630859375,train/branched_low_rough_4,0.3765524537659162,1.1159058906669372,0.577104856356132,0.030981699212589156,0.6423232138700229,0.3568795201137227,0.0007972660162543279,0.27601789840396185,0.09685714542865753
206:10:93,1,38,19.041038513183594,train/branched_low_rough_4,0.909652624775917,3.4290892165651465,1.6013130279556753,0.6953151306808937,0.7241452653709958,0.20127388200497087,0.0745808526240333,0.12467150470046122,0.021714285016059875
206:10:99,1,61,18.93062400817871,train/branched_low_rough_4,0.8895218577058512,2.7949380562514436,1.4668027327806692,1.0803217532535652,0.7854144923257431,0.14382421603198564,0.07076129164227123,0.1208385226144209,0.043714284896850586
206:10:100,1,107,20.677318572998047,train/branched_low_rough_4,0.9391982701512068,3.55682341470538,1.7539412697000456,0.7184139348068588,0.7649554714516087,0.1884410467189016,0.04660348182948963,0.13096759662551877,0.03457142785191536
206:10:101,1,34,22.46346664428711,train/branched_low_rough_4,0.584333337479388,2.0354779499952245,1.4204403505576912,0.6191844114197315,0.08928078047064245,0.7329303548097446,0.17778886471961303,0.14019087590015872,0.014428570866584778
206:10:102,1,71,25.44200325012207,train/branched_low_rough_4,1.0147609344480335,3.3330942963462054,1.4293285485663922,0.7273218099656997,0.858776540208903,0.10492954158569089,0.03629391820540611,0.16190527906131047,0.025428570806980133
206:10:103,1,47,27.30255699157715,train/branched_low_rough_4,0.7774572764720487,2.6291768534301108,1.8931143785840487,0.7487196291461269,0.45563487777878053,0.4604457493477034,0.08391937287351608,0.17155879862863457,0.027142856270074844
206:10:105,1,946,12.776387214660645,train/branched_low_rough_4,1.3142279076603245,4.627216922711377,2.268179568520376,2.0557222521980067,0.8400423433963711,0.07899098508889961,0.08096667151472936,0.07861886197144002,0.13757142424583435
206:10:106,1,100,15.261502265930176,train/branched_low_rough_4,1.0273035207079868,3.8118944749748462,1.875100684639614,1.0805031997072838,0.7889565237703812,0.18372969932466043,0.02731377690495838,0.09385607124004779,0.17742857336997986
206:10:107,1,24,17.701465606689453,train/branched_low_rough_4,0.4177435976546423,1.5810959912842026,0.6831351484924078,0.40068867475351433,0.7003128855101872,0.22969483427248508,0.06999228021732766,0.1114223856946289,0.1291428506374359
206:10:109,1,13,25.591951370239258,train/branched_low_rough_4,0.3759329185683855,1.142063647041877,0.5216851702240146,0.21212871816995124,0.8559099912062218,0.1188080058551593,0.025282002938618913,0.1605347553716272,0.06885714083909988
206:15:5,1,5,38.04526901245117,train/branched_low_rough_4,0.6914589791113207,2.0214874612479643,0.6074867325332182,0.1327530440763385,0.8929504133183754,0.10112955875004646,0.005920027931578105,0.3836761522065461,0.025428570806980133
206:15:6,1,12,35.650875091552734,train/branched_low_rough_4,0.47427158052690316,1.2094428290495718,0.7460873781570504,0.1375074712442778,0.6920688179354668,0.29621871669924094,0.011712465365292277,0.22416590025199934,0.02742857113480568
206:15:7,1,5,36.70970153808594,train/branched_low_rough_4,0.4774970617951757,0.8891125730938646,0.7845361969420064,0.18055755750122804,0.41372120639767684,0.5529674910582199,0.03331130254410332,0.29318308015794614,0.020571429282426834
206:18:5,1,20,20.39626693725586,train/branched_low_rough_4,0.915820683273534,2.966458289412168,1.6059877537756089,0.26055986662750946,0.7267570678998984,0.26242654528332665,0.010816386816774985,0.13587874694750451,0.027571428567171097
206:18:6,1,281,16.89411163330078,train/branched_low_rough_4,1.1612546124896683,5.570199104073588,1.880969461754538,1.5085673801679902,0.6885023615254267,0.20600687300779416,0.10549076546677916,0.10678586810438533,0.10828571766614914
206:18:8,1,55,22.553762435913086,train/branched_low_rough_4,0.6977602371623046,2.259547190352411,1.6003656673996023,0.8685764062058796,0.8613128483434674,0.05759275803099677,0.0810943936255358,0.13848030541924658,0.044857144355773926
206:30:19,1,15,17.060068130493164,train/branched_low_rough_4,0.1837995839440771,0.4569905050006669,0.3739256313034471,0.1726139371681773,0.4538907811156596,0.416788221281891,0.1293209976024493,0.10880968002258756,0.17485713958740234
206:30:20,1,18,16.704898834228516,train/branched_low_rough_4,0.2054505788496173,0.4773584959195253,0.47220958705428046,0.2848933803662052,0.3257776000120994,0.5041869545912565,0.17003544539664409,0.10273786677711663,0.32085713744163513
206:30:22,1,15,38.28194046020508,train/branched_low_rough_4,0.5090790263621283,1.607120219715275,0.8936346459997417,0.486903769054027,0.7904867703469102,0.0869402542957769,0.12257297535731292,0.23568060503751836,0.07371428608894348
206:254:6,1,7,21.87847137451172,train/branched_low_rough_4,0.15291865806406343,0.34438097091659226,0.2891062459399713,0.18360524369296521,0.3275720136582307,0.38048477340982845,0.2919432129319408,0.14051784124623007,0.15771429240703583
206:254:7,1,79,12.533543586730957,train/branched_low_rough_4,0.38569667937080604,1.410743585789902,0.535375541071796,0.3274863821925731,0.8678916950094636,0.0944891414816472,0.03761916350888921,0.07637592605155134,0.3694285750389099
206:10:78,2,104,23.54311752319336,train/branched_low_rough_4,1.1785604475076519,4.0721968991549975,1.8308499808384981,1.1472333886950996,0.7294954161705569,0.20557033590875934,0.06493424792068378,0.1498847211292177,0.07157142460346222
206:10:79,2,28,18.983068466186523,train/branched_low_rough_4,0.5394610181740384,1.5968092014169084,1.2058912402716504,0.2904465858182181,0.675304894935527,0.3060020335972144,0.01869307146725851,0.11676970421821728,0.07114285975694656
206:10:91,2,13,40.41350173950195,train/branched_low_rough_4,0.46459795287888545,1.6006956075502332,0.627582299929262,0.3423879092489237,0.7913094663544208,0.1438859757688982,0.06480455787668098,0.24794810951226462,0.044285714626312256
206:10:92,2,9,44.89521789550781,train/branched_low_rough_4,1.4123811815146412,3.348443512796437,1.548196659986035,0.4723956908089898,0.8483014661817228,0.13821045424797837,0.013488079570298921,0.2826662581891757,0.057428572326898575
206:10:93,2,47,18.73601531982422,train/branched_low_rough_4,0.7528996647518785,2.0798143568080536,1.5939520383602126,0.8133731695749497,0.46766772366567055,0.4554128156050943,0.07691946072923514,0.11701817458403005,0.022857142612338066
206:10:99,2,58,19.193321228027344,train/branched_low_rough_4,0.9986637870238095,2.8275398574635986,1.2620438983702553,0.524025822583891,0.8767748950365607,0.09818292970110319,0.025042175262336142,0.11838337809632668,0.031857140362262726
206:10:100,2,121,20.969619750976562,train/branched_low_rough_4,1.0481139030465139,3.53854876222778,1.7530852416794729,1.195803789400486,0.7099497699553241,0.2234168754899731,0.06663335455470276,0.133197650917952,0.02971428632736206
206:10:101,2,32,22.69056510925293,train/branched_low_rough_4,0.5370524243212154,1.5338393004061832,1.826007902774219,0.5940236025635659,0.3834210907600418,0.43688027881374103,0.1796986304262171,0.14036138250913366,0.017428571358323097
206:10:102,2,68,25.647037506103516,train/branched_low_rough_4,0.968069232935439,3.1846777495304153,1.5608185470135645,0.8937084728044921,0.8371526720682229,0.10872946863203334,0.05411785929974374,0.16337470037752191,0.02557142823934555
206:10:103,2,48,27.485279083251953,train/branched_low_rough_4,0.7792953586973032,2.4184321565433606,1.661918091510655,0.9370949231781451,0.43154930650923373,0.44222967611744773,0.1262210173733185,0.17291901943467702,0.027714285999536514
206:10:104,2,5,30.605276107788086,train/branched_low_rough_4,0.5894877488686029,1.489804646068175,0.5321025333346096,0.012970284030480755,0.8979101375736094,0.10202547674125005,6.438568514056813e-05,0.18705562478544918,0.041428569704294205
206:10:105,2,925,12.993310928344727,train/branched_low_rough_4,1.3253219087104409,4.580253457825604,2.436214593754676,2.262059091813247,0.8264372106258068,0.0806427641757307,0.09292002519846246,0.079622419018695,0.12771429121494293
206:10:106,2,103,15.422914505004883,train/branched_low_rough_4,0.7719704749059851,3.5522596495520284,1.9158273016736955,1.1401023917474118,0.343232631205007,0.5214331775374532,0.13533419125753968,0.09508367578498574,0.18942856788635254
206:10:107,2,21,17.851369857788086,train/branched_low_rough_4,0.37918668538574396,1.2140565254972677,0.7620566862875554,0.3441220740815712,0.6465045296091974,0.27838538640679034,0.07511008398401234,0.11343374119364344,0.29600000381469727
206:10:109,2,16,25.742725372314453,train/branched_low_rough_4,0.6044600450455172,1.6120130648740911,1.000760408898759,0.27890991183557323,0.7131870054900504,0.26487200508955355,0.021940989420396,0.16150046424767933,0.120142862200737
206:15:6,2,15,35.51774978637695,train/branched_low_rough_4,0.5265114479384326,1.3157387071299576,0.9213884481410992,0.17058159391350447,0.7396471181050411,0.24666426971677327,0.013688612178185584,0.22227789834141254,0.03771428391337395
206:15:7,2,10,36.57537078857422,train/branched_low_rough_4,0.6896164597847615,1.9765220353862718,0.8422581872882478,0.302291603264141,0.8255210778536755,0.1586607031786514,0.015818218967673242,0.3078473181549468,0.02071428671479225
206:18:5,2,18,20.334766387939453,train/branched_low_rough_4,1.1610152485357492,2.9456662203755055,1.5173571423924441,0.21670064431552072,0.8530982406746452,0.1433483543033028,0.003553405022051959,0.13371921882858068,0.028142858296632767
206:18:6,2,277,17.088665008544922,train/branched_low_rough_4,1.1913009883049055,5.613392776174995,1.899114124796232,1.5218632395265193,0.7420313999504257,0.16550495157978162,0.0924636484697927,0.1096280300385855,0.09228571504354477
206:18:8,2,60,22.750038146972656,train/branched_low_rough_4,0.8356868516116882,2.3018691863858503,2.082121485953477,0.7772644510156692,0.4529725966383549,0.47716874782510466,0.06985865553654044,0.13954125438016474,0.06585714221000671
206:30:19,2,12,16.900550842285156,train/branched_low_rough_4,0.17283907455961417,0.44577627270032655,0.3345032784673177,0.14171327497858685,0.3936867671802153,0.5068902328453156,0.09942299997446906,0.1047615858190021,0.30642855167388916
206:30:20,2,14,16.543701171875,train/branched_low_rough_4,0.18665391670636727,0.4949040883281245,0.3553604519204506,0.09709163506732998,0.3856781292275223,0.5690115395023698,0.04531033127010788,0.10241336211811657,0.3247143030166626
206:30:22,2,14,38.31132125854492,train/branched_low_rough_4,0.4378945772634533,1.1854126072876872,0.7672813022395544,0.41382131142528034,0.7897851583822126,0.10527127225481643,0.10494356936297092,0.2403847967508208,0.07757142186164856
206:254:6,2,9,22.097469329833984,train/branched_low_rough_4,0.17625838857244702,0.46877511633222474,0.2869613030945011,0.17906461375117097,0.6165490961602005,0.22860845974253227,0.1548424440972673,0.13461952628198418,0.12714286148548126
206:254:7,2,82,12.66884994506836,train/branched_low_rough_4,0.3970486417120855,1.4480212111994857,0.5852254959286411,0.4387006362826198,0.8746451152809229,0.08119486655423602,0.04416001816484103,0.07704202339951999,0.35500001907348633
206:254:14,2,11,41.16643524169922,train/branched_low_rough_4,0.4758380856879081,1.5154427012970064,0.5203463696386046,0.19160717568405083,0.894976285214415,0.09290384983225985,0.012119864953325125,0.2519407199597584,0.06942857056856155
206:10:78,3,90,23.306236267089844,train/branched_low_rough_4,1.1240810221881614,4.071698826101251,1.8591999173816856,1.2176405439165323,0.7484793022550141,0.18737946202234726,0.06414123572263866,0.15087486109348947,0.09399999678134918
206:10:79,3,44,18.62456512451172,train/branched_low_rough_4,0.621235876801589,2.434150814103109,1.1241919619928833,0.31483290616711096,0.6583701476658796,0.33020723584635403,0.011422616487766312,0.11608397705714202,0.040571428835392
206:10:91,3,8,40.23848342895508,train/branched_low_rough_4,0.5979004046642349,1.6581252769080965,0.862197245445296,0.5817791658812203,0.7383930603375262,0.1298062096569126,0.13180073000556114,0.2561298880163944,0.05714285746216774
206:10:92,3,5,44.76569366455078,train/branched_low_rough_4,1.426362307001591,3.4941772269248186,1.3867639573959494,0.4056572276633853,0.8838697436550259,0.10636153075262081,0.009768725592353294,0.5580657396184979,0.021142857149243355
206:10:93,3,32,18.529769897460938,train/branched_low_rough_4,0.6593968957394508,2.206591886401428,0.6421250229525435,0.3560270948931964,0.9130542778051645,0.06448691319630653,0.022458808998528975,0.11475193061084484,0.029428571462631226
206:10:99,3,66,19.3770694732666,train/branched_low_rough_4,0.949498427835963,2.8137490279879196,1.505335559407956,0.9541202688714078,0.8164140252665297,0.12705824224827564,0.056527732485194604,0.12301549665139447,0.028142858296632767
206:10:100,3,95,21.07361602783203,train/branched_low_rough_4,0.8241054998139892,2.771764139898751,1.615368162346079,0.7892952009613313,0.4775469221859734,0.4209955623860791,0.10145751542794752,0.13293515047777751,0.035999998450279236
206:10:101,3,32,23.026187896728516,train/branched_low_rough_4,0.8110196881999724,2.4262865056643075,1.6285184824254477,0.6828679738819805,0.7388939522988831,0.21156442243129966,0.04954162526981725,0.14970532494572814,0.013857142999768257
206:10:102,3,69,25.92628288269043,train/branched_low_rough_4,0.9673965716264045,2.9799147796439396,1.5954369641047523,0.647341639395566,0.8214736663997421,0.13929167956240646,0.03923465403785143,0.1654711133738041,0.024857142940163612
206:10:103,3,46,27.76264190673828,train/branched_low_rough_4,0.7170192728654132,2.3551872446828837,1.8141066567446993,0.7344055091618384,0.45107662629540557,0.4537519929147969,0.09517138078979748,0.17391595209061242,0.026999998837709427
206:10:105,3,898,13.214902877807617,train/branched_low_rough_4,1.3288052742532972,4.637986657455263,2.4735761504650706,2.293655555071722,0.8324077101217212,0.07357299788196571,0.0940192919963131,0.08121036455262479,0.12600000202655792
206:10:106,3,113,15.676669120788574,train/branched_low_rough_4,0.9028299428282495,3.5928028484082923,1.939279818842682,0.9102541407308472,0.6171657366155426,0.32172753758703954,0.06110672579741784,0.09694710618067959,0.1565714329481125
206:10:107,3,20,18.07032012939453,train/branched_low_rough_4,0.35589073977344654,1.0694786145667863,0.870840582982066,0.27700786329537064,0.42259041245504836,0.5059412918112487,0.07146829573370302,0.10894657847129013,0.27399998903274536
206:10:109,3,18,25.948226928710938,train/branched_low_rough_4,0.6386815863369325,1.6580741985015282,1.3237808781985048,0.28686820963133397,0.45530747372391855,0.521314598406387,0.02337792786969441,0.1622642189872417,0.0852857157588005
206:15:6,3,15,35.40327072143555,train/branched_low_rough_4,0.5415707827717051,1.3373332446424344,0.6769153334075144,0.21546410315300846,0.7815775053266205,0.20483548865233808,0.013587006021041457,0.22243994652301485,0.040571428835392
206:15:7,3,8,36.41999435424805,train/branched_low_rough_4,0.47881755357321487,1.342648032036313,0.5487460914883396,0.3431924775114567,0.8945085760527728,0.05389325091543888,0.05159817303178844,0.2545269887684992,0.03028571605682373
206:18:5,3,28,20.044567108154297,train/branched_low_rough_4,0.8950352608823242,2.43227668004481,1.589081279780451,0.25938649943041087,0.7533833026108898,0.23958409136108272,0.007032606028027529,0.1292386368646431,0.028999999165534973
206:18:6,3,283,17.311628341674805,train/branched_low_rough_4,1.2921563111331478,5.602107219847868,1.907415559430051,1.5749029028137187,0.7920518821694806,0.12927849110430917,0.07866962672621013,0.11059259930794463,0.10914285480976105
206:18:8,3,62,22.95101547241211,train/branched_low_rough_4,0.8776224005682963,2.515665456740098,1.9947552032589373,0.8705727174616724,0.3627293602917886,0.5562062640726753,0.0810643756355362,0.14229238438774805,0.06671428680419922
206:30:19,3,17,16.691822052001953,train/branched_low_rough_4,0.18958256032771173,0.5036578458434791,0.3777223353293667,0.09645833719253578,0.519451572921493,0.44063901206234896,0.03990941501615807,0.10629117186063188,0.20485714077949524
206:30:20,3,18,16.39195442199707,train/branched_low_rough_4,0.19501689310946219,0.46706430087232875,0.4370252865332873,0.13031637634063473,0.12030343316806237,0.8232101041758855,0.05648646265605226,0.10248276009936537,0.2167142927646637
206:30:22,3,13,38.38969802856445,train/branched_low_rough_4,0.45110318589336135,1.189873115387092,0.69226963286548,0.4169313941874272,0.797954493659192,0.11058951632133336,0.09145599001947465,0.2381110483701948,0.07457143068313599
206:254:6,3,8,22.275970458984375,train/branched_low_rough_4,0.1936174561240482,0.4987700462860418,0.31017094516661886,0.27877237850626074,0.5872743515718043,0.03449656050454619,0.37822908792364957,0.14550013699456454,0.08628571033477783
206:254:7,3,50,12.872903823852539,train/branched_low_rough_4,0.41264928948284946,1.4629166692608373,0.5917401264449876,0.40258848204577735,0.8982138927404352,0.05198274354628826,0.049803363713276635,0.07989712141291981,0.3427142798900604
206:254:14,3,10,41.02654266357422,train/branched_low_rough_4,0.42673567978933546,1.2681544962142777,0.5239523810871094,0.09744515153449784,0.8105948142056153,0.1835982541924597,0.005806931601924902,0.2522711751462456,0.0665714293718338
206:10:78,4,102,22.916522979736328,train/branched_low_rough_4,1.0826787835979137,3.979698826721779,1.7085307218601384,1.1411819101901264,0.7196110187993275,0.1804630758804142,0.09992590532025833,0.15024301099680132,0.07985714077949524
206:10:79,4,32,18.53132438659668,train/branched_low_rough_4,0.6393367227863217,1.7239937950403201,1.337168749553259,0.08026918610089931,0.31912903318146474,0.6780006740751106,0.0028702927434247263,0.11814105936642563,0.07000000029802322
206:10:91,4,8,40.1151008605957,train/branched_low_rough_4,0.38557863039608586,1.2580101640396997,0.2722099994700362,0.07978988704474177,0.8924193982210269,0.10287337293245154,0.004707228846521557,0.24586045475032944,0.04885714501142502
206:10:92,4,5,46.10869598388672,train/branched_low_rough_4,1.1515231194826174,2.4343389420883845,0.7645873878504688,0.2593746925556837,0.9277766129577643,0.06398675810514136,0.008236628937094332,0.3039955410496195,0.03457142785191536
206:10:93,4,34,18.603513717651367,train/branched_low_rough_4,0.7269676414975462,2.2104235085308286,1.1604278469111378,0.5055757298537004,0.8560498378667514,0.11323073509451756,0.03071942703873106,0.11504409067342977,0.029428571462631226
206:10:99,4,61,19.587366104125977,train/branched_low_rough_4,0.9793275030458445,2.8720709986176267,1.2168935656443578,0.5348745892682547,0.8583964774689073,0.10993037629271363,0.03167314623837907,0.1283078527612532,0.024857142940163612
206:10:100,4,89,21.40081214904785,train/branched_low_rough_4,0.9807243623657839,3.6044531926579455,1.697643186457989,0.9195904561627993,0.6521014746882945,0.2977905484347127,0.05010797687699278,0.13891505690853814,0.03457142785191536
206:10:101,4,30,23.13278579711914,train/branched_low_rough_4,0.5795498076769442,2.2295482323686473,1.580597153672036,0.6072238368734968,0.22660428597359966,0.6306674116168539,0.14272830240954634,0.14989593031541718,0.013571428135037422
206:10:102,4,67,26.12751007080078,train/branched_low_rough_4,0.9747517597943643,3.0042240626363954,1.5764588753645816,0.8681782601637565,0.7970662339665067,0.14497897710181648,0.05795478893167675,0.16638586419321308,0.02742857113480568
206:10:103,4,49,27.956510543823242,train/branched_low_rough_4,0.8029492624042205,2.651375733204775,1.8661799336770661,1.0206336214954257,0.6080845206070062,0.30215261991036474,0.08976285948262899,0.17598080473134178,0.02628571353852749
206:10:105,4,861,13.436677932739258,train/branched_low_rough_4,1.3300887038473361,4.591939381494477,2.188446779465526,2.014122067818237,0.8420332815174346,0.06182548644333389,0.09614123203923158,0.08291754261192873,0.11971428245306015
206:10:106,4,102,15.86186408996582,train/branched_low_rough_4,0.8245246251095125,3.7758084530954705,1.6584902746900285,1.0816051269199494,0.558635175041708,0.36818802142512197,0.0731768035331699,0.09816916135884715,0.20871427655220032
206:10:107,4,24,18.278867721557617,train/branched_low_rough_4,0.4411897170796372,1.5204115871221608,0.7419481222540842,0.4873120634105455,0.7381975608652064,0.18003113852748753,0.08177130060730611,0.11586102873257871,0.2101428508758545
206:10:109,4,16,26.21222686767578,train/branched_low_rough_4,0.48057016771664346,1.1839398059626642,1.0657540183934109,0.30515118468654745,0.30075657578782605,0.6594426205012043,0.03980080371096958,0.16530654447256654,0.06599999964237213
206:15:5,4,8,37.81700897216797,train/branched_low_rough_4,0.6295181446007657,1.9799075850969048,0.8437861156310977,0.07736807599416257,0.7754837171399256,0.22238958929834904,0.002126693561725463,0.2775292240680304,0.028142858296632767
206:15:6,4,17,35.23955154418945,train/branched_low_rough_4,0.4984928656490007,1.3467202775600997,0.8711145368442719,0.2937030658069224,0.7388862328929903,0.2241204464272881,0.036993320679721685,0.22017925896315155,0.03628571331501007
206:15:7,4,9,36.28969955444336,train/branched_low_rough_4,0.7552334724957761,1.948242592870836,0.7996400814486962,0.3192713990759538,0.8925717610767164,0.0918888190263512,0.015539419896932406,0.22890301194929838,0.02199999988079071
206:18:5,4,25,19.704566955566406,train/branched_low_rough_4,0.9061033119597138,3.128772667250356,1.5723339351540384,0.2373786035091337,0.5931108489241081,0.39380101360258896,0.01308813747330289,0.13217324654622173,0.02628571353852749
206:18:6,4,267,17.591327667236328,train/branched_low_rough_4,1.1849420777019994,5.55758448971531,1.9333264012520477,1.4321490601118079,0.6923541936050724,0.20214635540290304,0.10549945099202455,0.11488095083978826,0.10000000149011612
206:18:8,4,67,23.21795654296875,train/branched_low_rough_4,0.9417060273837251,2.85820507295432,1.9953838969627506,0.9961265926743843,0.4371326513037295,0.49216034143200676,0.07070700726426374,0.1437915711329219,0.041428569704294205
206:30:19,4,15,16.5333309173584,train/branched_low_rough_4,0.18257513985755017,0.4824938031214674,0.35969117609034296,0.11063258985171193,0.5805699519266091,0.371600108723168,0.047829939350222936,0.10287835047026297,0.16828571259975433
206:30:20,4,19,16.238330841064453,train/branched_low_rough_4,0.20530254522741667,0.46499213950890406,0.525850492766087,0.16272527905849915,0.22991502987941395,0.68588866015596,0.0841963099646261,0.10081983997559109,0.19457143545150757
206:30:22,4,18,38.425819396972656,train/branched_low_rough_4,0.5698943228650526,1.4789970568783783,1.2900155882112452,0.730768112896705,0.7249300690160833,0.09968096433940081,0.17538896664451592,0.237768400055469,0.04928571730852127
