序列,当前帧,范围编码,可见模式,整窗未见,历史异常点数,历史可见扫描数,历史异常占比,联合体素数,当前占据体素数,当前异常体素数,联合异常体素数,历史增加异常体素数,当前异常压缩比,联合异常压缩比,当前异常体素含正常数,当前异常体素含忽略数,历史新增正常体素数,历史新增正常影响当前异常点数,最早至当前平移（米）,最早至当前旋转（弧度）,当前异常体素含正常比例,当前异常体素含忽略比例,历史新增正常比例,当前异常体素均值位移P50（米）,抽样静态点数,静态匹配点数,静态匹配比例,槽0全距离异常点数,槽1全距离异常点数,槽2全距离异常点数,槽3全距离异常点数,槽4全距离异常点数,槽0源坐标范围内异常点数,槽1源坐标范围内异常点数,槽2源坐标范围内异常点数,槽3源坐标范围内异常点数,槽4源坐标范围内异常点数
125,14,complete_windows,11111,0,97,4,0.8016528925619835,185770,109401,24,53,29,1.0,2.2830188679245285,0,0,0,0,0.0017479112463519367,2.421241073672917e-05,0.0,0.0,0.0,0.0019368802895769477,2048,2046,0.9990234375,24,25,24,24,24,24,25,24,24,24
125,15,complete_windows,11111,0,97,4,0.8016528925619835,185295,109334,24,52,28,1.0,2.326923076923077,0,0,0,0,0.002127369808299777,2.704029106611715e-05,0.0,0.0,0.0,0.0018733583856374025,2048,2046,0.9990234375,25,24,24,24,24,25,24,24,24,24
125,16,complete_windows,11111,0,96,4,0.8,185584,109307,24,52,28,1.0,2.3076923076923075,0,0,0,0,0.001192871175894812,5.258348484043199e-05,0.0,0.0,0.0,0.002997947856783867,2048,2047,0.99951171875,24,24,24,24,24,24,24,24,24,24
125,17,complete_windows,11111,0,96,4,0.7933884297520661,184958,109373,25,54,29,1.0,2.240740740740741,0,0,0,0,0.0010979936904643047,3.4882558518450126e-05,0.0,0.0,0.0,0.003728472860530019,2048,2048,1.0,24,24,24,24,25,24,24,24,24,25
125,18,complete_windows,11111,0,97,4,0.7950819672131147,184748,109425,25,51,26,1.0,2.392156862745098,0,0,0,0,0.0019967925629037373,3.083039087841766e-05,0.0,0.0,0.0,0.004581310786306858,2048,2048,1.0,24,24,24,25,25,24,24,24,25,25
125,19,complete_windows,11111,0,98,4,0.7967479674796748,185840,109391,25,51,26,1.0,2.411764705882353,0,0,0,0,0.002350544505546817,4.3353529649907655e-05,0.0,0.0,0.0,0.0030745130497962236,2048,2048,1.0,24,24,25,25,25,24,24,25,25,25
125,20,complete_windows,11111,0,99,4,0.7983870967741935,185860,109403,25,54,29,1.0,2.2962962962962963,0,0,0,0,0.0018306127922949403,4.3767767166663884e-05,0.0,0.0,0.0,0.0031161471270024776,2048,2045,0.99853515625,24,25,25,25,25,24,25,25,25,25
125,21,complete_windows,11111,0,100,4,0.8064516129032258,186097,109321,24,51,27,1.0,2.4313725490196076,0,0,0,0,0.0016858882212102643,4.654127650305781e-05,0.0,0.0,0.0,0.005719401873648167,2048,2045,0.99853515625,25,25,25,25,24,25,25,25,25,24
125,22,complete_windows,11111,0,99,4,0.8048780487804879,185919,109376,24,50,26,1.0,2.46,0,0,0,0,0.0013506237166688877,5.397043836727102e-05,0.0,0.0,0.0,0.004327153787016869,2048,2047,0.99951171875,25,25,25,24,24,25,25,25,24,24
125,23,complete_windows,11111,0,98,4,0.7967479674796748,185879,109365,25,51,26,1.0,2.411764705882353,0,0,0,0,0.0036779312486712058,2.296350648375337e-05,0.0,0.0,0.0,0.003816748969256878,2048,2048,1.0,25,25,24,24,25,25,25,24,24,25
125,24,complete_windows,11111,0,98,4,0.8032786885245902,184947,109370,24,48,24,1.0,2.5416666666666665,0,0,0,0,0.001685332627459874,4.248350064458963e-05,0.0,0.0,0.0,0.00730464793741703,2048,2046,0.9990234375,25,24,24,25,24,25,24,24,25,24
125,25,complete_windows,11111,0,97,4,0.8016528925619835,184699,109406,24,46,22,1.0,2.630434782608696,0,0,0,0,0.0009313629038660756,3.105642232677998e-05,0.0,0.0,0.0,0.006464147008955479,2048,2048,1.0,24,24,25,24,24,24,24,25,24,24
125,26,complete_windows,11111,0,97,4,0.8016528925619835,185359,109364,24,48,24,1.0,2.5208333333333335,0,0,0,0,0.001703478921728522,4.720354836526883e-05,0.0,0.0,0.0,0.005104357376694679,2048,2047,0.99951171875,24,25,24,24,24,24,25,24,24,24
125,27,complete_windows,11111,0,97,4,0.8016528925619835,185907,109373,24,46,22,1.0,2.630434782608696,0,0,0,0,0.0030639028216014226,3.608428101793626e-05,0.0,0.0,0.0,0.004502844996750355,2048,2047,0.99951171875,25,24,24,24,24,25,24,24,24,24
125,28,complete_windows,11111,0,96,4,0.7933884297520661,186050,109340,25,43,18,1.0,2.813953488372093,0,0,0,0,0.002611966368425268,2.1165419685254863e-05,0.0,0.0,0.0,0.007338948547840118,2048,2047,0.99951171875,24,24,24,24,25,24,24,24,24,25
125,29,complete_windows,11111,0,97,4,0.8016528925619835,188938,109367,24,49,25,1.0,2.4693877551020407,0,0,0,0,0.0020148497837343808,3.4433517394505095e-05,0.0,0.0,0.0,0.0026626205071806908,2048,2046,0.9990234375,24,24,24,25,24,24,24,24,25,24
125,30,complete_windows,11111,0,97,4,0.8151260504201681,211523,109309,22,51,29,1.0,2.3333333333333335,0,0,0,0,0.008664505060794027,0.00015487648336209384,0.0,0.0,0.0,0.005295704118907452,2048,2040,0.99609375,24,24,25,24,22,24,24,25,24,22
125,31,complete_windows,11111,0,95,4,0.8482142857142857,256105,109278,17,62,45,1.0,1.8064516129032258,0,0,0,0,0.006290544857547379,0.0005673105127445999,0.0,0.0,0.0,0.0,2048,2011,0.98193359375,24,25,24,22,17,24,25,24,22,17
125,32,complete_windows,11111,0,88,4,0.8461538461538461,278035,109326,16,63,47,1.0,1.6507936507936507,0,0,0,0,0.014847022107669807,0.0008199878373119438,0.0,0.0,0.0,0.012440822087228298,2048,2043,0.99755859375,25,24,22,17,16,25,24,22,17,16
125,33,complete_windows,11111,0,79,4,0.8061224489795918,308063,109484,19,64,45,1.0,1.53125,0,0,0,0,0.04555781057165894,0.0010161524465732382,0.0,0.0,0.0,0.005924667231738567,2048,2041,0.99658203125,24,22,17,16,19,24,22,17,16,19
125,34,complete_windows,11111,0,74,4,0.7708333333333334,318857,109565,22,58,36,1.0,1.6551724137931034,0,0,0,0,0.08645270792082901,0.0010308385544999165,0.0,0.0,0.0,0.004789232276380062,2048,2044,0.998046875,22,17,16,19,22,22,17,16,19,22
125,35,complete_windows,11111,0,74,4,0.7708333333333334,328342,109723,22,64,42,1.0,1.5,0,0,0,0,0.1295398029641376,0.0008938884153531524,0.0,0.0,0.0,0.0,2048,2045,0.99853515625,17,16,19,22,22,17,16,19,22,22
125,36,complete_windows,11111,0,79,4,0.7596153846153846,331934,109937,25,70,45,1.0,1.4857142857142858,0,0,0,0,0.15870077867463392,0.0008931714944158601,0.0,0.0,0.0,0.0,2048,2041,0.99658203125,16,19,22,22,25,16,19,22,22,25
125,37,complete_windows,11111,0,88,4,0.7857142857142857,336237,110086,24,81,57,1.0,1.382716049382716,0,0,0,0,0.18028400760997162,0.0014605827422948694,0.0,0.0,0.0,0.0,2048,2036,0.994140625,19,22,22,25,24,19,22,22,25,24
125,38,complete_windows,11111,0,93,4,0.8017241379310345,354947,110166,23,96,73,1.0,1.2083333333333333,0,0,0,0,0.2187669879599565,0.004388169813311391,0.0,0.0,0.0,0.0,2048,2035,0.99365234375,22,22,25,24,23,22,22,25,24,23
125,39,complete_windows,11111,0,94,4,0.831858407079646,360666,110447,19,94,75,1.0,1.202127659574468,0,0,0,0,0.2402035700006856,0.004813437798223861,0.0,0.0,0.0,0.0,2048,2032,0.9921875,22,25,24,23,19,22,25,24,23,19
125,40,complete_windows,11111,0,91,4,0.8272727272727273,362705,110749,19,87,68,1.0,1.264367816091954,0,0,0,0,0.27062623331767255,0.0051091257459027805,0.0,0.0,0.0,0.004932732786983252,2048,2035,0.99365234375,25,24,23,19,19,25,24,23,19,19
125,41,complete_windows,11111,0,85,4,0.7657657657657657,387327,111176,26,95,69,1.0,1.168421052631579,0,0,0,0,0.2958101099383701,0.004773562531077085,0.0,0.0,0.0,0.0,2048,2018,0.9853515625,24,23,19,19,26,24,23,19,19,26
125,42,complete_windows,11111,0,87,4,0.7767857142857143,403282,111003,25,98,73,1.0,1.1428571428571428,0,0,0,0,0.30332441088656364,0.002395152740617908,0.0,0.0,0.0,0.0,2048,2042,0.9970703125,23,19,19,26,25,23,19,19,26,25
125,43,complete_windows,11111,0,89,4,0.7739130434782608,405864,111516,26,102,76,1.0,1.1274509803921569,0,0,0,0,0.3269301054992298,0.0020078582451594786,0.0,0.0,0.0,0.0,2048,2033,0.99267578125,19,19,26,25,26,19,19,26,25,26
125,44,complete_windows,11111,0,96,4,0.8275862068965517,406938,111800,20,107,87,1.0,1.0841121495327102,0,0,0,0,0.34980213813863575,0.0021581315537223464,0.0,0.0,0.0,0.0,2048,2032,0.9921875,19,26,25,26,20,19,26,25,26,20
125,45,complete_windows,11111,0,97,4,0.7886178861788617,414892,112104,26,110,84,1.0,1.1181818181818182,0,0,0,0,0.38943841571300614,0.0056120998546497726,0.0,0.0,0.0,0.0,2048,2035,0.99365234375,26,25,26,20,26,26,25,26,20,26
125,46,complete_windows,11111,0,97,4,0.782258064516129,399372,112439,27,106,79,1.0,1.169811320754717,0,0,0,0,0.39712187309586106,0.006182490461874727,0.0,0.0,0.0,0.0,2048,2036,0.994140625,25,26,20,26,27,25,26,20,26,27
125,47,complete_windows,11111,0,99,4,0.8181818181818182,383251,112780,22,114,92,1.0,1.0614035087719298,0,0,0,0,0.4004041875935443,0.007544445789574093,0.0,0.0,0.0,0.0,2048,2041,0.99658203125,26,20,26,27,22,26,20,26,27,22
125,48,complete_windows,11111,0,95,4,0.7661290322580645,393649,113087,29,117,88,1.0,1.0598290598290598,0,0,0,0,0.3943738403169188,0.00909440709159045,0.0,0.0,0.0,0.0,2048,2036,0.994140625,20,26,27,22,29,20,26,27,22,29
125,49,complete_windows,11111,0,104,4,0.8062015503875969,400577,113259,25,124,99,1.0,1.0403225806451613,0,0,0,0,0.41200688723600304,0.01032113625314341,0.0,0.0,0.0,0.0,2048,2040,0.99609375,26,27,22,29,25,26,27,22,29,25
125,50,complete_windows,11111,0,103,4,0.8174603174603174,398350,113488,23,119,96,1.0,1.0588235294117647,0,0,0,0,0.4418402302412262,0.009179541904917867,0.0,0.0,0.0,0.0,2048,2032,0.9921875,27,22,29,25,23,27,22,29,25,23
125,51,complete_windows,11111,0,99,4,0.7857142857142857,420593,114272,27,117,90,1.0,1.0769230769230769,0,0,0,0,0.46145820874139254,0.007354177604491141,0.0,0.0,0.0,0.0,2048,2027,0.98974609375,22,29,25,23,27,22,29,25,23,27
125,52,complete_windows,11111,0,104,4,0.8062015503875969,444341,113884,25,124,99,1.0,1.0403225806451613,0,0,0,0,0.47992770472212126,0.007536810461092361,0.0,0.0,0.0,0.0,2048,2026,0.9892578125,29,25,23,27,25,29,25,23,27,25
125,53,complete_windows,11111,0,100,4,0.7874015748031497,442985,114419,27,123,96,1.0,1.032520325203252,0,0,0,0,0.4763910254367538,0.004940505960152876,0.0,0.0,0.0,0.0,2048,2030,0.9912109375,25,23,27,25,27,25,23,27,25,27
125,54,complete_windows,11111,0,102,4,0.8031496062992126,445106,114577,25,125,100,1.0,1.016,0,0,0,0,0.4933740499990972,0.007453133562553909,0.0,0.0,0.0,0.0,2048,2026,0.9892578125,23,27,25,27,25,23,27,25,27,25
125,55,complete_windows,11111,0,104,4,0.8,444678,114964,26,124,98,1.0,1.0483870967741935,0,0,0,0,0.5154255919034746,0.008732967387207588,0.0,0.0,0.0,0.0,2048,2031,0.99169921875,27,25,27,25,26,27,25,27,25,26
125,56,complete_windows,11111,0,103,4,0.762962962962963,419765,115231,32,130,98,1.0,1.0384615384615385,0,0,0,0,0.5360086136820528,0.009217716246221582,0.0,0.0,0.0,0.0,2048,2031,0.99169921875,25,27,25,26,32,25,27,25,26,32
125,57,complete_windows,11111,0,110,4,0.7801418439716312,396460,115285,31,133,102,1.0,1.0601503759398496,0,0,0,0,0.5355888730000825,0.008023147712873786,0.0,0.0,0.0,0.0,2048,2030,0.9912109375,27,25,26,32,31,27,25,26,32,31
125,58,complete_windows,11111,0,114,4,0.7916666666666666,392649,115661,30,134,104,1.0,1.0746268656716418,0,0,0,0,0.5370683515707168,0.005446194541320568,0.0,0.0,0.0,0.0,2048,2039,0.99560546875,25,26,32,31,30,25,26,32,31,30
125,59,complete_windows,11111,0,119,4,0.7828947368421053,397617,115814,33,141,108,1.0,1.0780141843971631,0,0,0,0,0.5349600708883782,0.004991145872717456,0.0,0.0,0.0,0.0,2048,2031,0.99169921875,26,32,31,30,33,26,32,31,30,33
125,60,complete_windows,11111,0,126,4,0.8181818181818182,397273,116095,28,139,111,1.0,1.1079136690647482,0,0,0,0,0.5255079736130985,0.005732919789375829,0.0,0.0,0.0,0.0,2048,2028,0.990234375,32,31,30,33,28,32,31,30,33,28
125,61,complete_windows,11111,0,122,4,0.8026315789473685,429665,116441,30,145,115,1.0,1.0482758620689656,0,0,0,0,0.5327366178914632,0.007452253691921106,0.0,0.0,0.0,0.0,2048,2005,0.97900390625,31,30,33,28,30,31,30,33,28,30
125,62,complete_windows,11111,0,121,4,0.7908496732026143,460069,116126,32,149,117,1.0,1.0268456375838926,0,0,0,0,0.538335383777141,0.009051691455541128,0.0,0.0,0.0,0.0,2048,2030,0.9912109375,30,33,28,30,32,30,33,28,30,32
125,63,complete_windows,11111,0,123,4,0.7884615384615384,462359,116501,33,151,118,1.0,1.033112582781457,0,0,0,0,0.5378597932445093,0.009508990088570927,0.0,0.0,0.0,0.0,2048,2031,0.99169921875,33,28,30,32,33,33,28,30,32,33
125,64,complete_windows,11111,0,123,4,0.7639751552795031,464737,116831,38,158,120,1.0,1.018987341772152,0,0,0,0,0.5496227406762222,0.01012325908355132,0.0,0.0,0.0,0.0,2048,2027,0.98974609375,28,30,32,33,38,28,30,32,33,38
125,65,complete_windows,11111,0,133,4,0.7916666666666666,468705,116992,35,161,126,1.0,1.0434782608695652,0,0,0,0,0.5455280935207322,0.009607495885312048,0.0,0.0,0.0,0.0,2048,2032,0.9921875,30,32,33,38,35,30,32,33,38,35
125,66,complete_windows,11111,0,138,4,0.7752808988764045,443170,117090,40,174,134,1.0,1.0229885057471264,0,0,0,0,0.5583217771745015,0.007523559686604413,0.0,0.0,0.0,0.0,2048,2030,0.9912109375,32,33,38,35,40,32,33,38,35,40
125,67,complete_windows,11111,0,146,4,0.8066298342541437,411681,117325,35,169,134,1.0,1.0710059171597632,0,0,0,0,0.5683514984635849,0.0059794274838816065,0.0,0.0,0.0,0.0,2048,2041,0.99658203125,33,38,35,40,35,33,38,35,40,35
125,68,complete_windows,11111,0,148,4,0.8131868131868132,413510,117408,34,164,130,1.0,1.1097560975609757,0,0,0,0,0.5721800475710528,0.0047201025939171545,0.0,0.0,0.0,0.0,2048,2031,0.99169921875,38,35,40,35,34,38,35,40,35,34
125,69,complete_windows,11111,0,144,4,0.8135593220338984,416251,117663,33,150,117,1.0,1.18,0,0,0,0,0.5862752665237424,0.005331685615013696,0.0,0.0,0.0,0.0,2048,2034,0.9931640625,35,40,35,34,33,35,40,35,34,33
125,70,complete_windows,11111,0,142,4,0.8068181818181818,417331,117716,34,145,111,1.0,1.2137931034482758,0,0,0,0,0.5906090633421008,0.00831106624778129,0.0,0.0,0.0,0.0,2048,2036,0.994140625,40,35,34,33,34,40,35,34,33,34
125,71,complete_windows,11111,0,136,4,0.7771428571428571,447204,118030,39,150,111,1.0,1.1666666666666667,0,0,0,0,0.5979390416917016,0.009143364595588567,0.0,0.0,0.0,0.0,2048,2017,0.98486328125,35,34,33,34,39,35,34,33,34,39
125,72,complete_windows,11111,0,140,4,0.7865168539325843,477742,117922,38,156,118,1.0,1.141025641025641,0,0,0,0,0.6225344622561734,0.007826157001874706,0.0,0.0,0.0,0.0,2048,2021,0.98681640625,34,33,34,39,38,34,33,34,39,38
125,73,complete_windows,11111,0,144,4,0.7783783783783784,476783,118125,41,170,129,1.0,1.088235294117647,0,0,0,0,0.628652588254916,0.0057114696861391145,0.0,0.0,0.0,0.0,2048,2042,0.9970703125,33,34,39,38,41,33,34,39,38,41
125,74,complete_windows,11111,0,152,4,0.7835051546391752,475383,118180,42,162,120,1.0,1.1975308641975309,0,0,0,0,0.6248584840788186,0.005240487555545098,0.0,0.0,0.0,0.0,2048,2027,0.98974609375,34,39,38,41,42,34,39,38,41,42
125,75,complete_windows,11111,0,160,4,0.7804878048780488,478601,118242,45,164,119,1.0,1.25,0,0,0,0,0.6350241769693906,0.006741186100774038,0.0,0.0,0.0,0.0,2048,2023,0.98779296875,39,38,41,42,45,39,38,41,42,45
125,76,complete_windows,11111,0,166,4,0.7793427230046949,451612,118419,47,162,115,1.0,1.3148148148148149,0,0,0,0,0.6336976049925026,0.006917492761143961,0.0,0.0,0.0,0.0,2048,2035,0.99365234375,38,41,42,45,47,38,41,42,45,47
125,77,complete_windows,11111,0,175,4,0.78125,419190,118435,49,157,108,1.0,1.4267515923566878,1,0,1,1,0.6423348053281276,0.007982066034213786,0.02040816326530612,0.0,0.02040816326530612,0.0,2048,2043,0.99755859375,41,42,45,47,49,41,42,45,47,49
125,78,complete_windows,11111,0,183,4,0.7956521739130434,420417,118569,47,163,116,1.0,1.4110429447852761,0,0,0,0,0.6638834517534489,0.008614851017909484,0.0,0.0,0.0,0.004106790758669376,2048,2032,0.9921875,42,45,47,49,47,42,45,47,49,47
125,79,complete_windows,11111,0,188,4,0.8,421303,118601,47,139,92,1.0,1.6906474820143884,0,0,0,0,0.6790871408108184,0.007580961460691533,0.0,0.0,0.0,0.006696250755339861,2048,2030,0.9912109375,45,47,49,47,47,45,47,49,47,47
125,80,complete_windows,11111,0,190,4,0.7949790794979079,424936,118774,49,142,93,1.0,1.6830985915492958,0,0,0,0,0.6789461713959439,0.009907382133953903,0.0,0.0,0.0,0.0,2048,2028,0.990234375,47,49,47,47,49,47,49,47,47,49
125,81,complete_windows,11111,0,192,4,0.8,460880,119003,48,161,113,1.0,1.4906832298136645,0,0,0,0,0.7190489739024369,0.010294838960706322,0.0,0.0,0.0,0.0,2048,1941,0.94775390625,49,47,47,49,48,49,47,47,49,48
125,82,complete_windows,11111,0,191,4,0.7827868852459017,493636,118842,53,208,155,1.0,1.1730769230769231,0,0,0,0,0.7278715935290764,0.012160223082678457,0.0,0.0,0.0,0.0,2048,1928,0.94140625,47,47,49,48,53,47,47,49,48,53
125,83,complete_windows,11111,0,197,4,0.788,499334,119002,53,234,181,1.0,1.0683760683760684,0,0,0,0,0.7308461127162073,0.014268305003675342,0.0,0.0,0.0,0.0,2048,2030,0.9912109375,47,49,48,53,53,47,49,48,53,53
125,84,complete_windows,11111,0,203,4,0.796078431372549,500983,119036,52,224,172,1.0,1.1383928571428572,0,0,0,0,0.7795820733204588,0.013184727928032455,0.0,0.0,0.0,0.002044164575636387,2048,2030,0.9912109375,49,48,53,53,52,49,48,53,53,52
125,85,complete_windows,11111,0,206,4,0.789272030651341,503548,119209,55,215,160,1.0,1.213953488372093,0,0,0,0,0.7795875777104343,0.013106349190127249,0.0,0.0,0.0,0.0,2048,2039,0.99560546875,48,53,53,52,55,48,53,53,52,55
125,86,complete_windows,11111,0,213,4,0.7888888888888889,481266,119515,57,205,148,1.0,1.3170731707317074,0,0,0,0,0.802731228286018,0.011139715038522485,0.0,0.0,0.0,0.0,2048,2024,0.98828125,53,53,52,55,57,53,53,52,55,57
125,87,complete_windows,11111,0,217,4,0.7862318840579711,448520,119509,59,189,130,1.0,1.4603174603174602,0,0,0,0,0.8440033826453079,0.011933467440498634,0.0,0.0,0.0,0.0,2048,2015,0.98388671875,53,52,55,57,59,53,52,55,57,59
125,88,complete_windows,11111,0,223,4,0.7879858657243817,444220,119630,60,205,145,1.0,1.3804878048780487,0,0,0,0,0.8547411142376393,0.014298790464669144,0.0,0.0,0.0,0.0,2048,2031,0.99169921875,52,55,57,59,60,52,55,57,59,60
125,89,complete_windows,11111,0,231,4,0.7830508474576271,449059,119909,64,205,141,1.0,1.4390243902439024,1,0,1,1,0.8849984476283425,0.015257951015941558,0.015625,0.0,0.015625,0.0,2048,2030,0.9912109375,55,57,59,60,64,55,57,59,60,64
125,90,complete_windows,11111,0,240,4,0.7817589576547231,446542,119874,67,236,169,1.0,1.3008474576271187,0,0,0,0,0.9194527709266507,0.01624900021365975,0.0,0.0,0.0,0.0,2048,2030,0.9912109375,57,59,60,64,67,57,59,60,64,67
125,91,complete_windows,11111,0,250,4,0.778816199376947,470397,119854,71,270,199,1.0,1.1888888888888889,0,0,0,0,0.9557048544805614,0.018791949639099713,0.0,0.0,0.0,0.0,2048,1533,0.74853515625,59,60,64,67,71,59,60,64,67,71
125,92,complete_windows,11111,0,262,4,0.803680981595092,502306,119921,64,299,235,1.0,1.0903010033444815,0,0,0,0,0.9881514376783774,0.01870140854264334,0.0,0.0,0.0,0.0,2048,1548,0.755859375,60,64,67,71,64,60,64,67,71,64
125,93,complete_windows,11111,0,266,4,0.7800586510263929,505726,119905,75,309,234,1.0,1.103559870550162,0,0,0,0,1.0214594234424583,0.017400243523105707,0.0,0.0,0.0,0.0,2048,2011,0.98193359375,64,67,71,64,75,64,67,71,64,75
125,94,complete_windows,11111,0,277,4,0.7780898876404494,507027,119803,79,309,230,1.0,1.1521035598705502,0,0,0,0,1.0588035581478437,0.019278663856750866,0.0,0.0,0.0,0.0,2048,2012,0.982421875,67,71,64,75,79,67,71,64,75,79
125,95,complete_windows,11111,0,289,4,0.774798927613941,508944,119788,84,337,253,1.0,1.1068249258160237,0,0,0,0,1.090577366160865,0.01974979078060343,0.0,0.0,0.0,0.0,2048,2017,0.98486328125,71,64,75,79,84,71,64,75,79,84
125,96,complete_windows,11111,0,302,4,0.7743589743589744,478330,119637,88,305,217,1.0,1.278688524590164,1,0,1,1,1.1220722092087136,0.02137184766708512,0.011363636363636364,0.0,0.011363636363636364,0.0,2048,2034,0.9931640625,64,75,79,84,88,64,75,79,84,88
125,97,complete_windows,11111,0,326,4,0.7688679245283019,443031,119619,98,279,181,1.0,1.5197132616487454,0,0,0,0,1.1518685972070102,0.024705246291850738,0.0,0.0,0.0,0.01150000561028719,2048,2015,0.98388671875,75,79,84,88,98,75,79,84,88,98
125,98,complete_windows,11111,0,349,4,0.7721238938053098,448498,119304,103,310,207,1.0,1.4580645161290322,1,0,1,1,1.1525178596264591,0.024922211922199185,0.009708737864077669,0.0,0.009708737864077669,0.006390872411429882,2048,2021,0.98681640625,79,84,88,98,103,79,84,88,98,103
125,99,complete_windows,11111,0,373,4,0.7919320594479831,446257,119252,98,307,209,1.0,1.5342019543973942,0,0,0,0,1.1495346714349972,0.02288781506104817,0.0,0.0,0.0,0.0,2048,2027,0.98974609375,84,88,98,103,98,84,88,98,103,98
125,100,complete_windows,11111,0,387,4,0.7724550898203593,442195,119166,113,331,218,1.008849557522124,1.513595166163142,0,0,0,0,1.1448747466686904,0.02150041842546447,0.0,0.0,0.0,0.003886857535690069,2048,2028,0.990234375,88,98,103,98,114,88,98,103,98,114
125,101,complete_windows,11111,0,413,4,0.7564102564102564,477257,119001,132,418,286,1.0075757575757576,1.30622009569378,1,0,1,1,1.1219651341106223,0.017848505839141326,0.007575757575757576,0.0,0.007575757575757576,0.0,2048,1572,0.767578125,98,103,98,114,133,98,103,98,114,133
125,102,complete_windows,11111,0,448,4,0.7606112054329371,490245,118594,137,493,356,1.0291970802919708,1.1947261663286004,1,0,1,1,1.0989431679955386,0.014307058730770778,0.0072992700729927005,0.0,0.0072992700729927005,0.0,2048,2009,0.98095703125,103,98,114,133,141,103,98,114,133,141
125,103,complete_windows,11111,0,486,4,0.759375,499086,118176,149,515,366,1.0335570469798658,1.2427184466019416,1,0,1,1,1.0651652426475697,0.014222091002135114,0.006711409395973154,0.0,0.006711409395973154,0.0,2048,2018,0.9853515625,98,114,133,141,154,98,114,133,141,154
125,104,complete_windows,11111,0,542,4,0.7687943262411348,491200,117683,155,510,355,1.0516129032258064,1.3823529411764706,1,0,0,0,1.0196830799687984,0.018807553874543394,0.0064516129032258064,0.0,0.0,0.0,2048,2011,0.98193359375,114,133,141,154,163,114,133,141,154,163
