序列,帧号,原始槽,实际回波,零坐标槽,正常点,忽略点,全距离异常点,范围内异常点,范围内正常点,四态编码,全距离异常距离P50（米）,范围内异常距离P50（米）,可见实例数,身份未确认异常点,邻近正常点中道路比例,阶段编码,是否可见段首帧,正常强度P5,正常强度P25,正常强度P50,正常强度P75,正常强度P95,异常强度P5,异常强度P25,异常强度P50,异常强度P75,异常强度P95,忽略强度P5,忽略强度P25,忽略强度P50,忽略强度P75,忽略强度P95
125,33,131072,125331,5741,102456,22856,19,19,102443,3,18.9630126953125,18.9630126953125,1,0,1.0,visible,0,0.04228571429848671,0.11714285612106323,0.21942856907844543,0.37599998712539673,0.7200000286102295,0.004285714123398066,0.022285714745521545,0.06828571110963821,0.16942857205867767,0.3337142765522003,0.014000000432133675,0.0511428564786911,0.11857143044471741,0.31542858481407166,0.602571427822113
125,34,131072,125334,5738,102500,22812,22,22,102490,3,18.918315887451172,18.918315887451172,1,0,1.0,visible,0,0.04228571429848671,0.11714285612106323,0.2191428542137146,0.37542855739593506,0.722000002861023,0.008571428246796131,0.03314285725355148,0.06400000303983688,0.12971428036689758,0.3179999887943268,0.014000000432133675,0.0511428564786911,0.1177142858505249,0.313142865896225,0.5985714197158813
125,35,131072,125381,5691,102611,22748,22,22,102599,3,18.94081687927246,18.94081687927246,1,0,1.0,visible,0,0.041999999433755875,0.11714285612106323,0.2199999988079071,0.3765714168548584,0.7262856960296631,0.01342857163399458,0.03028571419417858,0.057428572326898575,0.11514285951852798,0.28057143092155457,0.01371428556740284,0.050857141613960266,0.11742857098579407,0.31057143211364746,0.5979999899864197
125,36,131072,125411,5661,102714,22672,25,25,102705,3,18.9298152923584,18.9298152923584,1,0,1.0,visible,0,0.041999999433755875,0.1168571412563324,0.21971428394317627,0.37628570199012756,0.7277143001556396,0.013142856769263744,0.024857142940163612,0.056857142597436905,0.08457142859697342,0.3019999861717224,0.014000000432133675,0.051428571343421936,0.11714285612106323,0.3102857172489166,0.5988571643829346
125,37,131072,125317,5755,102699,22594,24,24,102691,3,18.91729164123535,18.91729164123535,1,0,1.0,visible,0,0.041999999433755875,0.11714285612106323,0.21885713934898376,0.37628570199012756,0.7325714230537415,0.016285713762044907,0.02800000086426735,0.05428571254014969,0.09342857450246811,0.29600000381469727,0.014285714365541935,0.050857141613960266,0.11628571152687073,0.30628570914268494,0.5962857007980347
125,38,131072,125327,5745,102914,22390,23,23,102909,3,18.830066680908203,18.830066680908203,1,0,1.0,visible,0,0.041999999433755875,0.1168571412563324,0.21857142448425293,0.3757142722606659,0.7391428351402283,0.017714286223053932,0.03257142752408981,0.060857143253088,0.13285714387893677,0.3565714359283447,0.014285714365541935,0.0511428564786911,0.11628571152687073,0.3025714159011841,0.5894285440444946
125,39,131072,125292,5780,103071,22202,19,19,103064,3,18.728816986083984,18.728816986083984,1,0,1.0,visible,0,0.041999999433755875,0.11599999666213989,0.21771427989006042,0.37542855739593506,0.7397142648696899,0.011142857372760773,0.01600000075995922,0.06800000369548798,0.10942856967449188,0.3642857074737549,0.014285714365541935,0.051428571343421936,0.11657142639160156,0.29657143354415894,0.5857142806053162
125,40,131072,125261,5811,103249,21993,19,19,103242,3,18.608768463134766,18.608768463134766,1,0,1.0,visible,0,0.041999999433755875,0.11571428924798965,0.21714285016059875,0.37457144260406494,0.7485714554786682,0.006285714451223612,0.03942857310175896,0.0657142847776413,0.1468571424484253,0.3425714373588562,0.014571428298950195,0.0511428564786911,0.11485714465379715,0.29514285922050476,0.576285719871521
125,41,131072,125202,5870,103148,22028,26,26,103130,3,18.556045532226562,18.556045532226562,1,0,1.0,visible,0,0.042571429163217545,0.11542857438325882,0.21628572046756744,0.3765714168548584,0.7602857351303101,0.01657142862677574,0.027714285999536514,0.04771428555250168,0.1062857136130333,0.32657143473625183,0.01514285709708929,0.0511428564786911,0.11742857098579407,0.30085715651512146,0.5845714211463928
125,42,131072,125225,5847,103577,21623,25,25,103566,3,18.554065704345703,18.554065704345703,1,0,1.0,visible,0,0.04228571429848671,0.11628571152687073,0.21799999475479126,0.3797142803668976,0.7591428756713867,0.01371428556740284,0.03200000151991844,0.05485714226961136,0.12942856550216675,0.3294285833835602,0.014571428298950195,0.05057142674922943,0.11400000005960464,0.2857142984867096,0.5720000267028809
125,43,131072,125241,5831,103662,21553,26,26,103639,3,18.491697311401367,18.491697311401367,1,0,1.0,visible,0,0.042571429163217545,0.11514285951852798,0.21457143127918243,0.37628570199012756,0.7680000066757202,0.01371428556740284,0.02628571353852749,0.03285714238882065,0.10999999940395355,0.35914286971092224,0.01485714316368103,0.05057142674922943,0.11457142978906631,0.28628572821617126,0.5651428699493408
125,44,131072,125247,5825,103724,21503,20,20,103700,3,18.322696685791016,18.322696685791016,1,0,1.0,visible,0,0.042571429163217545,0.11599999666213989,0.21657143533229828,0.38199999928474426,0.7799999713897705,0.009428570978343487,0.01971428655087948,0.04771428555250168,0.11028571426868439,0.36142855882644653,0.014571428298950195,0.049714285880327225,0.11257142573595047,0.28028571605682373,0.5622857213020325
125,45,131072,125222,5850,103764,21432,26,26,103741,3,18.211223602294922,18.211223602294922,1,0,1.0,visible,0,0.043142858892679214,0.11457142978906631,0.21571429073810577,0.38199999928474426,0.7788571715354919,0.012285714037716389,0.02257142774760723,0.057999998331069946,0.14257143437862396,0.3791428506374359,0.01485714316368103,0.049714285880327225,0.10971428453922272,0.27000001072883606,0.5525714159011841
125,46,131072,125177,5895,103730,21420,27,27,103706,3,18.261371612548828,18.261371612548828,1,0,1.0,visible,0,0.04285714402794838,0.1128571406006813,0.21199999749660492,0.3782857060432434,0.7888571619987488,0.012571428902447224,0.020571429282426834,0.054571427404880524,0.12800000607967377,0.35685715079307556,0.01485714316368103,0.049142856150865555,0.10742857307195663,0.26257142424583435,0.5477142930030823
125,47,131072,125181,5891,103807,21352,22,22,103786,3,18.057071685791016,18.057071685791016,1,0,1.0,visible,0,0.04342857003211975,0.11542857438325882,0.21571429073810577,0.3874285817146301,0.7968571186065674,0.011428571306169033,0.022285714745521545,0.03514285758137703,0.17428570985794067,0.3174285590648651,0.015428571030497551,0.05000000074505806,0.10914285480976105,0.2628571391105652,0.5502856969833374
125,48,131072,125173,5899,103904,21240,29,29,103879,3,17.940624237060547,17.940624237060547,1,0,1.0,visible,0,0.04399999976158142,0.11514285951852798,0.2160000056028366,0.38942858576774597,0.8082857131958008,0.012857142835855484,0.021714285016059875,0.061714284121990204,0.0917142853140831,0.35199999809265137,0.015428571030497551,0.04857143014669418,0.10771428793668747,0.2571428716182709,0.5468571186065674
125,49,131072,125197,5875,104094,21078,25,25,104070,3,17.776819229125977,17.776819229125977,1,0,1.0,visible,0,0.044285714626312256,0.11485714465379715,0.21542857587337494,0.3928571343421936,0.8122857213020325,0.012000000104308128,0.030857142060995102,0.04399999976158142,0.1851428598165512,0.3442857265472412,0.01514285709708929,0.04771428555250168,0.10542856901884079,0.25285714864730835,0.5417143106460571
125,50,131072,125123,5949,104207,20893,23,23,104185,3,17.597627639770508,17.597627639770508,1,0,1.0,visible,0,0.04457142949104309,0.11514285951852798,0.21542857587337494,0.3934285640716553,0.8234285712242126,0.010571428574621677,0.040571428835392,0.06400000303983688,0.13257142901420593,0.38114285469055176,0.01514285709708929,0.04800000041723251,0.10457143187522888,0.25,0.5374285578727722
125,51,131072,125160,5912,103778,21355,27,27,103757,3,17.537626266479492,17.537626266479492,1,0,1.0,visible,0,0.04457142949104309,0.11428571492433548,0.21371428668498993,0.39142856001853943,0.828000009059906,0.012571428902447224,0.022857142612338066,0.06142857298254967,0.12228571623563766,0.36714285612106323,0.01600000075995922,0.04828571528196335,0.10485713928937912,0.2514285743236542,0.5494285821914673
125,52,131072,125085,5987,104401,20659,25,25,104379,3,17.563859939575195,17.563859939575195,1,0,1.0,visible,0,0.04457142949104309,0.11542857438325882,0.2151428610086441,0.3945714235305786,0.8282856941223145,0.00828571431338787,0.03514285758137703,0.06285714358091354,0.15142856538295746,0.37400001287460327,0.01514285709708929,0.04714285582304001,0.09971428662538528,0.23085714876651764,0.5165714025497437
125,53,131072,125110,5962,104358,20725,27,27,104336,3,17.312665939331055,17.312665939331055,1,0,1.0,visible,0,0.04457142949104309,0.11400000005960464,0.2134285718202591,0.39571428298950195,0.8345714211463928,0.010857142508029938,0.022285714745521545,0.06199999898672104,0.1397142857313156,0.3382857143878937,0.015428571030497551,0.0462857149541378,0.09857142716646194,0.23028571903705597,0.521142840385437
125,54,131072,125085,5987,104325,20735,25,25,104305,3,17.228628158569336,17.228628158569336,1,0,1.0,visible,0,0.044857144355773926,0.11428571492433548,0.21285714209079742,0.39714285731315613,0.8371428847312927,0.01371428556740284,0.026571428403258324,0.05228571593761444,0.1591428518295288,0.4259999990463257,0.015714285895228386,0.04600000008940697,0.09799999743700027,0.22457142174243927,0.5145714282989502
125,55,131072,125102,5970,104409,20667,26,26,104393,3,17.025917053222656,17.025917053222656,1,0,1.0,visible,0,0.044285714626312256,0.11371428519487381,0.21171428263187408,0.3968571424484253,0.8391428589820862,0.012571428902447224,0.03228571265935898,0.07000000029802322,0.13685713708400726,0.3682857155799866,0.015428571030497551,0.04514285549521446,0.09514285624027252,0.2174285650253296,0.5071428418159485
125,56,131072,125003,6069,104436,20535,32,32,104421,3,16.921390533447266,16.921390533447266,1,0,1.0,visible,0,0.04457142949104309,0.1128571406006813,0.21057142317295074,0.39399999380111694,0.8399999737739563,0.012000000104308128,0.018285714089870453,0.059142857789993286,0.11371428519487381,0.34057143330574036,0.015428571030497551,0.044285714626312256,0.09485714137554169,0.2151428610086441,0.49314284324645996
125,57,131072,124952,6120,104384,20537,31,31,104368,3,16.805110931396484,16.805110931396484,1,0,1.0,visible,0,0.044857144355773926,0.11342857033014297,0.2125714272260666,0.39800000190734863,0.8500000238418579,0.012571428902447224,0.024857142940163612,0.062285713851451874,0.14914286136627197,0.3791428506374359,0.015714285895228386,0.044285714626312256,0.09371428936719894,0.2151428610086441,0.4951428472995758
125,58,131072,125013,6059,104411,20572,30,30,104395,3,16.629989624023438,16.629989624023438,1,0,1.0,visible,0,0.044857144355773926,0.11342857033014297,0.21228571236133575,0.3994285762310028,0.8545714020729065,0.012285714037716389,0.02742857113480568,0.06057142838835716,0.11542857438325882,0.39485713839530945,0.015428571030497551,0.04399999976158142,0.0925714299082756,0.20914286375045776,0.48485714197158813
125,59,131072,124995,6077,104390,20572,33,33,104376,3,16.55811309814453,16.55811309814453,1,0,1.0,visible,0,0.04457142949104309,0.1128571406006813,0.21171428263187408,0.4000000059604645,0.8579999804496765,0.010285714641213417,0.024857142940163612,0.07657142728567123,0.13571429252624512,0.3637142777442932,0.015428571030497551,0.043714284896850586,0.0908571407198906,0.2037142813205719,0.4811428487300873
125,60,131072,125020,6052,104459,20533,28,28,104445,3,16.387765884399414,16.387765884399414,1,0,1.0,visible,0,0.044285714626312256,0.1120000034570694,0.21171428263187408,0.40142858028411865,0.8588571548461914,0.013142856769263744,0.022285714745521545,0.05999999865889549,0.18000000715255737,0.41371428966522217,0.015428571030497551,0.04285714402794838,0.08971428871154785,0.20200000703334808,0.4725714325904846
125,61,131072,124913,6159,104061,20822,30,30,104047,3,16.150409698486328,16.150409698486328,1,0,1.0,visible,0,0.04457142949104309,0.11085714399814606,0.21057142317295074,0.4000000059604645,0.8557142615318298,0.014285714365541935,0.02857142873108387,0.06028571352362633,0.15942856669425964,0.41342857480049133,0.015428571030497551,0.043142858892679214,0.09142857044935226,0.20828571915626526,0.4862857162952423
125,62,131072,124987,6085,104718,20237,32,32,104704,3,16.28152084350586,16.28152084350586,1,0,1.0,visible,0,0.04457142949104309,0.11171428859233856,0.21199999749660492,0.40228572487831116,0.8611428737640381,0.013142856769263744,0.03400000184774399,0.06428571790456772,0.14342856407165527,0.3954285681247711,0.015428571030497551,0.041999999433755875,0.08571428805589676,0.19285714626312256,0.45428571105003357
125,63,131072,124903,6169,104565,20305,33,33,104553,3,16.000669479370117,16.000669479370117,1,0,1.0,visible,0,0.04399999976158142,0.10942856967449188,0.20742857456207275,0.3977142870426178,0.8545714020729065,0.012285714037716389,0.028857143595814705,0.06599999964237213,0.1314285695552826,0.37628570199012756,0.015428571030497551,0.041999999433755875,0.08628571778535843,0.1908571422100067,0.45571428537368774
125,64,131072,124955,6117,104526,20391,38,38,104518,3,15.851632118225098,15.851632118225098,1,0,1.0,visible,0,0.044857144355773926,0.11085714399814606,0.21085713803768158,0.4017142951488495,0.8562856912612915,0.011714286170899868,0.026000000536441803,0.055142857134342194,0.09428571164608002,0.4774285852909088,0.015428571030497551,0.04171428456902504,0.08571428805589676,0.18885713815689087,0.4551428556442261
125,65,131072,124899,6173,104539,20325,35,35,104529,3,15.76486587524414,15.76486587524414,1,0,1.0,visible,0,0.04399999976158142,0.10942856967449188,0.20714285969734192,0.4000000059604645,0.8557142615318298,0.014000000432133675,0.02971428632736206,0.06885714083909988,0.1071428582072258,0.4145714342594147,0.015428571030497551,0.04085714370012283,0.08399999886751175,0.1834285706281662,0.4462857246398926
125,66,131072,124772,6300,104633,20099,40,40,104625,3,15.57192611694336,15.57192611694336,1,0,1.0,visible,0,0.04399999976158142,0.10885713994503021,0.20742857456207275,0.400857150554657,0.850857138633728,0.013142856769263744,0.03971428424119949,0.06485714018344879,0.10199999809265137,0.3928571343421936,0.015428571030497551,0.040571428835392,0.08285713940858841,0.1794285774230957,0.4374285638332367
125,67,131072,124873,6199,104680,20158,35,35,104672,3,15.403191566467285,15.403191566467285,1,0,1.0,visible,0,0.0454285703599453,0.10999999940395355,0.2094285786151886,0.40685713291168213,0.8497142791748047,0.012571428902447224,0.03914285823702812,0.08514285832643509,0.14571428298950195,0.4328571557998657,0.015428571030497551,0.040571428835392,0.08257143199443817,0.17914286255836487,0.4325714409351349
125,68,131072,124844,6228,104654,20156,34,34,104646,3,15.343080520629883,15.343080520629883,1,0,1.0,visible,0,0.0454285703599453,0.11057142913341522,0.20971427857875824,0.4057142734527588,0.8460000157356262,0.016285713762044907,0.0462857149541378,0.08799999952316284,0.13600000739097595,0.4302857220172882,0.015428571030497551,0.03971428424119949,0.08142857253551483,0.17628571391105652,0.42914286255836487
125,69,131072,124808,6264,104655,20120,33,33,104647,3,15.256458282470703,15.256458282470703,1,0,1.0,visible,0,0.044857144355773926,0.11028571426868439,0.20971427857875824,0.4057142734527588,0.8434285521507263,0.010285714641213417,0.04457142949104309,0.08571428805589676,0.13600000739097595,0.47114285826683044,0.015428571030497551,0.04028571397066116,0.081142857670784,0.17399999499320984,0.4214285612106323
