联合条件,格编码,条件说明,206训练_世界或序列数,206训练_合成版本或真实序列数,206训练_原始背景序列数（非独立道路）,206训练_帧数,206训练_该联合表帧分母,206训练_帧比例,206训练_全距离异常点,206训练_范围内异常点,206训练_已观测实例标识数,201合成验证_世界或序列数,201合成验证_合成版本或真实序列数,201合成验证_原始背景序列数（非独立道路）,201合成验证_帧数,201合成验证_该联合表帧分母,201合成验证_帧比例,201合成验证_全距离异常点,201合成验证_范围内异常点,201合成验证_已观测实例标识数,真实开发_世界或序列数,真实开发_合成版本或真实序列数,真实开发_原始背景序列数（非独立道路）,真实开发_帧数,真实开发_该联合表帧分母,真实开发_帧比例,真实开发_全距离异常点,真实开发_范围内异常点,真实开发_已观测实例标识数,差异类型
count_distance_history,1|0|4,"范围内1至4点；距离中位数[2.5,10)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,4,4,4,5,8583,0.0005825468950250495,11,11,4,训练完全缺覆盖
count_distance_history,1|1|0,"范围内1至4点；距离中位数[10,20)；历史可见0次",2,2,1,2,1780,0.0011235955056179776,3,3,2,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,1|1|1,"范围内1至4点；距离中位数[10,20)；历史可见1次",2,2,1,2,1780,0.0011235955056179776,4,4,2,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,1|1|2,"范围内1至4点；距离中位数[10,20)；历史可见2次",2,2,1,2,1780,0.0011235955056179776,6,6,2,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,1|1|3,"范围内1至4点；距离中位数[10,20)；历史可见3次",2,2,1,5,1780,0.0028089887640449437,11,11,2,0,0,0,0,1356,0.0,0,0,0,2,2,2,7,8583,0.0008155656530350694,16,16,3,合成验证完全缺覆盖
count_distance_history,1|1|4,"范围内1至4点；距离中位数[10,20)；历史可见4次",2,2,1,2,1780,0.0011235955056179776,3,3,2,1,1,1,1,1356,0.0007374631268436578,4,4,1,7,7,7,71,8583,0.008272165909355703,187,187,8,共同覆盖；比较频率
count_distance_history,1|2|0,"范围内1至4点；距离中位数[20,35)；历史可见0次",3,3,1,6,1780,0.0033707865168539327,10,10,3,1,1,1,2,1356,0.0014749262536873156,2,2,1,1,1,1,2,8583,0.0002330187580100198,2,2,1,共同覆盖；比较频率
count_distance_history,1|2|1,"范围内1至4点；距离中位数[20,35)；历史可见1次",3,3,1,4,1780,0.0022471910112359553,9,9,3,1,1,1,3,1356,0.0022123893805309734,9,9,1,2,2,2,6,8583,0.0006990562740300594,11,11,2,共同覆盖；比较频率
count_distance_history,1|2|2,"范围内1至4点；距离中位数[20,35)；历史可见2次",2,2,1,3,1780,0.0016853932584269663,7,7,2,1,1,1,3,1356,0.0022123893805309734,3,3,1,3,3,3,20,8583,0.002330187580100198,30,30,4,共同覆盖；比较频率
count_distance_history,1|2|3,"范围内1至4点；距离中位数[20,35)；历史可见3次",3,3,1,17,1780,0.009550561797752809,36,36,3,1,1,1,2,1356,0.0014749262536873156,5,5,1,7,7,7,70,8583,0.008155656530350693,125,125,9,共同覆盖；比较频率
count_distance_history,1|2|4,"范围内1至4点；距离中位数[20,35)；历史可见4次",3,3,1,23,1780,0.012921348314606741,63,63,3,2,2,1,46,1356,0.03392330383480826,127,127,2,17,17,17,442,8583,0.05149714552021438,1223,1223,25,共同覆盖；比较频率
count_distance_history,1|3|0,"范围内1至4点；距离中位数[35,50]；历史可见0次",4,4,1,7,1780,0.003932584269662922,7,7,4,2,2,1,7,1356,0.005162241887905605,7,7,2,7,7,7,10,8583,0.001165093790050099,10,10,7,共同覆盖；比较频率
count_distance_history,1|3|1,"范围内1至4点；距离中位数[35,50]；历史可见1次",4,4,1,9,1780,0.0050561797752808986,16,16,4,2,2,1,14,1356,0.01032448377581121,19,19,2,9,9,9,20,8583,0.002330187580100198,34,34,9,共同覆盖；比较频率
count_distance_history,1|3|2,"范围内1至4点；距离中位数[35,50]；历史可见2次",4,4,1,7,1780,0.003932584269662922,10,10,4,2,2,1,6,1356,0.004424778761061947,8,8,2,10,10,10,38,8583,0.004427356402190376,57,56,11,共同覆盖；比较频率
count_distance_history,1|3|3,"范围内1至4点；距离中位数[35,50]；历史可见3次",4,4,1,10,1780,0.0056179775280898875,21,21,4,2,2,1,11,1356,0.008112094395280236,17,17,2,14,14,14,85,8583,0.009903297215425842,141,141,15,共同覆盖；比较频率
count_distance_history,1|3|4,"范围内1至4点；距离中位数[35,50]；历史可见4次",3,3,1,19,1780,0.010674157303370787,39,39,3,2,2,1,71,1356,0.05235988200589971,142,142,2,17,17,17,340,8583,0.03961318886170337,739,738,25,共同覆盖；比较频率
count_distance_history,2|0|0,"范围内5至19点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,5,5,5,5,8583,0.0005825468950250495,48,48,5,训练完全缺覆盖
count_distance_history,2|0|1,"范围内5至19点；距离中位数[2.5,10)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,1,1,1,1,8583,0.0001165093790050099,14,14,1,训练完全缺覆盖
count_distance_history,2|0|2,"范围内5至19点；距离中位数[2.5,10)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|0|3,"范围内5至19点；距离中位数[2.5,10)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|0|4,"范围内5至19点；距离中位数[2.5,10)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,1,1,1,3,1356,0.0022123893805309734,44,44,1,10,10,10,50,8583,0.005825468950250495,687,687,11,训练完全缺覆盖
count_distance_history,2|1|0,"范围内5至19点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,1,1,1,1,1356,0.0007374631268436578,8,8,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|1|1,"范围内5至19点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,1,1,1,1,1356,0.0007374631268436578,15,15,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|1|2,"范围内5至19点；距离中位数[10,20)；历史可见2次",1,1,1,3,1780,0.0016853932584269663,24,24,1,0,0,0,0,1356,0.0,0,0,0,1,1,1,2,8583,0.0002330187580100198,18,18,2,合成验证完全缺覆盖
count_distance_history,2|1|3,"范围内5至19点；距离中位数[10,20)；历史可见3次",1,1,1,1,1780,0.0005617977528089888,5,5,1,0,0,0,0,1356,0.0,0,0,0,1,1,1,2,8583,0.0002330187580100198,19,19,2,合成验证完全缺覆盖
count_distance_history,2|1|4,"范围内5至19点；距离中位数[10,20)；历史可见4次",3,3,1,110,1780,0.06179775280898876,1562,1562,3,2,2,1,51,1356,0.03761061946902655,665,665,2,18,18,18,451,8583,0.052545729931259465,5018,5018,28,共同覆盖；比较频率
count_distance_history,2|2|0,"范围内5至19点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,1,1,1,1,8583,0.0001165093790050099,5,5,1,训练完全缺覆盖
count_distance_history,2|2|1,"范围内5至19点；距离中位数[20,35)；历史可见1次",2,2,1,3,1780,0.0016853932584269663,18,18,2,0,0,0,0,1356,0.0,0,0,0,1,1,1,1,8583,0.0001165093790050099,8,8,1,合成验证完全缺覆盖
count_distance_history,2|2|2,"范围内5至19点；距离中位数[20,35)；历史可见2次",1,1,1,1,1780,0.0005617977528089888,6,6,1,1,1,1,1,1356,0.0007374631268436578,7,7,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|2|3,"范围内5至19点；距离中位数[20,35)；历史可见3次",3,3,1,5,1780,0.0028089887640449437,42,42,3,1,1,1,1,1356,0.0007374631268436578,15,15,1,4,4,4,5,8583,0.0005825468950250495,28,28,6,共同覆盖；比较频率
count_distance_history,2|2|4,"范围内5至19点；距离中位数[20,35)；历史可见4次",3,3,1,118,1780,0.06629213483146068,1216,1216,3,2,2,1,59,1356,0.043510324483775814,521,521,2,15,15,15,403,8583,0.04695327973901899,3503,3503,25,共同覆盖；比较频率
count_distance_history,2|3|0,"范围内5至19点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|3|1,"范围内5至19点；距离中位数[35,50]；历史可见1次",1,1,1,1,1780,0.0005617977528089888,6,6,1,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|3|2,"范围内5至19点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,2|3|3,"范围内5至19点；距离中位数[35,50]；历史可见3次",1,1,1,2,1780,0.0011235955056179776,11,11,1,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,2|3|4,"范围内5至19点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,1,1,1,2,1356,0.0014749262536873156,10,10,1,4,4,4,54,8583,0.006291506466270535,357,357,8,训练完全缺覆盖
count_distance_history,3|0|0,"范围内20至99点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,4,4,4,4,8583,0.0004660375160200396,130,130,6,训练完全缺覆盖
count_distance_history,3|0|1,"范围内20至99点；距离中位数[2.5,10)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,10,10,10,10,8583,0.001165093790050099,581,581,13,训练完全缺覆盖
count_distance_history,3|0|2,"范围内20至99点；距离中位数[2.5,10)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,8,8,8,8,8583,0.0009320750320400792,511,511,9,训练完全缺覆盖
count_distance_history,3|0|3,"范围内20至99点；距离中位数[2.5,10)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,1,1,1,2,1356,0.0014749262536873156,133,133,1,9,9,9,9,8583,0.0010485844110450892,582,582,10,训练完全缺覆盖
count_distance_history,3|0|4,"范围内20至99点；距离中位数[2.5,10)；历史可见4次",1,1,1,80,1780,0.0449438202247191,5581,5581,1,2,2,1,26,1356,0.019174041297935103,1681,1681,2,19,19,19,340,8583,0.03961318886170337,17590,17590,30,共同覆盖；比较频率
count_distance_history,3|1|0,"范围内20至99点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|1|1,"范围内20至99点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|1|2,"范围内20至99点；距离中位数[10,20)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,1,1,1,1,1356,0.0007374631268436578,22,22,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,3|1|3,"范围内20至99点；距离中位数[10,20)；历史可见3次",1,1,1,1,1780,0.0005617977528089888,23,23,1,1,1,1,1,1356,0.0007374631268436578,22,22,1,0,0,0,0,8583,0.0,0,0,0,该发布真实集合无覆盖
count_distance_history,3|1|4,"范围内20至99点；距离中位数[10,20)；历史可见4次",3,3,1,86,1780,0.048314606741573035,2582,2582,3,2,2,1,122,1356,0.08997050147492626,5493,5493,2,14,14,14,303,8583,0.035302341838518,10546,10546,24,共同覆盖；比较频率
count_distance_history,3|2|0,"范围内20至99点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|1,"范围内20至99点；距离中位数[20,35)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|2,"范围内20至99点；距离中位数[20,35)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|3,"范围内20至99点；距离中位数[20,35)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|2|4,"范围内20至99点；距离中位数[20,35)；历史可见4次",1,1,1,13,1780,0.007303370786516854,304,304,1,1,1,1,17,1356,0.012536873156342183,378,378,1,1,1,1,55,8583,0.006408015845275544,1261,1261,2,共同覆盖；比较频率
count_distance_history,3|3|0,"范围内20至99点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|1,"范围内20至99点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|2,"范围内20至99点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|3,"范围内20至99点；距离中位数[35,50]；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,3|3|4,"范围内20至99点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|0|0,"范围内100至499点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|0|1,"范围内100至499点；距离中位数[2.5,10)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,2,2,2,2,8583,0.0002330187580100198,219,219,2,训练完全缺覆盖
count_distance_history,4|0|2,"范围内100至499点；距离中位数[2.5,10)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,5,5,5,5,8583,0.0005825468950250495,703,703,8,训练完全缺覆盖
count_distance_history,4|0|3,"范围内100至499点；距离中位数[2.5,10)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,1,1,1,2,1356,0.0014749262536873156,214,214,1,4,4,4,4,8583,0.0004660375160200396,547,547,7,训练完全缺覆盖
count_distance_history,4|0|4,"范围内100至499点；距离中位数[2.5,10)；历史可见4次",1,1,1,36,1780,0.020224719101123594,4955,4955,1,1,1,1,9,1356,0.00663716814159292,1114,1114,1,14,14,14,236,8583,0.027496213445182337,44407,44407,25,共同覆盖；比较频率
count_distance_history,4|1|0,"范围内100至499点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|1,"范围内100至499点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|2,"范围内100至499点；距离中位数[10,20)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|3,"范围内100至499点；距离中位数[10,20)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|1|4,"范围内100至499点；距离中位数[10,20)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,1,1,1,5,8583,0.0005825468950250495,616,616,2,训练完全缺覆盖
count_distance_history,4|2|0,"范围内100至499点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|1,"范围内100至499点；距离中位数[20,35)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|2,"范围内100至499点；距离中位数[20,35)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|3,"范围内100至499点；距离中位数[20,35)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|2|4,"范围内100至499点；距离中位数[20,35)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|0,"范围内100至499点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|1,"范围内100至499点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|2,"范围内100至499点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|3,"范围内100至499点；距离中位数[35,50]；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,4|3|4,"范围内100至499点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|0,"范围内至少500点；距离中位数[2.5,10)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|1,"范围内至少500点；距离中位数[2.5,10)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|2,"范围内至少500点；距离中位数[2.5,10)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|3,"范围内至少500点；距离中位数[2.5,10)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|0|4,"范围内至少500点；距离中位数[2.5,10)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|0,"范围内至少500点；距离中位数[10,20)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|1,"范围内至少500点；距离中位数[10,20)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|2,"范围内至少500点；距离中位数[10,20)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|3,"范围内至少500点；距离中位数[10,20)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|1|4,"范围内至少500点；距离中位数[10,20)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|0,"范围内至少500点；距离中位数[20,35)；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|1,"范围内至少500点；距离中位数[20,35)；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|2,"范围内至少500点；距离中位数[20,35)；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|3,"范围内至少500点；距离中位数[20,35)；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|2|4,"范围内至少500点；距离中位数[20,35)；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|0,"范围内至少500点；距离中位数[35,50]；历史可见0次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|1,"范围内至少500点；距离中位数[35,50]；历史可见1次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|2,"范围内至少500点；距离中位数[35,50]；历史可见2次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|3,"范围内至少500点；距离中位数[35,50]；历史可见3次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
count_distance_history,5|3|4,"范围内至少500点；距离中位数[35,50]；历史可见4次",0,0,0,0,1780,0.0,0,0,0,0,0,0,0,1356,0.0,0,0,0,0,0,0,0,8583,0.0,0,0,0,三侧均无观测
