池,因素,条件,统计范围,v1分子,v1分母,v1覆盖世界,v1比例,v2分子,v2分母,v2覆盖世界,v2比例,真实分子,真实分母,真实覆盖序列,真实比例,目标参考比例,目标下限,目标上限,v2减目标,残余状态
validation,G01,count_bin_0|distance_bin_2,完整五帧区间的官方合格当前帧；分箱沿用固定定义,15,2278,2,0.006584723441615452,61,299,2,0.2040133779264214,410,1956,16,0.20961145194274028,0.20413087934560328,,,-0.00011750141918187573,报告实际差异；不要求精确相等
validation,G01,count_bin_0|distance_bin_3,完整五帧区间的官方合格当前帧；分箱沿用固定定义,63,2278,3,0.0276558384547849,2,299,1,0.006688963210702341,54,1956,4,0.027607361963190184,0.02872699386503067,,,-0.02203803065432833,报告实际差异；不要求精确相等
validation,G01,count_bin_1|distance_bin_0,完整五帧区间的官方合格当前帧；分箱沿用固定定义,262,2278,28,0.11501316944688324,28,299,2,0.09364548494983277,371,1956,19,0.18967280163599182,0.18518916155419224,,,-0.09154367660435947,报告实际差异；不要求精确相等
validation,G01,count_bin_1|distance_bin_1,完整五帧区间的官方合格当前帧；分箱沿用固定定义,113,2278,15,0.04960491659350307,124,299,2,0.41471571906354515,303,1956,14,0.1549079754601227,0.15216257668711655,,,0.26255314237642857,报告实际差异；不要求精确相等
validation,G01,count_bin_1|distance_bin_2,完整五帧区间的官方合格当前帧；分箱沿用固定定义,68,2278,4,0.029850746268656716,17,299,1,0.056856187290969896,55,1956,1,0.028118609406952964,0.031712678936605315,,,0.02514350835436458,报告实际差异；不要求精确相等
validation,G01,count_bin_1|distance_bin_3,完整五帧区间的官方合格当前帧；分箱沿用固定定义,66,2278,3,0.02897278314310799,0,299,0,0.0,0,1956,0,0.0,0.0025000000000000005,,,-0.0025000000000000005,报告实际差异；不要求精确相等
validation,G01,count_bin_2|distance_bin_0,完整五帧区间的官方合格当前帧；分箱沿用固定定义,487,2278,50,0.21378402107111502,11,299,1,0.03678929765886288,247,1956,14,0.12627811860940696,0.12496421267893659,,,-0.08817491502007371,报告实际差异；不要求精确相等
validation,G01,count_bin_2|distance_bin_1,完整五帧区间的官方合格当前帧；分箱沿用固定定义,246,2278,26,0.10798946444249341,0,299,0,0.0,5,1956,1,0.002556237218813906,0.007428425357873212,,,-0.007428425357873212,缺覆盖
validation,G01,count_bin_2|distance_bin_2,完整五帧区间的官方合格当前帧；分箱沿用固定定义,35,2278,3,0.015364354697102721,0,299,0,0.0,0,1956,0,0.0,0.0025000000000000005,,,-0.0025000000000000005,报告实际差异；不要求精确相等
validation,G01,count_bin_2|distance_bin_3,完整五帧区间的官方合格当前帧；分箱沿用固定定义,1,2278,1,0.0004389815627743635,0,299,0,0.0,0,1956,0,0.0,0.0,,,0.0,报告实际差异；不要求精确相等
validation,G01,count_bin_3|distance_bin_0,完整五帧区间的官方合格当前帧；分箱沿用固定定义,657,2278,45,0.2884108867427568,0,299,0,0.0,0,1956,0,0.0,0.0025000000000000005,,,-0.0025000000000000005,报告实际差异；不要求精确相等
validation,G01,count_bin_3|distance_bin_1,完整五帧区间的官方合格当前帧；分箱沿用固定定义,39,2278,9,0.017120280948200176,0,299,0,0.0,0,1956,0,0.0,0.0025000000000000005,,,-0.0025000000000000005,报告实际差异；不要求精确相等
validation,G01,count_bin_3|distance_bin_2,完整五帧区间的官方合格当前帧；分箱沿用固定定义,0,2278,0,0.0,0,299,0,0.0,0,1956,0,0.0,0.0,,,0.0,报告实际差异；不要求精确相等
validation,G01,count_bin_3|distance_bin_3,完整五帧区间的官方合格当前帧；分箱沿用固定定义,0,2278,0,0.0,0,299,0,0.0,0,1956,0,0.0,0.0,,,0.0,报告实际差异；不要求精确相等
validation,C04,at_least_3_normal_neighbors_within_0.5m,全部异常点,233620,1603621,92,0.14568280160960725,6168,10788,2,0.5717463848720801,68155,90739,19,0.7511103274226077,0.7511103274226077,,,-0.17936394255052768,报告实际差异；不要求精确相等
validation,B05,reliable_visible_geometry,实例×帧记录,2531,2690,92,0.9408921933085502,241,543,2,0.4438305709023941,1611,4729,19,0.34066398815817295,0.34066398815817295,,,0.10316658274422114,报告实际差异；不要求精确相等
