aspect,azimuth_gap,azimuth_span,elevation_span,frame,ground_height_median,ground_height_p05,ground_rmse,ground_status,ground_support,height,instance,length,linearity,planarity,points,scattering,segment,sequence,shape_status,source_frame,source_sequence,unique_points,version,width
1.1569681572021613,0.011488900465564389,0.02532665017117175,0.02478356067208195,22,,,,fewer_than_20_ground_returns,16,0.8690719604492188,60001,0.7261371612548828,0.28352066947742627,0.5349211742686725,11,0.18155815625390123,0,000_00,reliable_visible_extent,22,206,11,synthetic/pilot_v2_r1/train/000,0.6276206970214844
,,,,23,,,,fewer_than_20_ground_returns,19,,60001,,,,9,,0,000_00,fewer_than_10_distinct_returns,23,206,9,synthetic/pilot_v2_r1/train/000,
1.4163165474684543,0.006135913917166169,0.019190797343220822,0.024783843929194686,24,,,,fewer_than_20_ground_returns,18,0.859122633934021,60001,0.7709255218505859,0.2671883591935992,0.5819077768446406,13,0.1509038639617602,0,000_00,reliable_visible_extent,24,206,13,synthetic/pilot_v2_r1/train/000,0.5443172454833984
1.8842360410338586,0.011488860483464536,0.01919079369553245,0.024782597805545793,25,,,,fewer_than_20_ground_returns,18,0.8520991802215576,60001,0.7087268829345703,0.1388369149540452,0.8140054739553417,11,0.04715761109061304,0,000_00,reliable_visible_extent,25,206,11,synthetic/pilot_v2_r1/train/000,0.37613487243652344
1.066043856234592,0.01148307414542138,0.02468759265656928,0.030356591021173364,26,0.46788159627472714,0.17288608449290185,0.010129184730536896,local_plane_proxy,22,1.023020625114441,60001,0.6738433837890625,0.12585215859947754,0.7102678192663674,15,0.1638800221341551,0,000_00,reliable_visible_extent,26,206,15,synthetic/pilot_v2_r1/train/000,0.6320972442626953
1.3329850910638652,0.012127909351811295,0.030679621508088672,0.024254414505562573,27,0.4963853537344254,0.09779674584670864,0.011072015688941365,local_plane_proxy,20,0.8161503076553345,60001,0.8542003631591797,0.2894083987921119,0.5153014948147931,12,0.19529010639309496,0,000_00,reliable_visible_extent,27,206,12,synthetic/pilot_v2_r1/train/000,0.6408176422119141
1.0083395600042124,0.011627024637417605,0.0308235616632917,0.02426141306607451,28,,,,fewer_than_20_ground_returns,18,0.8244298696517944,60001,0.7670364379882812,0.2792187351985096,0.5447071530685387,14,0.17607411173295173,0,000_00,reliable_visible_extent,28,206,14,synthetic/pilot_v2_r1/train/000,0.7606925964355469
1.2301707290091817,0.011483097735094816,0.025035711232058944,0.024262737183280376,29,0.46000226569831604,0.15583194363569253,0.011354662498639234,local_plane_proxy,20,0.8216443061828613,60001,0.7635726928710938,0.26209896472574373,0.5564929886856657,15,0.18140804658859064,0,000_00,reliable_visible_extent,29,206,15,synthetic/pilot_v2_r1/train/000,0.6207046508789062
1.3020808060170346,0.011488889292794235,0.025326695455214043,0.024781838219831022,30,,,,fewer_than_20_ground_returns,16,0.8278475999832153,60001,0.7779483795166016,0.17474725619079245,0.7260920484792746,14,0.099160695329933,0,000_00,reliable_visible_extent,30,206,14,synthetic/pilot_v2_r1/train/000,0.5974655151367188
,,,,31,,,,fewer_than_20_ground_returns,19,,60001,,,,8,,0,000_00,fewer_than_10_distinct_returns,31,206,8,synthetic/pilot_v2_r1/train/000,
,,,,32,,,,fewer_than_20_ground_returns,19,,60001,,,,9,,0,000_00,fewer_than_10_distinct_returns,32,206,9,synthetic/pilot_v2_r1/train/000,
1.003340197444128,0.017624801295415216,0.024687597274223982,0.02476841371330342,33,0.5241561549987988,0.2061369917671544,0.011660294016722314,local_plane_proxy,20,0.7937508821487427,60001,0.6319484710693359,0.36343754840987513,0.4635184551673705,10,0.1730439964227544,0,000_00,reliable_visible_extent,33,206,10,synthetic/pilot_v2_r1/train/000,0.6298446655273438
1.0691300913911768,0.011808912218918999,0.019190740417793783,0.02478008918682592,34,,,,fewer_than_20_ground_returns,16,0.8030616044998169,60001,0.5422039031982422,0.19211104284775485,0.7345977738909251,12,0.07329118326132009,0,000_00,reliable_visible_extent,34,206,12,synthetic/pilot_v2_r1/train/000,0.5071449279785156
1.059070376071033,0.011488922023502712,0.03146257867900282,0.024423978910581012,35,,,,fewer_than_20_ground_returns,17,0.7761552333831787,60001,0.8058128356933594,0.36580921413964096,0.39779787040951675,15,0.23639291545084234,0,000_00,reliable_visible_extent,35,206,15,synthetic/pilot_v2_r1/train/000,0.7608680725097656
1.5361841549712048,0.011460798309394504,0.019218831656795388,0.030530804106797198,36,,,,fewer_than_20_ground_returns,15,0.9713952541351318,60001,0.6939620971679688,0.33817518424747256,0.5527627868419425,15,0.109062028910585,0,000_00,reliable_visible_extent,36,206,15,synthetic/pilot_v2_r1/train/000,0.45174407958984375
1.2907766659417914,0.011460779419973588,0.02535474501379653,0.024430621809172687,37,,,,fewer_than_20_ground_returns,18,0.7785882949829102,60001,0.7585277557373047,0.2732252307297648,0.632672569283792,18,0.09410219998644319,0,000_00,reliable_visible_extent,37,206,18,synthetic/pilot_v2_r1/train/000,0.5876522064208984
1.130903079455982,0.01146078845154097,0.024543735367723585,0.030536338972600087,38,,,,fewer_than_20_ground_returns,14,0.9688088893890381,60001,0.6380462646484375,0.36731857281483127,0.5173244829133723,17,0.1153569442717964,0,000_00,reliable_visible_extent,38,206,17,synthetic/pilot_v2_r1/train/000,0.5641918182373047
1.9104506873327798,0.005324928677517771,0.006946956175359453,0.02442992813936251,39,,,,fewer_than_20_ground_returns,17,0.7694904804229736,60001,0.31596946716308594,0.8436716381034748,0.13005948282918497,10,0.026268879067340295,0,000_00,reliable_visible_extent,39,206,10,synthetic/pilot_v2_r1/train/000,0.1653900146484375
,,,,40,,,,fewer_than_20_ground_returns,18,,60001,,,,6,,0,000_00,fewer_than_10_distinct_returns,40,206,6,synthetic/pilot_v2_r1/train/000,
,,,,41,,,,fewer_than_20_ground_returns,17,,60001,,,,3,,0,000_00,fewer_than_10_distinct_returns,41,206,3,synthetic/pilot_v2_r1/train/000,
,,,,44,0.35292284109444205,0.1785752883826433,0.011845622059817222,local_plane_proxy,20,,60001,,,,5,,0,000_00,fewer_than_10_distinct_returns,44,206,5,synthetic/pilot_v2_r1/train/000,
,,,,45,,,,fewer_than_20_ground_returns,16,,60001,,,,5,,0,000_00,fewer_than_10_distinct_returns,45,206,5,synthetic/pilot_v2_r1/train/000,
1.581881691420782,0.005324900199066174,0.013082860305825506,0.030533210969317964,46,,,,fewer_than_20_ground_returns,18,0.9367368221282959,60001,0.5312232971191406,0.5724918758737845,0.32160086147751127,15,0.10590726264870423,0,000_00,reliable_visible_extent,46,206,15,synthetic/pilot_v2_r1/train/000,0.3358173370361328
1.264056662229066,0.011460810279859013,0.025354707667680998,0.030534184179036444,47,0.5082500231346834,0.1065286092419729,0.007023898819719512,local_plane_proxy,22,0.9391141533851624,60001,0.7859897613525391,0.11578146034710488,0.7208913581649801,18,0.1633271814879151,0,000_00,reliable_visible_extent,47,206,18,synthetic/pilot_v2_r1/train/000,0.6217994689941406
1.0305701608145887,0.011780842316589824,0.03004065925363708,0.02443624243347814,48,0.4839486708768932,0.18554257806218566,0.00958587256892292,local_plane_proxy,23,0.7591270208358765,60001,0.7663898468017578,0.09501616965298697,0.7545795336690487,16,0.15040429667796434,0,000_00,reliable_visible_extent,48,206,16,synthetic/pilot_v2_r1/train/000,0.7436561584472656
1.04196645736442,0.011460780733489329,0.031462562688283846,0.03070753020106811,49,0.6303800231020582,0.24146887810029982,0.006499302201490934,local_plane_proxy,20,0.9383189678192139,60001,0.7811489105224609,0.3461462347628139,0.5167074071315845,21,0.13714635810560163,0,000_00,reliable_visible_extent,49,206,21,synthetic/pilot_v2_r1/train/000,0.7496871948242188
1.221831189764497,0.011460827086335224,0.025326655634721362,0.03071267937379002,50,0.5690134093547883,0.08252759612052767,0.007272109106205906,local_plane_proxy,25,0.9437788724899292,60001,0.7648353576660156,0.42863991861726564,0.42924877040988507,20,0.1421113109728493,0,000_00,reliable_visible_extent,50,206,20,synthetic/pilot_v2_r1/train/000,0.6259746551513672
1.1448824670850952,0.01146082685062133,0.025326590499402002,0.024433543154003215,51,0.605923812488947,0.2174897259275724,0.010138615689152464,local_plane_proxy,28,0.7513229846954346,60001,0.6909675598144531,0.24382294969689114,0.6600532860176712,18,0.0961237642854376,0,000_00,reliable_visible_extent,51,206,18,synthetic/pilot_v2_r1/train/000,0.6035270690917969
1.5648004701105829,0.006774913257676984,0.031462527103657933,0.030531438081114873,52,0.522620616693906,0.1544911993693487,0.009365261236971718,local_plane_proxy,30,0.9290698766708374,60001,0.8939056396484375,0.30729314030083893,0.46739040882380656,18,0.22531645087535448,0,000_00,reliable_visible_extent,52,206,18,synthetic/pilot_v2_r1/train/000,0.571258544921875
1.13815815000194,0.011460830046476023,0.030999590869784655,0.03053594398360819,53,0.47660047533755945,0.07834220308040751,0.006464842062055445,local_plane_proxy,25,0.9313021302223206,60001,0.7832956314086914,0.3258539915545812,0.5440871944489204,21,0.13005881399649832,0,000_00,reliable_visible_extent,53,206,21,synthetic/pilot_v2_r1/train/000,0.6882133483886719
1.0626273303043994,0.011460800759942158,0.025354683056976413,0.030542900430863114,54,0.5984213020057525,0.02638246332054406,0.009489360190937173,local_plane_proxy,27,0.9365062117576599,60001,0.7133102416992188,0.30204662970148766,0.5237073556869895,21,0.17424601461152292,0,000_00,reliable_visible_extent,54,206,21,synthetic/pilot_v2_r1/train/000,0.6712703704833984
1.5258089394666483,0.012271872374397752,0.02535469305114013,0.030539757922200768,55,0.607122685454216,0.06528552514814608,0.009327708898888027,local_plane_proxy,28,0.9317516684532166,60001,0.8490362167358398,0.4225393042764612,0.4150576028618146,19,0.16240309286172425,0,000_00,reliable_visible_extent,55,206,19,synthetic/pilot_v2_r1/train/000,0.5564498901367188
1.4292026301820446,0.011460815508357758,0.031462529470223544,0.030536569874249637,56,0.5247697731782577,0.13087774527514312,0.010808377901825528,local_plane_proxy,33,0.9296156167984009,60001,0.8884239196777344,0.25839230791009343,0.5715601876835524,22,0.17004750440635405,0,000_00,reliable_visible_extent,56,206,22,synthetic/pilot_v2_r1/train/000,0.6216220855712891
1.1204554048547988,0.011460842691361606,0.02532666655398863,0.024440160441093053,57,0.6007654656169401,0.20284019455191626,0.009647730156417358,local_plane_proxy,31,0.7547522783279419,60001,0.72906494140625,0.3098508716714862,0.5773113217434697,19,0.11283780658504415,0,000_00,reliable_visible_extent,57,206,19,synthetic/pilot_v2_r1/train/000,0.6506862640380859
1.3087883359779413,0.011488890626638604,0.0246876047428799,0.030713132869968657,58,0.48430408567026917,0.09065884117402916,0.00840834878931733,local_plane_proxy,32,0.9364871978759766,60001,0.7677268981933594,0.4360173352842752,0.41015229929595004,18,0.1538303654197747,0,000_00,reliable_visible_extent,58,206,18,synthetic/pilot_v2_r1/train/000,0.5865936279296875
1.0563691613217168,0.011488903087488733,0.03146254388518521,0.024781005107128204,59,0.5059352770826866,0.11786348408791744,0.00845665747716834,local_plane_proxy,36,0.7542296648025513,60001,0.7784347534179688,0.49699341689282917,0.3890032825753434,18,0.11400330053182746,0,000_00,reliable_visible_extent,59,206,18,synthetic/pilot_v2_r1/train/000,0.7368965148925781
1.56663549479719,0.011488922905932952,0.030823557380678324,0.024789825811803973,60,0.5358750493544953,0.15281565690907034,0.009446983512855668,local_plane_proxy,34,0.7654459476470947,60001,0.9298372268676758,0.4481105318338394,0.342233586317316,18,0.20965588184884457,0,000_00,reliable_visible_extent,60,206,18,synthetic/pilot_v2_r1/train/000,0.5935249328613281
1.1429836568818004,0.005844958566092018,0.018407762731733612,0.024784057059888807,61,0.4789183539892292,0.17946440399252298,0.010710250999777128,local_plane_proxy,33,0.7565809488296509,60001,0.5120315551757812,0.5996656955260146,0.3586633746875687,14,0.04167092978641673,0,000_00,reliable_visible_extent,61,206,14,synthetic/pilot_v2_r1/train/000,0.44797801971435547
1.3602336579250383,0.011488902589699812,0.03146253061282156,0.02477825470597081,62,0.5827888937602703,0.2122747059262436,0.009879848095937805,local_plane_proxy,32,0.7491655349731445,60001,0.8629703521728516,0.5243053133104834,0.36297097831977426,18,0.11272370836974233,0,000_00,reliable_visible_extent,62,206,18,synthetic/pilot_v2_r1/train/000,0.6344280242919922
1.363066837557128,0.011488942337335661,0.025326628061274725,0.030366944090415092,63,0.4715359059163102,0.0863296975353817,0.01021624247253297,local_plane_proxy,27,0.926268458366394,60001,0.7241630554199219,0.14208604122320898,0.702606539347504,19,0.15530741942928702,0,000_00,reliable_visible_extent,63,206,19,synthetic/pilot_v2_r1/train/000,0.5312747955322266
1.7131223940182538,0.005991989106561402,0.02454370403406525,0.02426392858104893,64,0.4957363791292084,0.10674639361367255,0.01107630548598241,local_plane_proxy,32,0.7449072599411011,60001,0.7922792434692383,0.346928724604194,0.4998310033409569,18,0.1532402720548491,0,000_00,reliable_visible_extent,64,206,18,synthetic/pilot_v2_r1/train/000,0.4624767303466797
1.7698203892057147,0.011483149212500043,0.030823523534822428,0.024261137629294126,65,0.4978785527234415,0.1269886454323325,0.009232211629666873,local_plane_proxy,34,0.7405775785446167,60001,0.9186668395996094,0.4093950904422429,0.4606451788257663,20,0.1299597307319908,0,000_00,reliable_visible_extent,65,206,20,synthetic/pilot_v2_r1/train/000,0.519073486328125
1.1260007056886345,0.011483144204998297,0.03131862407654307,0.02426551009699312,66,0.5246201954390988,0.14741117712546248,0.009658275512589014,local_plane_proxy,36,0.7475615739822388,60001,0.821711540222168,0.3551614504953405,0.4911726243448628,20,0.1536659251597967,0,000_00,reliable_visible_extent,66,206,20,synthetic/pilot_v2_r1/train/000,0.7297611236572266
1.8876842707886075,0.01148313813251356,0.024834668807011795,0.024258917578551614,67,0.5700957155246331,0.20900053559403847,0.011329874194325008,local_plane_proxy,36,0.7364726066589355,60001,0.754694938659668,0.05224815701823763,0.7863568967939819,18,0.16139494618778044,0,000_00,reliable_visible_extent,67,206,18,synthetic/pilot_v2_r1/train/000,0.3997993469238281
1.3715432702278316,0.011483167744026801,0.030970586035335756,0.017989144918170233,68,0.5700482575378794,0.2169741331196736,0.010027946252888399,local_plane_proxy,32,0.5664175748825073,60001,0.8829822540283203,0.6321820636184677,0.22988124996968884,19,0.1379366864118435,0,000_00,reliable_visible_extent,68,206,19,synthetic/pilot_v2_r1/train/000,0.6437873840332031
1.7568887189073843,0.005491170944163182,0.030823559214617546,0.017987829953587983,69,0.4783880753923493,0.2100577793275051,0.011770413231600742,local_plane_proxy,34,0.5635606050491333,60001,0.9375057220458984,0.44931923788748085,0.3836039166471361,20,0.16707684546538304,0,000_00,reliable_visible_extent,69,206,20,synthetic/pilot_v2_r1/train/000,0.5336170196533203
1.4755789592888284,0.011980905189830748,0.02533240263861991,0.030358070397891047,70,0.5378624093680799,0.16759157412436032,0.01187390350021124,local_plane_proxy,36,0.9114526510238647,60001,0.7455883026123047,0.23375841708422676,0.5543967027665344,17,0.21184488014923886,0,000_00,reliable_visible_extent,70,206,17,synthetic/pilot_v2_r1/train/000,0.5052852630615234
1.6065970684651334,0.01148317669814114,0.03146254350200017,0.03036942434807409,71,0.477310290376427,0.10044481251463268,0.011057735292322401,local_plane_proxy,29,0.9245474338531494,60001,0.9618873596191406,0.3107630613954771,0.48581455379650224,23,0.20342238480802072,0,000_00,reliable_visible_extent,71,206,23,synthetic/pilot_v2_r1/train/000,0.5987110137939453
1.771489137713101,0.00599200524386867,0.03067960442274309,0.018680467183253488,72,0.3955287528611331,0.16889403396515795,0.009234735334411524,local_plane_proxy,37,0.5746811628341675,60001,0.9436073303222656,0.5664896488870913,0.29343394016972874,17,0.14007641094318,0,000_00,reliable_visible_extent,72,206,17,synthetic/pilot_v2_r1/train/000,0.5326633453369141
1.8812279442550393,0.0061359256192241585,0.030823530136006028,0.024779418643548184,73,0.558820794527696,0.19751864222552684,0.00978509458984592,local_plane_proxy,35,0.7444678544998169,60001,0.8998560905456543,0.4610372338796464,0.3991101173134496,15,0.139852648806904,0,000_00,reliable_visible_extent,73,206,15,synthetic/pilot_v2_r1/train/000,0.4783344268798828
2.2093831373302186,0.017619064401245055,0.030679609934347596,0.030368736774070197,74,0.48674831862171186,0.14240003482618377,0.011000900493491358,local_plane_proxy,33,0.9199273586273193,60001,0.9434909820556641,0.31889695837507753,0.4652601207640019,14,0.21584292086092055,0,000_00,reliable_visible_extent,74,206,14,synthetic/pilot_v2_r1/train/000,0.42703819274902344
1.693193267807205,0.011627075291564593,0.03131862234998373,0.03036511045140393,75,0.4580237408152805,0.07761488804742145,0.008085312385328931,local_plane_proxy,26,0.9139885902404785,60001,0.942345142364502,0.1906022990039731,0.5771735931589173,21,0.23222410783710967,0,000_00,reliable_visible_extent,75,206,21,synthetic/pilot_v2_r1/train/000,0.556549072265625
1.320434565803568,0.0054911558018782,0.018698725898615542,0.030363936643488465,76,0.44018653694603094,0.05388943071007994,0.011066537833375113,local_plane_proxy,30,0.9116058349609375,60001,0.5454730987548828,0.6270137230865913,0.29827839793989885,19,0.07470787897350988,0,000_00,reliable_visible_extent,76,206,19,synthetic/pilot_v2_r1/train/000,0.4131011962890625
1.3876964249117072,0.005672993657642067,0.018698729793174884,0.02478403917820462,77,0.3734952067147561,0.15703974309240104,0.011380623537796725,local_plane_proxy,36,0.7482689619064331,60001,0.5553374290466309,0.39403706083029255,0.5306027200567981,15,0.07536021911290931,0,000_00,reliable_visible_extent,77,206,15,synthetic/pilot_v2_r1/train/000,0.40018653869628906
1.6857802418901602,0.005496912905091023,0.019052546026174788,0.030361919656384184,78,0.4628516982233757,0.09460499890035956,0.008274695756125602,local_plane_proxy,33,0.9093185663223267,60001,0.5721173286437988,0.6546682448818655,0.26369175711357934,16,0.08163999800455524,0,000_00,reliable_visible_extent,78,206,16,synthetic/pilot_v2_r1/train/000,0.33937835693359375
1.8130282567356304,0.012271845646531165,0.025332393792857566,0.030543617609577647,79,0.41322476192392266,0.03327135869393061,0.00733361860468161,local_plane_proxy,28,0.9262306690216064,60001,0.7564958333969116,0.6615196334996711,0.22144522687983817,15,0.1170351396204907,0,000_00,reliable_visible_extent,79,206,15,synthetic/pilot_v2_r1/train/000,0.4172554016113281
2.1311344648840715,0.012124284477770919,0.024569193880461526,0.030188154425824204,80,0.6420944167556326,0.10031932706125546,0.0073204429680116005,local_plane_proxy,28,0.9085100889205933,60001,0.7230007648468018,0.6195770847782301,0.3074228033081775,14,0.07300011191359237,0,000_00,reliable_visible_extent,80,206,14,synthetic/pilot_v2_r1/train/000,0.33925628662109375
,,,,81,0.5258999655482235,0.2075907083564461,0.010559849847140092,local_plane_proxy,23,,60001,,,,9,,0,000_00,fewer_than_10_distinct_returns,81,206,9,synthetic/pilot_v2_r1/train/000,
,,,,83,,,,fewer_than_20_ground_returns,13,,60001,,,,9,,0,000_00,fewer_than_10_distinct_returns,83,206,9,synthetic/pilot_v2_r1/train/000,
,,,,84,,,,fewer_than_20_ground_returns,9,,60001,,,,2,,0,000_00,fewer_than_10_distinct_returns,84,206,2,synthetic/pilot_v2_r1/train/000,
2.4095868631451913,0.005988889457317459,0.018905505803669342,0.02426088199620681,86,,,,fewer_than_20_ground_returns,4,0.737267017364502,60001,0.5788609981536865,0.32813929116006985,0.6331267653223256,11,0.03873394351760452,0,000_00,reliable_visible_extent,86,206,11,synthetic/pilot_v2_r1/train/000,0.2402324676513672
,,,,87,,,,fewer_than_20_ground_returns,12,,60001,,,,5,,0,000_00,fewer_than_10_distinct_returns,87,206,5,synthetic/pilot_v2_r1/train/000,
,,,,88,,,,fewer_than_20_ground_returns,4,,60001,,,,2,,0,000_00,fewer_than_10_distinct_returns,88,206,2,synthetic/pilot_v2_r1/train/000,
,,,,89,,,,fewer_than_20_ground_returns,5,,60001,,,,2,,0,000_00,fewer_than_10_distinct_returns,89,206,2,synthetic/pilot_v2_r1/train/000,
,,,,90,,,,fewer_than_20_ground_returns,11,,60001,,,,7,,0,000_00,fewer_than_10_distinct_returns,90,206,7,synthetic/pilot_v2_r1/train/000,
,,,,91,0.24355822293724927,0.17353855003551588,0.007638220581573513,local_plane_proxy,21,,60001,,,,4,,0,000_00,fewer_than_10_distinct_returns,91,206,4,synthetic/pilot_v2_r1/train/000,
,,,,92,,,,fewer_than_20_ground_returns,12,,60001,,,,5,,0,000_00,fewer_than_10_distinct_returns,92,206,5,synthetic/pilot_v2_r1/train/000,
,,,,93,,,,fewer_than_20_ground_returns,13,,60001,,,,2,,0,000_00,fewer_than_10_distinct_returns,93,206,2,synthetic/pilot_v2_r1/train/000,
,,,,94,,,,fewer_than_20_ground_returns,7,,60001,,,,5,,0,000_00,fewer_than_10_distinct_returns,94,206,5,synthetic/pilot_v2_r1/train/000,
,,,,96,,,,fewer_than_20_ground_returns,5,,60001,,,,3,,0,000_00,fewer_than_10_distinct_returns,96,206,3,synthetic/pilot_v2_r1/train/000,
,,,,98,,,,fewer_than_20_ground_returns,7,,60001,,,,6,,0,000_00,fewer_than_10_distinct_returns,98,206,6,synthetic/pilot_v2_r1/train/000,
,,,,99,,,,fewer_than_20_ground_returns,7,,60001,,,,2,,0,000_00,fewer_than_10_distinct_returns,99,206,2,synthetic/pilot_v2_r1/train/000,
1.2901327200506727,0.012866460991309392,0.030889343630070343,0.024428379970366895,100,,,,fewer_than_20_ground_returns,17,0.7588549256324768,60001,0.8313684463500977,0.4290737386243421,0.40441897849791003,12,0.16650728287774785,0,000_00,reliable_visible_extent,100,206,12,synthetic/pilot_v2_r1/train/000,0.6444053649902344
2.9779638360374925,0.005644896787201148,0.018094472390409955,0.01831669177766605,101,,,,fewer_than_20_ground_returns,15,0.5714714527130127,60001,0.7096099853515625,0.3986670796079649,0.5646314650177449,10,0.036701455374290204,0,000_00,reliable_visible_extent,101,206,10,synthetic/pilot_v2_r1/train/000,0.23828697204589844
1.3198053389009599,0.00533161665158266,0.018898815425897553,0.030528820649615988,102,,,,fewer_than_20_ground_returns,11,0.953701913356781,60001,0.65228271484375,0.484979661093714,0.36295037165183713,18,0.1520699672544489,0,000_00,reliable_visible_extent,102,206,18,synthetic/pilot_v2_r1/train/000,0.49422645568847656
1.4411667451733958,0.01167050315009499,0.03149063476921565,0.030702121343691297,103,,,,fewer_than_20_ground_returns,14,0.9658971428871155,60001,0.8811769485473633,0.37858041533213377,0.39160005099841133,17,0.22981953366945487,0,000_00,reliable_visible_extent,103,206,17,synthetic/pilot_v2_r1/train/000,0.6114330291748047
1.524383534160962,0.012062138564620906,0.030679604577240838,0.030523676789847555,104,,,,fewer_than_20_ground_returns,11,0.9583711624145508,60001,0.9564962387084961,0.34324091061397266,0.48146974474287796,16,0.17528934464314938,0,000_00,reliable_visible_extent,104,206,16,synthetic/pilot_v2_r1/train/000,0.6274642944335938
1.8996490050608572,0.005352940659598904,0.019190731122414206,0.03070949923510182,105,,,,fewer_than_20_ground_returns,11,0.9817661046981812,60001,0.7989940643310547,0.3407635044886671,0.5272627062330688,20,0.13197378927826406,0,000_00,reliable_visible_extent,105,206,20,synthetic/pilot_v2_r1/train/000,0.42060089111328125
