anomaly,anomaly_distance_median,anomaly_fraction,anomaly_in_range,anomaly_in_range_distance_median,anomaly_intensity,first_in_visible_run,frame,ignore,ignore_fraction,ignore_intensity,instance_count,neighbor_road_fraction,normal,normal_fraction,normal_in_range,normal_intensity,segment,sequence,slots,source_frame,source_sequence,stage,state,unknown_instance_points,version,visible,visible_fraction,zero_slot_fraction,zero_slots
3,36.60425567626953,2.4048288964240195e-05,3,36.60425567626953,"{""n"": 3, ""mean"": 0.08733333398898442, ""minimum"": 0.081142857670784, ""maximum"": 0.09942857176065445, ""quantiles"": {""0.05"": 0.081142857670784, ""0.25"": 0.081142857670784, ""0.5"": 0.08142857253551483, ""0.75"": 0.09942857176065445, ""0.95"": 0.09942857176065445}}",0,10,1222,0.009795669704767173,"{""n"": 1222, ""mean"": 0.07325555303735344, ""minimum"": 0.0028571428265422583, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.01514285709708929, ""0.5"": 0.023714285343885422, ""0.75"": 0.043142858892679214, ""0.95"": 0.3531428575515747}}",1,,123524,0.9901802820062686,123524,"{""n"": 123524, ""mean"": 0.28781682907925077, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6305714845657349, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.1080000028014183, ""0.5"": 0.21971428394317627, ""0.75"": 0.42828571796417236, ""0.95"": 0.7228571176528931}}",0,000_00,131072,10,206,visible,2,0,synthetic/pilot_v2_r1/train/000,124749,0.9517593383789062,0.04824066162109375,6323
5,36.51626205444336,4.005415321514688e-05,5,36.51626205444336,"{""n"": 5, ""mean"": 0.10211428552865982, ""minimum"": 0.07257142663002014, ""maximum"": 0.1265714317560196, ""quantiles"": {""0.05"": 0.07257142663002014, ""0.25"": 0.0925714299082756, ""0.5"": 0.09885714203119278, ""0.75"": 0.11999999731779099, ""0.95"": 0.1265714317560196}}",0,11,1181,0.009460790989417692,"{""n"": 1181, ""mean"": 0.09577887969436148, ""minimum"": 0.001714285695925355, ""maximum"": 1.6248571872711182, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.01600000075995922, ""0.5"": 0.024857142940163612, ""0.75"": 0.054571427404880524, ""0.95"": 0.4514285624027252}}",1,,123645,0.9904991548573672,123645,"{""n"": 123645, ""mean"": 0.2893606927345055, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6302857398986816, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10771428793668747, ""0.5"": 0.22171428799629211, ""0.75"": 0.43228572607040405, ""0.95"": 0.7205714583396912}}",0,000_00,131072,11,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124831,0.9523849487304688,0.04761505126953125,6241
6,36.47911071777344,4.802381981462805e-05,6,36.47911071777344,"{""n"": 6, ""mean"": 0.08404761863251527, ""minimum"": 0.059142857789993286, ""maximum"": 0.11400000005960464, ""quantiles"": {""0.05"": 0.059142857789993286, ""0.25"": 0.06028571352362633, ""0.5"": 0.08028571307659149, ""0.75"": 0.10400000214576721, ""0.95"": 0.11400000005960464}}",0,12,1065,0.00852422801709648,"{""n"": 1065, ""mean"": 0.09654352802197348, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6222857236862183, ""quantiles"": {""0.05"": 0.008571428246796131, ""0.25"": 0.015714285895228386, ""0.5"": 0.025428570806980133, ""0.75"": 0.06028571352362633, ""0.95"": 0.46314287185668945}}",1,,123867,0.9914277481630889,123867,"{""n"": 123867, ""mean"": 0.28901897543032923, ""minimum"": 0.001714285695925355, ""maximum"": 1.628000020980835, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10657142847776413, ""0.5"": 0.22342857718467712, ""0.75"": 0.4325714409351349, ""0.95"": 0.7188571691513062}}",0,000_00,131072,12,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124938,0.9532012939453125,0.0467987060546875,6134
9,36.17803955078125,7.202189465597542e-05,9,36.17803955078125,"{""n"": 9, ""mean"": 0.09847618970606062, ""minimum"": 0.06257142871618271, ""maximum"": 0.16599999368190765, ""quantiles"": {""0.05"": 0.06257142871618271, ""0.25"": 0.07028571516275406, ""0.5"": 0.09114285558462143, ""0.75"": 0.11257142573595047, ""0.95"": 0.16599999368190765}}",0,13,985,0.007882396248459532,"{""n"": 985, ""mean"": 0.10285453231612854, ""minimum"": 0.003142857225611806, ""maximum"": 1.6228570938110352, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.015428571030497551, ""0.5"": 0.024571428075432777, ""0.75"": 0.062285713851451874, ""0.95"": 0.5139999985694885}}",1,,123968,0.9920455818568845,123968,"{""n"": 123968, ""mean"": 0.29052938081959073, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6285713911056519, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.1071428582072258, ""0.5"": 0.22599999606609344, ""0.75"": 0.43628570437431335, ""0.95"": 0.7182857394218445}}",0,000_00,131072,13,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124962,0.9533843994140625,0.0466156005859375,6110
9,35.96730422973633,7.195682590445732e-05,9,35.96730422973633,"{""n"": 9, ""mean"": 0.0871746035085784, ""minimum"": 0.050857141613960266, ""maximum"": 0.1274285763502121, ""quantiles"": {""0.05"": 0.050857141613960266, ""0.25"": 0.06857142597436905, ""0.5"": 0.08571428805589676, ""0.75"": 0.10342857241630554, ""0.95"": 0.1274285763502121}}",0,14,916,0.007323605836498101,"{""n"": 916, ""mean"": 0.10288958229870825, ""minimum"": 0.00342857139185071, ""maximum"": 1.6262856721878052, ""quantiles"": {""0.05"": 0.009142857044935226, ""0.25"": 0.016285713762044907, ""0.5"": 0.027142856270074844, ""0.75"": 0.07114285975694656, ""0.95"": 0.46799999475479126}}",1,,124150,0.9926044373375974,124150,"{""n"": 124150, ""mean"": 0.29096240950328234, ""minimum"": 0.001714285695925355, ""maximum"": 1.6251428127288818, ""quantiles"": {""0.05"": 0.03799999877810478, ""0.25"": 0.1062857136130333, ""0.5"": 0.22657142579555511, ""0.75"": 0.4382857084274292, ""0.95"": 0.7168571352958679}}",0,000_00,131072,14,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125075,0.9542465209960938,0.04575347900390625,5997
11,35.78938674926758,8.798169980644026e-05,11,35.78938674926758,"{""n"": 11, ""mean"": 0.09324675358154556, ""minimum"": 0.05400000140070915, ""maximum"": 0.16514286398887634, ""quantiles"": {""0.05"": 0.05400000140070915, ""0.25"": 0.0560000017285347, ""0.5"": 0.0860000029206276, ""0.75"": 0.11657142639160156, ""0.95"": 0.16514286398887634}}",0,15,826,0.006606625821829059,"{""n"": 826, ""mean"": 0.11183881015994881, ""minimum"": 0.0025714286603033543, ""maximum"": 1.6157143115997314, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017999999225139618, ""0.5"": 0.030571429058909416, ""0.75"": 0.08028571307659149, ""0.95"": 0.45342856645584106}}",1,,124189,0.9933053924783645,124189,"{""n"": 124189, ""mean"": 0.2919600010066679, ""minimum"": 0.001714285695925355, ""maximum"": 1.6302857398986816, ""quantiles"": {""0.05"": 0.03742857277393341, ""0.25"": 0.1062857136130333, ""0.5"": 0.22714285552501678, ""0.75"": 0.4417142868041992, ""0.95"": 0.7139999866485596}}",0,000_00,131072,15,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125026,0.9538726806640625,0.0461273193359375,6046
11,35.62791442871094,8.789452656811826e-05,11,35.62791442871094,"{""n"": 11, ""mean"": 0.09722077981992201, ""minimum"": 0.05485714226961136, ""maximum"": 0.1599999964237213, ""quantiles"": {""0.05"": 0.05485714226961136, ""0.25"": 0.0665714293718338, ""0.5"": 0.09114285558462143, ""0.75"": 0.11314285546541214, ""0.95"": 0.1599999964237213}}",0,16,762,0.0060886935677187375,"{""n"": 762, ""mean"": 0.10562204759875972, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6242856979370117, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017142856493592262, ""0.5"": 0.02971428632736206, ""0.75"": 0.07514286041259766, ""0.95"": 0.420285701751709}}",1,,124377,0.9938234119057131,124377,"{""n"": 124377, ""mean"": 0.29212284311006875, ""minimum"": 0.001714285695925355, ""maximum"": 1.6239999532699585, ""quantiles"": {""0.05"": 0.03628571331501007, ""0.25"": 0.10514285415410995, ""0.5"": 0.2280000001192093, ""0.75"": 0.44342857599258423, ""0.95"": 0.7108571529388428}}",0,000_00,131072,16,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125150,0.9548187255859375,0.0451812744140625,5922
11,35.33292770385742,8.801196962786939e-05,11,35.33292770385742,"{""n"": 11, ""mean"": 0.10407792133363811, ""minimum"": 0.05428571254014969, ""maximum"": 0.16057142615318298, ""quantiles"": {""0.05"": 0.05428571254014969, ""0.25"": 0.06514285504817963, ""0.5"": 0.10199999809265137, ""0.75"": 0.15199999511241913, ""0.95"": 0.16057142615318298}}",0,17,720,0.005760783466551451,"{""n"": 720, ""mean"": 0.11495793642178695, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.008571428246796131, ""0.25"": 0.017999999225139618, ""0.5"": 0.03400000184774399, ""0.75"": 0.08857142925262451, ""0.95"": 0.45571428537368774}}",1,1.0,124252,0.9941512045638207,124252,"{""n"": 124252, ""mean"": 0.2929486274295619, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10457143187522888, ""0.5"": 0.2297142893075943, ""0.75"": 0.44600000977516174, ""0.95"": 0.7122856974601746}}",0,000_00,131072,17,206,visible,3,0,synthetic/pilot_v2_r1/train/000,124983,0.9535446166992188,0.04645538330078125,6089
12,35.221656799316406,9.592326139088728e-05,12,35.221656799316406,"{""n"": 12, ""mean"": 0.08716666574279468, ""minimum"": 0.05542857199907303, ""maximum"": 0.15542857348918915, ""quantiles"": {""0.05"": 0.05542857199907303, ""0.25"": 0.06828571110963821, ""0.5"": 0.0771428570151329, ""0.75"": 0.087714284658432, ""0.95"": 0.15542857348918915}}",0,18,709,0.005667466027178257,"{""n"": 709, ""mean"": 0.09430787812331258, ""minimum"": 0.003142857225611806, ""maximum"": 1.6085714101791382, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.028857143595814705, ""0.75"": 0.07085714489221573, ""0.95"": 0.4300000071525574}}",1,1.0,124379,0.9942366107114309,124379,"{""n"": 124379, ""mean"": 0.29333420545782657, ""minimum"": 0.001714285695925355, ""maximum"": 1.631428599357605, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10514285415410995, ""0.5"": 0.23114286363124847, ""0.75"": 0.4440000057220459, ""0.95"": 0.7088571190834045}}",0,000_00,131072,18,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125100,0.954437255859375,0.045562744140625,5972
12,35.00359344482422,9.58512388772625e-05,12,35.00359344482422,"{""n"": 12, ""mean"": 0.0975238091001908, ""minimum"": 0.05485714226961136, ""maximum"": 0.1362857073545456, ""quantiles"": {""0.05"": 0.05485714226961136, ""0.25"": 0.06314285844564438, ""0.5"": 0.09914285689592361, ""0.75"": 0.11171428859233856, ""0.95"": 0.1362857073545456}}",0,19,687,0.005487483425723277,"{""n"": 687, ""mean"": 0.09555292191333646, ""minimum"": 0.00342857139185071, ""maximum"": 1.6134285926818848, ""quantiles"": {""0.05"": 0.008857143111526966, ""0.25"": 0.017142856493592262, ""0.5"": 0.02800000086426735, ""0.75"": 0.06457142531871796, ""0.95"": 0.4182857275009155}}",1,,124495,0.9944166653353994,124495,"{""n"": 124495, ""mean"": 0.29372650189453137, ""minimum"": 0.001714285695925355, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.035428572446107864, ""0.25"": 0.10542856901884079, ""0.5"": 0.23199999332427979, ""0.75"": 0.44857141375541687, ""0.95"": 0.7094285488128662}}",0,000_00,131072,19,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125194,0.9551544189453125,0.0448455810546875,5878
9,34.679473876953125,7.187866880705369e-05,9,34.679473876953125,"{""n"": 9, ""mean"": 0.09552380939324696, ""minimum"": 0.05542857199907303, ""maximum"": 0.15771429240703583, ""quantiles"": {""0.05"": 0.05542857199907303, ""0.25"": 0.07914285361766815, ""0.5"": 0.08371428400278091, ""0.75"": 0.11514285951852798, ""0.95"": 0.15771429240703583}}",0,20,739,0.005902037360934742,"{""n"": 739, ""mean"": 0.09186545503546303, ""minimum"": 0.004285714123398066, ""maximum"": 1.6128571033477783, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017714286223053932, ""0.5"": 0.030571429058909416, ""0.75"": 0.06371428817510605, ""0.95"": 0.4154285788536072}}",1,1.0,124463,0.9940260839702582,124463,"{""n"": 124463, ""mean"": 0.2937218197260401, ""minimum"": 0.001714285695925355, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10571428388357162, ""0.5"": 0.23199999332427979, ""0.75"": 0.44914284348487854, ""0.95"": 0.7068571448326111}}",0,000_00,131072,20,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125211,0.9552841186523438,0.04471588134765625,5861
12,34.568023681640625,9.599462430103914e-05,12,34.568023681640625,"{""n"": 12, ""mean"": 0.09383333350221316, ""minimum"": 0.06714285910129547, ""maximum"": 0.1314285695552826, ""quantiles"": {""0.05"": 0.06714285910129547, ""0.25"": 0.07342857122421265, ""0.5"": 0.08657142519950867, ""0.75"": 0.10457143187522888, ""0.95"": 0.1314285695552826}}",0,21,713,0.005703680593886743,"{""n"": 713, ""mean"": 0.09087878138709912, ""minimum"": 0.0037142857909202576, ""maximum"": 1.625428557395935, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.030571429058909416, ""0.75"": 0.06914285570383072, ""0.95"": 0.3822857141494751}}",1,,124282,0.9942003247818122,124282,"{""n"": 124282, ""mean"": 0.29341658480489974, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6334285736083984, ""quantiles"": {""0.05"": 0.03514285758137703, ""0.25"": 0.10428571701049805, ""0.5"": 0.23314285278320312, ""0.75"": 0.44914284348487854, ""0.95"": 0.7057142853736877}}",0,000_00,131072,21,206,visible,3,0,synthetic/pilot_v2_r1/train/000,125007,0.9537277221679688,0.04627227783203125,6065
