序列,因素,统计量,范围,分组,统计单位,权重,有效数量,适用候选数量,总帧或阶段组数,有有效观测的帧或组数,有覆盖序列数,左边界,右边界,原始数量,对应权重比例,来源
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0,1000,142,0.01639912230049659,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,1000,10000,2899,0.33479616583901145,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,10000,50000,3980,0.45963737152096085,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,50000,100000,1011,0.11675713130846518,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,100000,131073,627,0.07241020903106594,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|ignore|all_frames|all:frame_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0,1000,142,0.01639912230049659,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,1000,10000,2899,0.33479616583901145,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,10000,50000,3980,0.45963737152096085,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,50000,100000,1011,0.11675713130846518,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,100000,131073,627,0.07241020903106594,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|ignore|all_frames|all:observation_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0,1000,142,0.012554925037811998,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,1000,10000,2899,0.32054197222636716,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,10000,50000,3980,0.49234434943119926,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,50000,100000,1011,0.11121590595857657,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,100000,131073,627,0.06334284734604524,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,忽略点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|ignore|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0,0.001,36,0.004157523963506178,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.001,0.01,87,0.010047349578473265,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.01,0.1,647,0.07471994456634716,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.1,0.25,341,0.03938099087654463,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.25,0.5,430,0.04965931400854602,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.5,0.75,695,0.08026330985102206,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.75,0.9,2919,0.33710590137429264,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.9,1.000001,3504,0.40466566578126806,summary.json:全部:A02|normal_fraction|all_frames|all:frame_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0,0.001,36,0.004157523963506178,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.001,0.01,87,0.010047349578473265,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.01,0.1,647,0.07471994456634716,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.1,0.25,341,0.03938099087654463,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.25,0.5,430,0.04965931400854602,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.5,0.75,695,0.08026330985102206,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.75,0.9,2919,0.33710590137429264,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.9,1.000001,3504,0.40466566578126806,summary.json:全部:A02|normal_fraction|all_frames|all:observation_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0,0.001,36,0.003147403392201434,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.001,0.01,87,0.007937413852605555,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.01,0.1,647,0.06882404577680652,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.1,0.25,341,0.03604460898113672,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.25,0.5,430,0.04564005955448347,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.5,0.75,695,0.08834172227441328,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.75,0.9,2919,0.3650037077918263,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点占回波比例,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0.9,1.000001,3504,0.3850610383765269,summary.json:全部:A02|normal_fraction|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0,1000,112,0.012934518997574777,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,1000,10000,643,0.07425799745929092,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,10000,50000,713,0.08234207183277514,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,50000,100000,2805,0.32394040882318975,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,100000,131073,4386,0.5065250028871694,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|normal|all_frames|all:frame_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0,1000,112,0.012934518997574777,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,1000,10000,643,0.07425799745929092,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,10000,50000,713,0.08234207183277514,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,50000,100000,2805,0.32394040882318975,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,100000,131073,4386,0.5065250028871694,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|normal|all_frames|all:observation_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0,1000,112,0.010105884309719948,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,1000,10000,643,0.06820443077940574,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,10000,50000,713,0.07562319733474807,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,50000,100000,2805,0.33749006331190506,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,100000,131073,4386,0.5085764242642211,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,正常点数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|normal|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0,1000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,1000,10000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,10000,50000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,50000,100000,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,100000,131073,8659,1.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|slots|all_frames|all:frame_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0,1000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,1000,10000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,10000,50000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,50000,100000,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,100000,131073,8659,1.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|slots|all_frames|all:observation_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,0,1000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,1000,10000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,10000,50000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,50000,100000,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,100000,131073,8659,1.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,原始槽数,全部原始帧,全部,帧,有适用观测的序列等权,8659,8659,8659,8659,19,131073,inf,0,0.0,summary.json:全部:A02|slots|all_frames|all:sequence_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0,0.001,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.001,0.01,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.01,0.1,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.1,0.25,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.25,0.5,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.5,0.75,209,0.02413673634368865,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.75,0.9,6166,0.7120914655271972,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,有适用观测的帧等权,8659,8659,8659,8659,19,0.9,1.000001,2284,0.2637717981291142,summary.json:全部:A02|visible_fraction|all_frames|all:frame_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0,0.001,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.001,0.01,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.01,0.1,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.1,0.25,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.25,0.5,0,0.0,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.5,0.75,209,0.02413673634368865,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
全部,A02,实际回波占原始槽比例,全部原始帧,全部,帧,统计单位等权,8659,8659,8659,8659,19,0.75,0.9,6166,0.7120914655271972,summary.json:全部:A02|visible_fraction|all_frames|all:observation_equal
