序列,类别,权重,点数,有效帧数,序列数,最小值,P5,P25,P50,P75,P95,最大值,不同取值数,重复取值点比例,最小值点数,最大值点数,零值比例,精确网格比例,最高频10个取值及计数
137,正常,有适用观测的帧等权,41429536,560,1,0.0005714285653084517,0.02142857201397419,0.0925714299082756,0.2248571366071701,0.4814285635948181,0.8302857279777527,7.323428630828857,5746,0.9999992517415595,3,1,0,1.0,"[{""count"": 29096, ""value"": 0.005428571254014969}, {""count"": 29007, ""value"": 0.0057142856530845165}, {""count"": 28979, ""value"": 0.0051428573206067085}, {""count"": 28774, ""value"": 0.006000000052154064}, {""count"": 28695, ""value"": 0.006571428384631872}, {""count"": 28639, ""value"": 0.006285714451223612}, {""count"": 28460, ""value"": 0.10000000149011612}, {""count"": 28304, ""value"": 0.004857142921537161}, {""count"": 28158, ""value"": 0.00685714278370142}, {""count"": 28146, ""value"": 0.09799999743700027}]"
137,正常,统计单位等权,41429536,560,1,0.0005714285653084517,0.028857143595814705,0.11742857098579407,0.248285710811615,0.47028571367263794,0.805142879486084,7.323428630828857,5746,0.9999992517415595,3,1,0,1.0,"[{""count"": 29096, ""value"": 0.005428571254014969}, {""count"": 29007, ""value"": 0.0057142856530845165}, {""count"": 28979, ""value"": 0.0051428573206067085}, {""count"": 28774, ""value"": 0.006000000052154064}, {""count"": 28695, ""value"": 0.006571428384631872}, {""count"": 28639, ""value"": 0.006285714451223612}, {""count"": 28460, ""value"": 0.10000000149011612}, {""count"": 28304, ""value"": 0.004857142921537161}, {""count"": 28158, ""value"": 0.00685714278370142}, {""count"": 28146, ""value"": 0.09799999743700027}]"
137,异常,有适用观测的帧等权,929,150,1,0.01371428556740284,0.020571429282426834,0.06114285811781883,0.11800000071525574,0.21371428668498993,0.4011428654193878,0.6294285655021667,655,0.5016146393972013,1,1,0,1.0,"[{""count"": 6, ""value"": 0.0868571400642395}, {""count"": 6, ""value"": 0.16857142746448517}, {""count"": 5, ""value"": 0.07000000029802322}, {""count"": 5, ""value"": 0.0974285677075386}, {""count"": 5, ""value"": 0.09942857176065445}, {""count"": 5, ""value"": 0.16085714101791382}, {""count"": 4, ""value"": 0.047428570687770844}, {""count"": 4, ""value"": 0.054571427404880524}, {""count"": 4, ""value"": 0.055142857134342194}, {""count"": 4, ""value"": 0.05828571319580078}]"
137,异常,统计单位等权,929,150,1,0.01371428556740284,0.04171428456902504,0.0868571400642395,0.15285713970661163,0.251714289188385,0.4505714178085327,0.6294285655021667,655,0.5016146393972013,1,1,0,1.0,"[{""count"": 6, ""value"": 0.0868571400642395}, {""count"": 6, ""value"": 0.16857142746448517}, {""count"": 5, ""value"": 0.07000000029802322}, {""count"": 5, ""value"": 0.0974285677075386}, {""count"": 5, ""value"": 0.09942857176065445}, {""count"": 5, ""value"": 0.16085714101791382}, {""count"": 4, ""value"": 0.047428570687770844}, {""count"": 4, ""value"": 0.054571427404880524}, {""count"": 4, ""value"": 0.055142857134342194}, {""count"": 4, ""value"": 0.05828571319580078}]"
137,忽略,有适用观测的帧等权,22796555,560,1,0.0011428571306169033,0.018285714089870453,0.06885714083909988,0.16657142341136932,0.3548571467399597,0.7177143096923828,4.061142921447754,5722,0.9999997806686142,44,1,0,1.0,"[{""count"": 22898, ""value"": 0.017999999225139618}, {""count"": 22809, ""value"": 0.019428571686148643}, {""count"": 22754, ""value"": 0.019999999552965164}, {""count"": 22715, ""value"": 0.01914285682141781}, {""count"": 22690, ""value"": 0.018285714089870453}, {""count"": 22653, ""value"": 0.018571428954601288}, {""count"": 22652, ""value"": 0.021142857149243355}, {""count"": 22642, ""value"": 0.016857143491506577}, {""count"": 22636, ""value"": 0.017714286223053932}, {""count"": 22628, ""value"": 0.022857142612338066}]"
137,忽略,统计单位等权,22796555,560,1,0.0011428571306169033,0.020571429282426834,0.08399999886751175,0.19828571379184723,0.4034285843372345,0.7417142987251282,4.061142921447754,5722,0.9999997806686142,44,1,0,1.0,"[{""count"": 22898, ""value"": 0.017999999225139618}, {""count"": 22809, ""value"": 0.019428571686148643}, {""count"": 22754, ""value"": 0.019999999552965164}, {""count"": 22715, ""value"": 0.01914285682141781}, {""count"": 22690, ""value"": 0.018285714089870453}, {""count"": 22653, ""value"": 0.018571428954601288}, {""count"": 22652, ""value"": 0.021142857149243355}, {""count"": 22642, ""value"": 0.016857143491506577}, {""count"": 22636, ""value"": 0.017714286223053932}, {""count"": 22628, ""value"": 0.022857142612338066}]"
138,正常,有适用观测的帧等权,39345790,516,1,0.0005714285653084517,0.015714285895228386,0.07599999755620956,0.19857142865657806,0.4214285612106323,0.7671428322792053,4.765714168548584,5723,0.999999618764803,9,1,0,1.0,"[{""count"": 28172, ""value"": 0.005428571254014969}, {""count"": 27994, ""value"": 0.06485714018344879}, {""count"": 27956, ""value"": 0.0057142856530845165}, {""count"": 27932, ""value"": 0.006000000052154064}, {""count"": 27839, ""value"": 0.057999998331069946}, {""count"": 27838, ""value"": 0.07000000029802322}, {""count"": 27805, ""value"": 0.0051428573206067085}, {""count"": 27791, ""value"": 0.06314285844564438}, {""count"": 27776, ""value"": 0.07199999690055847}, {""count"": 27773, ""value"": 0.061714284121990204}]"
138,正常,统计单位等权,39345790,516,1,0.0005714285653084517,0.028285713866353035,0.11371428519487381,0.2394285649061203,0.4502857029438019,0.7839999794960022,4.765714168548584,5723,0.999999618764803,9,1,0,1.0,"[{""count"": 28172, ""value"": 0.005428571254014969}, {""count"": 27994, ""value"": 0.06485714018344879}, {""count"": 27956, ""value"": 0.0057142856530845165}, {""count"": 27932, ""value"": 0.006000000052154064}, {""count"": 27839, ""value"": 0.057999998331069946}, {""count"": 27838, ""value"": 0.07000000029802322}, {""count"": 27805, ""value"": 0.0051428573206067085}, {""count"": 27791, ""value"": 0.06314285844564438}, {""count"": 27776, ""value"": 0.07199999690055847}, {""count"": 27773, ""value"": 0.061714284121990204}]"
138,异常,有适用观测的帧等权,2401,155,1,0.017714286223053932,0.025142857804894447,0.06800000369548798,0.12457142770290375,0.22342857718467712,0.41114285588264465,0.9011428356170654,1276,0.7305289462723865,2,1,0,1.0,"[{""count"": 7, ""value"": 0.1331428587436676}, {""count"": 7, ""value"": 0.1348571479320526}, {""count"": 7, ""value"": 0.1388571411371231}, {""count"": 7, ""value"": 0.17114286124706268}, {""count"": 7, ""value"": 0.2054285705089569}, {""count"": 7, ""value"": 0.2199999988079071}, {""count"": 6, ""value"": 0.10057143121957779}, {""count"": 6, ""value"": 0.10971428453922272}, {""count"": 6, ""value"": 0.11057142913341522}, {""count"": 6, ""value"": 0.13457143306732178}]"
138,异常,统计单位等权,2401,155,1,0.017714286223053932,0.07085714489221573,0.14314286410808563,0.2174285650253296,0.3205714225769043,0.5208571553230286,0.9011428356170654,1276,0.7305289462723865,2,1,0,1.0,"[{""count"": 7, ""value"": 0.1331428587436676}, {""count"": 7, ""value"": 0.1348571479320526}, {""count"": 7, ""value"": 0.1388571411371231}, {""count"": 7, ""value"": 0.17114286124706268}, {""count"": 7, ""value"": 0.2054285705089569}, {""count"": 7, ""value"": 0.2199999988079071}, {""count"": 6, ""value"": 0.10057143121957779}, {""count"": 6, ""value"": 0.10971428453922272}, {""count"": 6, ""value"": 0.11057142913341522}, {""count"": 6, ""value"": 0.13457143306732178}]"
138,忽略,有适用观测的帧等权,19652489,516,1,0.0008571428479626775,0.016285713762044907,0.06057142838835716,0.15685714781284332,0.3434285819530487,0.7408571243286133,2.8794286251068115,5723,0.9999995420427408,5,1,0,1.0,"[{""count"": 19065, ""value"": 0.018285714089870453}, {""count"": 18883, ""value"": 0.018857141956686974}, {""count"": 18877, ""value"": 0.017428571358323097}, {""count"": 18825, ""value"": 0.017142856493592262}, {""count"": 18784, ""value"": 0.018571428954601288}, {""count"": 18766, ""value"": 0.017714286223053932}, {""count"": 18743, ""value"": 0.01914285682141781}, {""count"": 18691, ""value"": 0.016285713762044907}, {""count"": 18690, ""value"": 0.019428571686148643}, {""count"": 18682, ""value"": 0.017999999225139618}]"
138,忽略,统计单位等权,19652489,516,1,0.0008571428479626775,0.02085714228451252,0.09571428596973419,0.23714286088943481,0.4822857081890106,0.8299999833106995,2.8794286251068115,5723,0.9999995420427408,5,1,0,1.0,"[{""count"": 19065, ""value"": 0.018285714089870453}, {""count"": 18883, ""value"": 0.018857141956686974}, {""count"": 18877, ""value"": 0.017428571358323097}, {""count"": 18825, ""value"": 0.017142856493592262}, {""count"": 18784, ""value"": 0.018571428954601288}, {""count"": 18766, ""value"": 0.017714286223053932}, {""count"": 18743, ""value"": 0.01914285682141781}, {""count"": 18691, ""value"": 0.016285713762044907}, {""count"": 18690, ""value"": 0.019428571686148643}, {""count"": 18682, ""value"": 0.017999999225139618}]"
139,正常,有适用观测的帧等权,43510275,542,1,0.0002857142826542258,0.024000000208616257,0.10457143187522888,0.23771429061889648,0.4911428689956665,0.8282856941223145,7.714285850524902,5743,0.9999993794569214,1,1,0,1.0,"[{""count"": 32534, ""value"": 0.05657142773270607}, {""count"": 32517, ""value"": 0.05828571319580078}, {""count"": 32434, ""value"": 0.06028571352362633}, {""count"": 32425, ""value"": 0.059142857789993286}, {""count"": 32409, ""value"": 0.05542857199907303}, {""count"": 32406, ""value"": 0.05342857167124748}, {""count"": 32317, ""value"": 0.05714285746216774}, {""count"": 32298, ""value"": 0.057999998331069946}, {""count"": 32286, ""value"": 0.054571427404880524}, {""count"": 32273, ""value"": 0.0057142856530845165}]"
139,正常,统计单位等权,43510275,542,1,0.0002857142826542258,0.027142856270074844,0.10914285480976105,0.23171427845954895,0.44685715436935425,0.7874285578727722,7.714285850524902,5743,0.9999993794569214,1,1,0,1.0,"[{""count"": 32534, ""value"": 0.05657142773270607}, {""count"": 32517, ""value"": 0.05828571319580078}, {""count"": 32434, ""value"": 0.06028571352362633}, {""count"": 32425, ""value"": 0.059142857789993286}, {""count"": 32409, ""value"": 0.05542857199907303}, {""count"": 32406, ""value"": 0.05342857167124748}, {""count"": 32317, ""value"": 0.05714285746216774}, {""count"": 32298, ""value"": 0.057999998331069946}, {""count"": 32286, ""value"": 0.054571427404880524}, {""count"": 32273, ""value"": 0.0057142856530845165}]"
139,异常,有适用观测的帧等权,3050,205,1,0.0057142856530845165,0.027714285999536514,0.08342856913805008,0.23600000143051147,0.49000000953674316,0.8360000252723694,1.1411428451538086,1996,0.6,1,1,0,1.0,"[{""count"": 5, ""value"": 0.3337142765522003}, {""count"": 5, ""value"": 0.39885714650154114}, {""count"": 5, ""value"": 0.412285715341568}, {""count"": 5, ""value"": 0.4334285855293274}, {""count"": 5, ""value"": 0.4657142758369446}, {""count"": 5, ""value"": 0.5022857189178467}, {""count"": 5, ""value"": 0.5640000104904175}, {""count"": 5, ""value"": 0.5742856860160828}, {""count"": 5, ""value"": 0.5825714468955994}, {""count"": 5, ""value"": 0.5837143063545227}]"
139,异常,统计单位等权,3050,205,1,0.0057142856530845165,0.0965714305639267,0.3402857184410095,0.5025714039802551,0.7162857055664062,0.9762856960296631,1.1411428451538086,1996,0.6,1,1,0,1.0,"[{""count"": 5, ""value"": 0.3337142765522003}, {""count"": 5, ""value"": 0.39885714650154114}, {""count"": 5, ""value"": 0.412285715341568}, {""count"": 5, ""value"": 0.4334285855293274}, {""count"": 5, ""value"": 0.4657142758369446}, {""count"": 5, ""value"": 0.5022857189178467}, {""count"": 5, ""value"": 0.5640000104904175}, {""count"": 5, ""value"": 0.5742856860160828}, {""count"": 5, ""value"": 0.5825714468955994}, {""count"": 5, ""value"": 0.5837143063545227}]"
139,忽略,有适用观测的帧等权,18525264,542,1,0.0008571428479626775,0.018285714089870453,0.07742857187986374,0.1948571354150772,0.3954285681247711,0.7608571648597717,1.7302857637405396,5724,0.9999993522359519,6,1,0,1.0,"[{""count"": 19734, ""value"": 0.017999999225139618}, {""count"": 19472, ""value"": 0.01914285682141781}, {""count"": 19388, ""value"": 0.019428571686148643}, {""count"": 19322, ""value"": 0.018857141956686974}, {""count"": 19313, ""value"": 0.018571428954601288}, {""count"": 19310, ""value"": 0.019999999552965164}, {""count"": 19243, ""value"": 0.018285714089870453}, {""count"": 19211, ""value"": 0.016857143491506577}, {""count"": 19209, ""value"": 0.017142856493592262}, {""count"": 19207, ""value"": 0.017714286223053932}]"
139,忽略,统计单位等权,18525264,542,1,0.0008571428479626775,0.020285714417696,0.09228571504354477,0.22714285552501678,0.4414285719394684,0.7834285497665405,1.7302857637405396,5724,0.9999993522359519,6,1,0,1.0,"[{""count"": 19734, ""value"": 0.017999999225139618}, {""count"": 19472, ""value"": 0.01914285682141781}, {""count"": 19388, ""value"": 0.019428571686148643}, {""count"": 19322, ""value"": 0.018857141956686974}, {""count"": 19313, ""value"": 0.018571428954601288}, {""count"": 19310, ""value"": 0.019999999552965164}, {""count"": 19243, ""value"": 0.018285714089870453}, {""count"": 19211, ""value"": 0.016857143491506577}, {""count"": 19209, ""value"": 0.017142856493592262}, {""count"": 19207, ""value"": 0.017714286223053932}]"
140,正常,有适用观测的帧等权,44646910,481,1,0.0005714285653084517,0.022857142612338066,0.09628571569919586,0.2102857083082199,0.41600000858306885,0.7594285607337952,4.243428707122803,5729,0.9999997312244006,7,1,0,1.0,"[{""count"": 32777, ""value"": 0.06971428543329239}, {""count"": 32698, ""value"": 0.06714285910129547}, {""count"": 32687, ""value"": 0.05999999865889549}, {""count"": 32670, ""value"": 0.07742857187986374}, {""count"": 32669, ""value"": 0.07885714620351791}, {""count"": 32663, ""value"": 0.061714284121990204}, {""count"": 32648, ""value"": 0.06257142871618271}, {""count"": 32643, ""value"": 0.06028571352362633}, {""count"": 32635, ""value"": 0.05771428719162941}, {""count"": 32635, ""value"": 0.08028571307659149}]"
140,正常,统计单位等权,44646910,481,1,0.0005714285653084517,0.02971428632736206,0.11171428859233856,0.2288571447134018,0.4268571436405182,0.7511428594589233,4.243428707122803,5729,0.9999997312244006,7,1,0,1.0,"[{""count"": 32777, ""value"": 0.06971428543329239}, {""count"": 32698, ""value"": 0.06714285910129547}, {""count"": 32687, ""value"": 0.05999999865889549}, {""count"": 32670, ""value"": 0.07742857187986374}, {""count"": 32669, ""value"": 0.07885714620351791}, {""count"": 32663, ""value"": 0.061714284121990204}, {""count"": 32648, ""value"": 0.06257142871618271}, {""count"": 32643, ""value"": 0.06028571352362633}, {""count"": 32635, ""value"": 0.05771428719162941}, {""count"": 32635, ""value"": 0.08028571307659149}]"
140,异常,有适用观测的帧等权,1677,176,1,0.00800000037997961,0.020285714417696,0.054571427404880524,0.13257142901420593,0.30228570103645325,0.5619999766349792,1.0405714511871338,1164,0.5307096004770423,2,1,0,1.0,"[{""count"": 5, ""value"": 0.10685714334249496}, {""count"": 5, ""value"": 0.2257142812013626}, {""count"": 5, ""value"": 0.30228570103645325}, {""count"": 4, ""value"": 0.05057142674922943}, {""count"": 4, ""value"": 0.06714285910129547}, {""count"": 4, ""value"": 0.06942857056856155}, {""count"": 4, ""value"": 0.09057142585515976}, {""count"": 4, ""value"": 0.10971428453922272}, {""count"": 4, ""value"": 0.11599999666213989}, {""count"": 4, ""value"": 0.11857143044471741}]"
140,异常,统计单位等权,1677,176,1,0.00800000037997961,0.04857143014669418,0.1371428519487381,0.26514285802841187,0.4194285571575165,0.6551428437232971,1.0405714511871338,1164,0.5307096004770423,2,1,0,1.0,"[{""count"": 5, ""value"": 0.10685714334249496}, {""count"": 5, ""value"": 0.2257142812013626}, {""count"": 5, ""value"": 0.30228570103645325}, {""count"": 4, ""value"": 0.05057142674922943}, {""count"": 4, ""value"": 0.06714285910129547}, {""count"": 4, ""value"": 0.06942857056856155}, {""count"": 4, ""value"": 0.09057142585515976}, {""count"": 4, ""value"": 0.10971428453922272}, {""count"": 4, ""value"": 0.11599999666213989}, {""count"": 4, ""value"": 0.11857143044471741}]"
140,忽略,有适用观测的帧等权,10313771,481,1,0.0005714285653084517,0.014000000432133675,0.04342857003211975,0.11257142573595047,0.2742857038974762,0.7445714473724365,1.8877142667770386,5711,0.9999971882253349,3,1,0,1.0,"[{""count"": 14442, ""value"": 0.017142856493592262}, {""count"": 14349, ""value"": 0.01914285682141781}, {""count"": 14330, ""value"": 0.018285714089870453}, {""count"": 14307, ""value"": 0.01657142862677574}, {""count"": 14280, ""value"": 0.017714286223053932}, {""count"": 14225, ""value"": 0.017999999225139618}, {""count"": 14208, ""value"": 0.017428571358323097}, {""count"": 14172, ""value"": 0.01600000075995922}, {""count"": 14172, ""value"": 0.018571428954601288}, {""count"": 14101, ""value"": 0.018857141956686974}]"
