anomaly,anomaly_distance_median,anomaly_fraction,anomaly_in_range,anomaly_in_range_distance_median,anomaly_intensity,first_in_visible_run,frame,ignore,ignore_fraction,ignore_intensity,instance_count,neighbor_road_fraction,normal,normal_fraction,normal_in_range,normal_intensity,segment,sequence,slots,source_frame,source_sequence,stage,state,unknown_instance_points,version,visible,visible_fraction,zero_slot_fraction,zero_slots
124,11.185223579406738,0.0009940198483318102,124,11.185223579406738,"{""n"": 124, ""mean"": 0.6853862342334562, ""minimum"": 0.3462083041667938, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.37446802854537964, ""0.25"": 0.45246049761772156, ""0.5"": 0.5231444835662842, ""0.75"": 0.6829110980033875, ""0.95"": 1.6080000400543213}}",0,10,1222,0.009795905279528,"{""n"": 1222, ""mean"": 0.07325555303735344, ""minimum"": 0.0028571428265422583, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.01514285709708929, ""0.5"": 0.023714285343885422, ""0.75"": 0.043142858892679214, ""0.95"": 0.3531428575515747}}",1,1.0,123400,0.9892100748721402,123400,"{""n"": 123400, ""mean"": 0.2879457489769405, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6305714845657349, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.10771428793668747, ""0.5"": 0.2199999988079071, ""0.75"": 0.4285714328289032, ""0.95"": 0.7228571176528931}}",0,000_00,131072,10,206,visible,3,0,synthetic/train/000,124746,0.9517364501953125,0.0482635498046875,6326
130,10.942991256713867,0.0010414413548350918,130,10.942991256713867,"{""n"": 130, ""mean"": 0.6942454631511982, ""minimum"": 0.3049167990684509, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.323426753282547, ""0.25"": 0.4408828318119049, ""0.5"": 0.5369052886962891, ""0.75"": 0.7155894637107849, ""0.95"": 1.5662857294082642}}",0,11,1181,0.009461094154309565,"{""n"": 1181, ""mean"": 0.09577887969436148, ""minimum"": 0.001714285695925355, ""maximum"": 1.6248571872711182, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.01600000075995922, ""0.5"": 0.024857142940163612, ""0.75"": 0.054571427404880524, ""0.95"": 0.4514285624027252}}",1,1.0,123516,0.9894974644908553,123516,"{""n"": 123516, ""mean"": 0.28949432805952324, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6302857398986816, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10771428793668747, ""0.5"": 0.22200000286102295, ""0.75"": 0.4325714409351349, ""0.95"": 0.7208571434020996}}",0,000_00,131072,11,206,visible,3,0,synthetic/train/000,124827,0.9523544311523438,0.04764556884765625,6245
133,10.689393043518066,0.0010645620887828773,133,10.689393043518066,"{""n"": 133, ""mean"": 0.6479417603266867, ""minimum"": 0.29981473088264465, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.3135366141796112, ""0.25"": 0.423227459192276, ""0.5"": 0.5371312499046326, ""0.75"": 0.7343949675559998, ""0.95"": 1.50600004196167}}",0,12,1065,0.00852450093649447,"{""n"": 1065, ""mean"": 0.09654352802197348, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6222857236862183, ""quantiles"": {""0.05"": 0.008571428246796131, ""0.25"": 0.015714285895228386, ""0.5"": 0.025428570806980133, ""0.75"": 0.06028571352362633, ""0.95"": 0.46314287185668945}}",1,1.0,123736,0.9904109369747226,123736,"{""n"": 123736, ""mean"": 0.28914796018196254, ""minimum"": 0.001714285695925355, ""maximum"": 1.628000020980835, ""quantiles"": {""0.05"": 0.03857142850756645, ""0.25"": 0.10657142847776413, ""0.5"": 0.22371429204940796, ""0.75"": 0.4325714409351349, ""0.95"": 0.7188571691513062}}",0,000_00,131072,12,206,visible,3,0,synthetic/train/000,124934,0.9531707763671875,0.0468292236328125,6138
141,10.419872283935547,0.0011283701053945694,141,10.419872283935547,"{""n"": 141, ""mean"": 0.7086234754281686, ""minimum"": 0.3012813329696655, ""maximum"": 1.6039999723434448, ""quantiles"": {""0.05"": 0.33668187260627747, ""0.25"": 0.47495415806770325, ""0.5"": 0.5566997528076172, ""0.75"": 0.9402562379837036, ""0.95"": 1.50600004196167}}",0,13,985,0.007882585488040076,"{""n"": 985, ""mean"": 0.10285453231612854, ""minimum"": 0.003142857225611806, ""maximum"": 1.6228570938110352, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.015428571030497551, ""0.5"": 0.024571428075432777, ""0.75"": 0.062285713851451874, ""0.95"": 0.5139999985694885}}",1,1.0,123833,0.9909890444065653,123833,"{""n"": 123833, ""mean"": 0.290656409346136, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6285713911056519, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.10685714334249496, ""0.5"": 0.22628571093082428, ""0.75"": 0.4365714192390442, ""0.95"": 0.7185714244842529}}",0,000_00,131072,13,206,visible,3,0,synthetic/train/000,124959,0.9533615112304688,0.04663848876953125,6113
158,10.176031112670898,0.0012632723551234488,158,10.176031112670898,"{""n"": 158, ""mean"": 0.664322217054005, ""minimum"": 0.30845004320144653, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.3444966673851013, ""0.25"": 0.4359417259693146, ""0.5"": 0.5360513925552368, ""0.75"": 0.676079273223877, ""0.95"": 1.6134285926818848}}",0,14,916,0.0073237815018549314,"{""n"": 916, ""mean"": 0.10288958229870825, ""minimum"": 0.00342857139185071, ""maximum"": 1.6262856721878052, ""quantiles"": {""0.05"": 0.009142857044935226, ""0.25"": 0.016285713762044907, ""0.5"": 0.027142856270074844, ""0.75"": 0.07114285975694656, ""0.95"": 0.46799999475479126}}",1,1.0,123998,0.9914129461430217,123998,"{""n"": 123998, ""mean"": 0.2911020891798856, ""minimum"": 0.001714285695925355, ""maximum"": 1.6251428127288818, ""quantiles"": {""0.05"": 0.03799999877810478, ""0.25"": 0.1062857136130333, ""0.5"": 0.22685714066028595, ""0.75"": 0.43857142329216003, ""0.95"": 0.7171428799629211}}",0,000_00,131072,14,206,visible,3,0,synthetic/train/000,125072,0.9542236328125,0.0457763671875,6000
169,9.918012619018555,0.0013517945272318607,169,9.918012619018555,"{""n"": 169, ""mean"": 0.7923144361323858, ""minimum"": 0.3285614550113678, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.38836219906806946, ""0.25"": 0.5358900427818298, ""0.5"": 0.6558960676193237, ""0.75"": 1.0782856941223145, ""0.95"": 1.6045714616775513}}",0,15,826,0.006606995736648029,"{""n"": 826, ""mean"": 0.11183881015994881, ""minimum"": 0.0025714286603033543, ""maximum"": 1.6157143115997314, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017999999225139618, ""0.5"": 0.030571429058909416, ""0.75"": 0.08028571307659149, ""0.95"": 0.45342856645584106}}",1,1.0,124024,0.9920412097361201,124024,"{""n"": 124024, ""mean"": 0.29210388997860187, ""minimum"": 0.001714285695925355, ""maximum"": 1.6302857398986816, ""quantiles"": {""0.05"": 0.03742857277393341, ""0.25"": 0.1062857136130333, ""0.5"": 0.22742857038974762, ""0.75"": 0.44200000166893005, ""0.95"": 0.7139999866485596}}",0,000_00,131072,15,206,visible,3,0,synthetic/train/000,125019,0.9538192749023438,0.04618072509765625,6053
176,9.667827606201172,0.0014063686124096049,176,9.667827606201172,"{""n"": 176, ""mean"": 0.7545192719183185, ""minimum"": 0.37440556287765503, ""maximum"": 1.6039999723434448, ""quantiles"": {""0.05"": 0.39246368408203125, ""0.25"": 0.5075952410697937, ""0.5"": 0.6414709687232971, ""0.75"": 1.146571397781372, ""0.95"": 1.340000033378601}}",0,16,762,0.006088936833273403,"{""n"": 762, ""mean"": 0.10562204759875972, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6242856979370117, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017142856493592262, ""0.5"": 0.02971428632736206, ""0.75"": 0.07514286041259766, ""0.95"": 0.420285701751709}}",1,1.0,124207,0.992504694554317,124207,"{""n"": 124207, ""mean"": 0.29227230349601485, ""minimum"": 0.001714285695925355, ""maximum"": 1.6239999532699585, ""quantiles"": {""0.05"": 0.03628571331501007, ""0.25"": 0.10514285415410995, ""0.5"": 0.22828571498394012, ""0.75"": 0.4440000057220459, ""0.95"": 0.7108571529388428}}",0,000_00,131072,16,206,visible,3,0,synthetic/train/000,125145,0.9547805786132812,0.04521942138671875,5927
181,9.421783447265625,0.0014482548928611435,181,9.421783447265625,"{""n"": 181, ""mean"": 0.7401481496365689, ""minimum"": 0.3524589538574219, ""maximum"": 1.5277142524719238, ""quantiles"": {""0.05"": 0.3870738446712494, ""0.25"": 0.5055707097053528, ""0.5"": 0.6517906785011292, ""0.75"": 0.8828184604644775, ""0.95"": 1.2979999780654907}}",0,17,720,0.005761013938453167,"{""n"": 720, ""mean"": 0.11495793642178695, ""minimum"": 0.0037142857909202576, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.008571428246796131, ""0.25"": 0.017999999225139618, ""0.5"": 0.03400000184774399, ""0.75"": 0.08857142925262451, ""0.95"": 0.45571428537368774}}",1,1.0,124077,0.9927907311686857,124077,"{""n"": 124077, ""mean"": 0.293109265084224, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10457143187522888, ""0.5"": 0.23000000417232513, ""0.75"": 0.4462857246398926, ""0.95"": 0.7125714421272278}}",0,000_00,131072,17,206,visible,3,0,synthetic/train/000,124978,0.9535064697265625,0.0464935302734375,6094
187,9.165802001953125,0.0014948639034333905,187,9.165802001953125,"{""n"": 187, ""mean"": 0.7350469440381158, ""minimum"": 0.33956852555274963, ""maximum"": 1.5277142524719238, ""quantiles"": {""0.05"": 0.4379691183567047, ""0.25"": 0.5195233821868896, ""0.5"": 0.6121065020561218, ""0.75"": 0.8567678332328796, ""0.95"": 1.2979999780654907}}",0,18,709,0.005667692553659219,"{""n"": 709, ""mean"": 0.09430787812331258, ""minimum"": 0.003142857225611806, ""maximum"": 1.6085714101791382, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.028857143595814705, ""0.75"": 0.07085714489221573, ""0.95"": 0.4300000071525574}}",1,1.0,124199,0.9928374435429074,124199,"{""n"": 124199, ""mean"": 0.2934850360936016, ""minimum"": 0.001714285695925355, ""maximum"": 1.631428599357605, ""quantiles"": {""0.05"": 0.0357142873108387, ""0.25"": 0.10485713928937912, ""0.5"": 0.2314285784959793, ""0.75"": 0.44457143545150757, ""0.95"": 0.7088571190834045}}",0,000_00,131072,18,206,visible,3,0,synthetic/train/000,125095,0.9543991088867188,0.04560089111328125,5977
210,8.94449234008789,0.0016774502755811168,210,8.94449234008789,"{""n"": 210, ""mean"": 0.7965486312196368, ""minimum"": 0.38169723749160767, ""maximum"": 1.5277142524719238, ""quantiles"": {""0.05"": 0.453033447265625, ""0.25"": 0.5643240809440613, ""0.5"": 0.681312620639801, ""0.75"": 1.153428554534912, ""0.95"": 1.3191428184509277}}",0,19,687,0.005487658758686796,"{""n"": 687, ""mean"": 0.09555292191333646, ""minimum"": 0.00342857139185071, ""maximum"": 1.6134285926818848, ""quantiles"": {""0.05"": 0.008857143111526966, ""0.25"": 0.017142856493592262, ""0.5"": 0.02800000086426735, ""0.75"": 0.06457142531871796, ""0.95"": 0.4182857275009155}}",1,1.0,124293,0.9928348909657321,124293,"{""n"": 124293, ""mean"": 0.2938832964661458, ""minimum"": 0.001714285695925355, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.035428572446107864, ""0.25"": 0.10542856901884079, ""0.5"": 0.23228570818901062, ""0.75"": 0.4488571286201477, ""0.95"": 0.7094285488128662}}",0,000_00,131072,19,206,visible,3,0,synthetic/train/000,125190,0.9551239013671875,0.0448760986328125,5882
220,8.697059631347656,0.0017570902585318713,220,8.697059631347656,"{""n"": 220, ""mean"": 0.7777522096579725, ""minimum"": 0.3360503017902374, ""maximum"": 1.5277142524719238, ""quantiles"": {""0.05"": 0.3943256139755249, ""0.25"": 0.5667647123336792, ""0.5"": 0.6703232526779175, ""0.75"": 0.9381818175315857, ""0.95"": 1.365142822265625}}",0,20,739,0.005902225913886604,"{""n"": 739, ""mean"": 0.09186545503546303, ""minimum"": 0.004285714123398066, ""maximum"": 1.6128571033477783, ""quantiles"": {""0.05"": 0.00828571431338787, ""0.25"": 0.017714286223053932, ""0.5"": 0.030571429058909416, ""0.75"": 0.06371428817510605, ""0.95"": 0.4154285788536072}}",1,1.0,124248,0.9923406838275816,124248,"{""n"": 124248, ""mean"": 0.29390086869963417, ""minimum"": 0.001714285695925355, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.035428572446107864, ""0.25"": 0.10542856901884079, ""0.5"": 0.23228570818901062, ""0.75"": 0.4497142732143402, ""0.95"": 0.7068571448326111}}",0,000_00,131072,20,206,visible,3,0,synthetic/train/000,125207,0.9552536010742188,0.04474639892578125,5865
227,8.435964584350586,0.0018159418898595246,227,8.435964584350586,"{""n"": 227, ""mean"": 0.7777350730045252, ""minimum"": 0.31412479281425476, ""maximum"": 1.5277142524719238, ""quantiles"": {""0.05"": 0.41111621260643005, ""0.25"": 0.5248062610626221, ""0.5"": 0.6604006886482239, ""0.75"": 1.1072490215301514, ""0.95"": 1.4545714855194092}}",0,21,713,0.005703817477840709,"{""n"": 713, ""mean"": 0.09087878138709912, ""minimum"": 0.0037142857909202576, ""maximum"": 1.625428557395935, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.030571429058909416, ""0.75"": 0.06914285570383072, ""0.95"": 0.3822857141494751}}",1,1.0,124064,0.9924802406322998,124064,"{""n"": 124064, ""mean"": 0.29359262955257176, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6334285736083984, ""quantiles"": {""0.05"": 0.03514285758137703, ""0.25"": 0.10400000214576721, ""0.5"": 0.23342856764793396, ""0.75"": 0.4497142732143402, ""0.95"": 0.7057142853736877}}",0,000_00,131072,21,206,visible,3,0,synthetic/train/000,125004,0.953704833984375,0.046295166015625,6068
239,8.200592994689941,0.0019153864031607882,239,8.200592994689941,"{""n"": 239, ""mean"": 0.7308911939295765, ""minimum"": 0.33635786175727844, ""maximum"": 1.4842857122421265, ""quantiles"": {""0.05"": 0.37365829944610596, ""0.25"": 0.5151011943817139, ""0.5"": 0.622970700263977, ""0.75"": 0.8270371556282043, ""0.95"": 1.4637142419815063}}",0,22,709,0.005682045857075309,"{""n"": 709, ""mean"": 0.10219625185298956, ""minimum"": 0.003142857225611806, ""maximum"": 1.6180000305175781, ""quantiles"": {""0.05"": 0.0071428571827709675, ""0.25"": 0.015428571030497551, ""0.5"": 0.026571428403258324, ""0.75"": 0.07028571516275406, ""0.95"": 0.4117142856121063}}",1,1.0,123831,0.9924025677397639,123831,"{""n"": 123831, ""mean"": 0.29410898493182536, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6308571100234985, ""quantiles"": {""0.05"": 0.03514285758137703, ""0.25"": 0.10371428728103638, ""0.5"": 0.23314285278320312, ""0.75"": 0.45171427726745605, ""0.95"": 0.7068571448326111}}",0,000_00,131072,22,206,visible,3,0,synthetic/train/000,124779,0.9519882202148438,0.04801177978515625,6293
