scene,log_token,object_id,geometry,anchor_index,views,views_1_to_4_points,points,view_angle_span_deg,return_range_min_m,return_range_max_m,frames,counts,return_ranges_m
scene-0025,bc41a49366734ebf978d6a71981537dc,2,4e86ba434dc1466f56e2242eba2efd42038435df93e9056a6145cf1e3a8991bd,3,3,0,68,44.36976609893314,5.771292209625244,7.312674522399902,650;652;665,27;28;13,5.771292209625244;5.784198760986328;7.312674522399902
scene-0025,bc41a49366734ebf978d6a71981537dc,3,4eb4acf32dd15980955040ec0bf0d47c1f3862ce6dd133a3c9caaa5d8ac8065f,5,4,1,102,56.069748241285474,5.71624755859375,17.137845993041992,650;652;665;675,25;26;49;2,9.470502853393555;9.475961685180664;5.71624755859375;17.137845993041992
scene-0025,bc41a49366734ebf978d6a71981537dc,4,5024014c5f8ab33c9713bf5019af7185e3213c2131c4bc9884f6f316ba51f15b,7,4,0,510,139.04191619687668,6.035998344421387,8.868929862976074,650;652;665;675,76;80;74;280,8.559804916381836;8.56126594543457;8.868929862976074;6.035998344421387
scene-0026,bc41a49366734ebf978d6a71981537dc,1,50a217b44c61b7e465afc59c629044bfd26713e3ab4c235053ab723232ad28c5,1,1,0,29,0.0,5.594547748565674,5.594547748565674,687,29,5.594547748565674
scene-0026,bc41a49366734ebf978d6a71981537dc,2,5168178bb6eec56f9892eb1b1cbd53efe41f879c919e644204bcb01bb9e56cf0,3,3,2,185,159.5679608126749,5.089653015136719,38.0738410949707,687;685;707,4;179;2,31.038013458251953;5.089653015136719;38.0738410949707
scene-0026,bc41a49366734ebf978d6a71981537dc,3,530b48893e48017b5b66d442abec0ed5d02cb67628b15832e5058d49dc17651a,5,2,0,98,134.3060925745012,5.446724891662598,32.41575622558594,685;707,5;93,32.41575622558594;5.446724891662598
scene-0026,bc41a49366734ebf978d6a71981537dc,4,53b4df56e6f5494f3bfd935ce7555d0ea94c98d3af35a5f098493dd977ca19ce,7,1,0,73,0.0,4.98533296585083,4.98533296585083,715,73,4.98533296585083
scene-0027,bc41a49366734ebf978d6a71981537dc,1,540121b94bef6ecadd0a46e5d2c803a6fa4f6d2ad2c8b3f0bfd1f7e9d8efae28,1,2,0,453,122.19202540822134,4.625076770782471,22.681154251098633,719;740,427;26,4.625076770782471;22.681154251098633
scene-0027,bc41a49366734ebf978d6a71981537dc,2,5512cdf8d4edc08c21cb4b05fa58c2f32a9c87e89ef2fe845268cd588f813de7,3,2,0,192,40.76606876178985,6.526318550109863,31.28461456298828,719;740,16;176,31.28461456298828;6.526318550109863
scene-0027,bc41a49366734ebf978d6a71981537dc,3,56913ac4d49a11cfd8559cc2c4a32b63f0ba8aec65788aea6b341ea2d6172dfe,5,2,1,116,130.28109481880418,5.062463760375977,33.922828674316406,740;752,4;112,33.922828674316406;5.062463760375977
scene-0027,bc41a49366734ebf978d6a71981537dc,4,56c168ff80312d148ad9cd032e383fe6696ab6e874ed233471c341f64ade5532,7,1,0,65,0.0,4.577133655548096,4.577133655548096,750,65,4.577133655548096
scene-0028,bc41a49366734ebf978d6a71981537dc,1,589c3f5cd0af9b84903ae5a8cc708706baebaa34b9a09bbdf7cdefb8c23b3551,1,1,0,18,0.0,7.670745849609375,7.670745849609375,761,18,7.670745849609375
scene-0028,bc41a49366734ebf978d6a71981537dc,2,58df2f378fa2a0f8298ee29a4db670ff93ec9f3c2d18b8309f742c3362a1934b,3,2,0,348,15.017687945895231,5.6038103103637695,29.607505798339844,761;771,11;337,29.607505798339844;5.6038103103637695
scene-0028,bc41a49366734ebf978d6a71981537dc,3,5a0a7a544149e0178d618c687d21892bc1cee5605a237cf3da8baeb23cc5c9f1,5,1,0,34,0.0,4.300880432128906,4.300880432128906,790,34,4.300880432128906
scene-0028,bc41a49366734ebf978d6a71981537dc,4,5a1622bdac230f8ba6f4585202e714de4cd6c9c91ad6ee4beea6489291e369f7,7,3,0,100,38.324821487234246,5.260944366455078,32.54478073120117,771;790;793,7;32;61,32.54478073120117;7.265007972717285;5.260944366455078
scene-0029,bc41a49366734ebf978d6a71981537dc,1,5a1f82d793e3ef4594b2bb8ca39145625596fb74734ca52b582d03b773f6268e,1,2,1,125,0.014810722926978763,4.358310222625732,4.523449897766113,798;815,124;1,4.358310222625732;4.523449897766113
scene-0029,bc41a49366734ebf978d6a71981537dc,2,5ac8d2d389be8b3e4e6a6560f73e938112b49559cecd278137e5f8d57fba5dd7,3,4,0,467,0.02065126647232834,6.218043804168701,6.227499485015869,798;815;822;835,117;117;117;116,6.218043804168701;6.22733736038208;6.227499485015869;6.2271928787231445
scene-0029,bc41a49366734ebf978d6a71981537dc,3,5b35f71439388c5e1fca828941c7bdf382f61e3e44bad855a6e2654d8694e490,5,4,0,339,0.022532894581844872,6.204694747924805,6.233353137969971,798;815;822;835,85;85;84;85,6.211331844329834;6.204694747924805;6.233353137969971;6.225711822509766
scene-0029,bc41a49366734ebf978d6a71981537dc,4,5b98d740573544e10bb8e77bccdbc826faf08bd3df8675ef5f458c55295d646f,7,4,0,471,0.021505600495527466,5.341913223266602,5.346519947052002,798;815;822;835,117;120;117;117,5.341913223266602;5.344418525695801;5.3464274406433105;5.346519947052002
scene-0030,bc41a49366734ebf978d6a71981537dc,1,5c23c8e7992a7affc671a9f49d8fa52b08d80c26e18255700e1bc8f23d29697b,1,1,0,385,0.0,4.474985599517822,4.474985599517822,846,385,4.474985599517822
scene-0030,bc41a49366734ebf978d6a71981537dc,2,5c745c4c68409344e92a52566015abf839858bbeb002d6aa8d083210233d2b90,3,3,1,156,175.17438284974799,3.989807367324829,37.85336685180664,846;849;864,5;150;1,37.85336685180664;3.989807367324829;35.505455017089844
scene-0030,bc41a49366734ebf978d6a71981537dc,3,5cc657fc6df212a8776265aa90cb5954b6c24a4f86a624804aaa03bd8f357ea6,5,2,0,173,61.89630288121701,4.059194564819336,10.95384693145752,864;871,159;14,4.059194564819336;10.95384693145752
scene-0030,bc41a49366734ebf978d6a71981537dc,4,5d26f4c29e124772c570ab70f6aef0e8c5bbd38f12f58ad4baff29b44c216502,7,3,0,325,98.59619147965209,5.04465913772583,43.6782112121582,849;864;871,5;117;203,43.6782112121582;8.455740928649902;5.04465913772583
scene-0031,bc41a49366734ebf978d6a71981537dc,1,5ea637f5102e9c4bd45d36bdaa5042a436302dcdf478018944d4d0bb8cb19b0b,1,1,0,42,0.0,6.423837184906006,6.423837184906006,890,42,6.423837184906006
scene-0031,bc41a49366734ebf978d6a71981537dc,2,5f69c13d7f401f7d75dd47d4e68be82869c14f72cef58e1742c83036953c25d7,3,1,0,95,0.0,5.080064296722412,5.080064296722412,895,95,5.080064296722412
scene-0031,bc41a49366734ebf978d6a71981537dc,3,5fa6a1945f7bfb49598997b96fe565cd209763e703ec760d61d94d5beb8780b2,5,1,0,119,0.0,5.616093635559082,5.616093635559082,903,119,5.616093635559082
scene-0031,bc41a49366734ebf978d6a71981537dc,4,603751e8b315cb6fe1e1736b15186a42dea55d42abd8e10c7697d785afe91665,7,1,0,139,0.0,4.472970485687256,4.472970485687256,915,139,4.472970485687256
scene-0032,bc41a49366734ebf978d6a71981537dc,1,6358656208126751302353a60582de369b0589dc2a7a7bd9355cf89d40850d37,1,3,1,268,40.39105146690022,5.676656723022461,40.627403259277344,922;929;940,246;20;2,5.676656723022461;19.375940322875977;40.627403259277344
scene-0032,bc41a49366734ebf978d6a71981537dc,2,660b56084657e0f6a7c4e0c67a1aec9a6974b521a87af67490ddf6929eae3926,3,1,0,25,0.0,5.643698692321777,5.643698692321777,929,25,5.643698692321777
scene-0032,bc41a49366734ebf978d6a71981537dc,3,676222e62694f175d99bc7b0efd3c1b8256b58b3c923bede52655c19cb97080a,5,1,0,19,0.0,7.644185543060303,7.644185543060303,940,19,7.644185543060303
scene-0032,bc41a49366734ebf978d6a71981537dc,4,68652b6fb226285f642266307bbaa703e6a9fea27c40f817e9ff61812671b37a,7,1,0,14,0.0,7.23321008682251,7.23321008682251,954,14,7.23321008682251
scene-0033,bc41a49366734ebf978d6a71981537dc,1,68825dd68f79e71525d483a81d0d1ae5ed79b35791626d9785f27f6006efabb8,1,1,0,30,0.0,5.73288631439209,5.73288631439209,960,30,5.73288631439209
scene-0033,bc41a49366734ebf978d6a71981537dc,2,688fe0ef8ddc46564d76d91b1a2fadd7145ccc919fd9e3df9d11cc5cd5790c70,3,1,0,20,0.0,5.622213840484619,5.622213840484619,974,20,5.622213840484619
scene-0033,bc41a49366734ebf978d6a71981537dc,3,6cb4ecb404f336901eb4545b06c2dd1aa400120fb5fddd4b29bbb7b317976d47,5,1,0,441,0.0,4.674925327301025,4.674925327301025,985,441,4.674925327301025
scene-0033,bc41a49366734ebf978d6a71981537dc,4,6d045f8ff036334ba343dd262935afc91122c203914aead6da0a145f362fc626,7,1,0,64,0.0,5.235467910766602,5.235467910766602,991,64,5.235467910766602
scene-0034,bc41a49366734ebf978d6a71981537dc,1,6d293c83e011726b7400bf867cfe134e686cb3caa84e53b91253f71b9d0a74a7,1,1,0,184,0.0,4.452516555786133,4.452516555786133,1001,184,4.452516555786133
scene-0034,bc41a49366734ebf978d6a71981537dc,2,6ea1ef74c28d0677809306e43ac83801cb2211359bb85566e37374b12d05a8ab,3,1,0,54,0.0,5.8440141677856445,5.8440141677856445,1011,54,5.8440141677856445
scene-0034,bc41a49366734ebf978d6a71981537dc,3,70294efb5e987849620b11e030acd8fc81858a8be5a3ea4d5bd4cdbdf338397d,5,3,1,167,169.0550933986977,6.75704288482666,37.79166793823242,1011;1021;1034,5;161;1,37.79166793823242;6.75704288482666;35.96712112426758
scene-0034,bc41a49366734ebf978d6a71981537dc,4,70d7f08ab818432b6cabfbf214b2748d86eb039f273bd2b3491d224d5c25deaa,7,1,0,239,0.0,4.283514022827148,4.283514022827148,1034,239,4.283514022827148
scene-0041,d7fd2bb9696d43af901326664e42340b,1,735e3021649e949a21e7f87892c032013e103e22ef80e60efa63d64b16a646df,1,2,1,190,147.1416963262564,4.03434419631958,33.31401824951172,1040;1051,189;1,4.03434419631958;33.31401824951172
scene-0041,d7fd2bb9696d43af901326664e42340b,2,73c3efa756f9dfe8baff6d5bf1a971b3a0d13bdc0bdb0b2f78ecd5ef3803a1c4,3,2,1,29,61.04417785246707,4.738066673278809,38.9629020690918,1040;1051,2;27,38.9629020690918;4.738066673278809
scene-0041,d7fd2bb9696d43af901326664e42340b,3,753785c7b2265e5fe0c0ca06e11f1b1eadb4537cfca2a6a4b123bf6f3420a82c,5,2,1,37,82.78658894608509,5.8719563484191895,10.010494232177734,1062;1074,33;4,5.8719563484191895;10.010494232177734
scene-0041,d7fd2bb9696d43af901326664e42340b,4,75be70892c56e4675e10e85bd291cef1af086c736038c8165a8731de6c27e9a8,7,2,0,136,110.25850510931436,5.654231548309326,7.0656256675720215,1062;1074,49;87,7.0656256675720215;5.654231548309326
scene-0042,d7fd2bb9696d43af901326664e42340b,1,773e5d84a87cc8c9997c39bcc141f3dc1dcf2cb814206f3921753d7ff1c6a99b,1,1,0,118,0.0,6.080375671386719,6.080375671386719,1084,118,6.080375671386719
scene-0042,d7fd2bb9696d43af901326664e42340b,2,78f799562586468e04526cfd96ca6b6e502fd03fabac4959120e5b1f24fba3e1,3,1,0,45,0.0,4.057911396026611,4.057911396026611,1092,45,4.057911396026611
scene-0042,d7fd2bb9696d43af901326664e42340b,3,7bc192b30edddfa4563c736c22653c57da2c9bdc36321a38d3270c2a945f069e,5,1,0,77,0.0,6.692991256713867,6.692991256713867,1105,77,6.692991256713867
scene-0042,d7fd2bb9696d43af901326664e42340b,4,7c79ffedc2f499f4b4441d1643413f881d6a70d9405eaf6e48036665fddd9f2e,7,1,0,124,0.0,5.644583702087402,5.644583702087402,1113,124,5.644583702087402
